Timeframe,pontos,zig_zag_percent,merge_percent,rate_tp,N_trades,Taxa_acerto,Pontos_total,Retorno
1,0.0003,0.1,0.1,1,89,46.06741573033708,-0.006550000000000001,-0.1741500972599089
1,0.0005,0.1,0.1,1,89,56.17977528089888,0.0010500000000000015,0.5708446181899607
1,0.0007,0.1,0.1,1,89,58.42696629213483,0.006050000000000002,1.0474260915001035
1,0.0003,0.1,0.1,2,89,37.07865168539326,-0.0014499999999999938,0.3218718708802313
1,0.0005,0.1,0.1,2,89,40.44943820224719,0.005049999999999988,0.9314506753901393
1,0.0007,0.1,0.1,2,89,48.31460674157304,0.023549999999999998,2.7432818713703155
1,0.0003,0.2,0.1,1,95,47.368421052631575,-0.006250000000000001,-0.14707067561987042
1,0.0005,0.2,0.1,1,95,58.94736842105262,0.003749999999999994,0.8339413021999895
1,0.0007,0.2,0.1,1,95,61.05263157894737,0.009949999999999997,1.4495950210600346
1,0.0003,0.2,0.1,2,95,35.78947368421053,-0.0026499999999999987,0.2153292292202711
1,0.0005,0.2,0.1,2,95,38.94736842105263,0.003249999999999997,0.7898600838001967
1,0.0007,0.2,0.1,2,95,48.421052631578945,0.02535,2.9750943259803653
1,0.0003,0.3,0.1,1,77,42.857142857142854,-0.0071500000000000044,-0.31480299929989874
1,0.0005,0.3,0.1,1,77,50.649350649350644,-0.0033500000000000066,0.0558897834700346
1,0.0007,0.3,0.1,1,77,59.74025974025974,0.006649999999999999,1.0375030012500734
1,0.0003,0.3,0.1,2,77,32.467532467532465,-0.00445,-0.04944568879982829
1,0.0005,0.3,0.1,2,77,38.961038961038966,0.0026500000000000056,0.6339239351300597
1,0.0007,0.3,0.1,2,77,50.649350649350644,0.024149999999999984,2.7548608071601985
1,0.0003,0.1,0.2,1,88,51.13636363636363,-0.0038000000000000004,0.07186548198004067
1,0.0005,0.1,0.2,1,88,62.5,0.006599999999999999,1.111202531319961
1,0.0007,0.1,0.2,1,88,62.5,0.011,1.5423280934399815
1,0.0003,0.1,0.2,2,88,40.909090909090914,0.001600000000000005,0.615500217470169
1,0.0005,0.1,0.2,2,88,45.45454545454545,0.0116,1.6058047274401188
1,0.0007,0.1,0.2,2,88,50.0,0.0264,3.0587482419602723
1,0.0003,0.2,0.2,1,94,47.87234042553192,-0.005900000000000002,-0.11246448908996583
1,0.0005,0.2,0.2,1,94,61.702127659574465,0.006299999999999999,1.101503198249951
1,0.0007,0.2,0.2,1,94,62.76595744680851,0.012099999999999996,1.678769088270068
1,0.0003,0.2,0.2,2,94,39.361702127659576,0.0004000000000000002,0.5140585139602274
1,0.0005,0.2,0.2,2,94,46.808510638297875,0.014299999999999997,1.9034271033701002
1,0.0007,0.2,0.2,2,94,51.06382978723404,0.030299999999999997,3.388270752600312
1,0.0003,0.3,0.2,1,75,44.0,-0.006449999999999999,-0.27417732461991906
1,0.0005,0.3,0.2,1,75,49.333333333333336,-0.00425,-0.05879200414000452
1,0.0007,0.3,0.2,1,75,57.333333333333336,0.003949999999999999,0.745250014049992
1,0.0003,0.3,0.2,2,75,36.0,-0.0019500000000000008,0.16119031456008553
1,0.0005,0.3,0.2,2,75,40.0,0.0037499999999999994,0.7203737393200547
1,0.0007,0.3,0.2,2,75,49.333333333333336,0.02145,2.447578025990203
