Timeframe,pontos,zig_zag_percent,merge_percent,rate_tp,N_trades,Taxa_acerto,Pontos_total,Retorno
1,150,0.1,0.1,1,296,53.37837837837838,1520.0,3.6932600000000004
1,250,0.1,0.1,1,278,54.67625899280576,5110.0,8.035689999999999
1,300,0.1,0.1,1,272,54.779411764705884,6440.0,8.29082
1,150,0.1,0.1,2,289,35.6401384083045,1555.0000000000036,3.9072799999999996
1,250,0.1,0.1,2,257,38.13229571984436,7965.0,5.7332849999999995
1,300,0.1,0.1,2,241,37.344398340248965,7495.0,5.002455
1,150,0.2,0.1,1,286,53.14685314685315,1270.0,3.2828299999999997
1,250,0.2,0.1,1,274,54.01459854014598,4130.0,6.9663699999999995
1,300,0.2,0.1,1,259,51.35135135135135,804.9999999999854,2.67415
1,150,0.2,0.1,2,277,34.29602888086642,-185.0,2.710865
1,250,0.2,0.1,2,245,33.46938775510204,-975.0,0.129895
1,300,0.2,0.1,2,229,32.314410480349345,-3245.0,-2.4054349999999998
1,150,0.3,0.1,1,250,53.2,1150.0,2.61447
1,250,0.3,0.1,1,243,53.49794238683128,3035.0,6.33763
1,300,0.3,0.1,1,236,52.118644067796616,1820.0000000000146,4.52827
1,150,0.3,0.1,2,245,34.69387755102041,275.0,2.9509600000000002
1,250,0.3,0.1,2,222,34.234234234234236,390.0,2.06838
1,300,0.3,0.1,2,209,35.406698564593306,2855.0000000000073,5.3656299999999995
1,150,0.1,0.2,1,312,54.48717948717948,2640.0,3.8868850000000004
1,250,0.1,0.2,1,300,55.00000000000001,6000.000000000015,8.812125
1,300,0.1,0.2,1,288,52.083333333333336,2160.0,5.464095
1,150,0.1,0.2,2,306,36.27450980392157,2520.0,4.20269
1,250,0.1,0.2,2,266,37.21804511278196,6420.0,6.290875
1,300,0.1,0.2,2,251,36.65338645418327,6245.0,5.136125
1,150,0.2,0.2,1,282,53.191489361702125,1290.0,3.310585
1,250,0.2,0.2,1,275,53.45454545454545,3375.0,7.971485
1,300,0.2,0.2,1,254,51.181102362204726,530.0,4.04932
1,150,0.2,0.2,2,274,35.4014598540146,1180.0,4.25793
1,250,0.2,0.2,2,241,33.19502074688796,-1455.0000000000073,-1.305345
1,300,0.2,0.2,2,225,32.44444444444444,-2925.0,-4.01404
1,150,0.3,0.2,1,249,52.610441767068274,705.0,1.5519349999999998
1,250,0.3,0.2,1,244,56.9672131147541,7280.000000000015,10.68683
1,300,0.3,0.2,1,235,54.8936170212766,5725.0,7.46993
1,150,0.3,0.2,2,245,36.734693877551024,2525.0,4.64388
1,250,0.3,0.2,2,223,35.42600896860987,2385.0000000000073,1.7996
1,300,0.3,0.2,2,209,35.406698564593306,2855.0000000000073,2.37804
