Timeframe,pontos,zig_zag_percent,merge_percent,rate_tp,N_trades,Taxa_acerto,Pontos_total,Retorno
1,0.0003,0.1,0.1,1,137,51.82481751824818,-0.005349999999999992,0.10324875979997217
1,0.0005,0.1,0.1,1,137,51.09489051094891,-0.005349999999999999,0.09013029703009129
1,0.0007,0.1,0.1,1,137,53.284671532846716,-0.0005500000000000001,0.5394438741799146
1,0.0003,0.1,0.1,2,137,37.22627737226277,-0.002049999999999998,0.40679060053004323
1,0.0005,0.1,0.1,2,137,37.95620437956204,0.0026499999999999874,0.8460022828999162
1,0.0007,0.1,0.1,2,135,37.03703703703704,0.0037499999999999955,0.6728655713808537
1,0.0003,0.2,0.1,1,125,54.400000000000006,-0.0029499999999999926,0.26269070299980046
1,0.0005,0.2,0.1,1,125,52.0,-0.003749999999999998,0.1848808348699063
1,0.0007,0.2,0.1,1,125,58.4,0.008449999999999997,1.3988946688896269
1,0.0003,0.2,0.1,2,125,42.4,0.003949999999999997,0.9014974751797765
1,0.0005,0.2,0.1,2,124,37.903225806451616,0.0023,0.6553580454598069
1,0.0007,0.2,0.1,2,122,39.34426229508197,0.009299999999999996,1.3302162792407275
1,0.0003,0.3,0.1,1,96,54.166666666666664,-0.0023999999999999994,0.19533752251987158
1,0.0005,0.3,0.1,1,96,53.125,-0.0017999999999999978,0.2498256392199099
1,0.0007,0.3,0.1,1,96,57.291666666666664,0.004999999999999999,0.9491082618498504
1,0.0003,0.3,0.1,2,96,40.625,0.0014999999999999996,0.558143651489839
1,0.0005,0.3,0.1,2,95,36.84210526315789,0.0002499999999999907,0.3421947347498387
1,0.0007,0.3,0.1,2,94,38.297872340425535,0.00510000000000001,0.8191703904605805
1,0.0003,0.1,0.2,1,105,46.666666666666664,-0.00735,-0.20646177032992244
1,0.0005,0.1,0.2,1,105,45.714285714285715,-0.009750000000000002,-0.43631755147987605
1,0.0007,0.1,0.2,1,105,48.57142857142857,-0.007349999999999998,-0.15140120984996855
1,0.0003,0.1,0.2,2,105,32.38095238095238,-0.006150000000000002,-0.09732361809001863
1,0.0005,0.1,0.2,2,105,32.38095238095238,-0.006750000000000002,-0.1481359100099355
1,0.0007,0.1,0.2,2,104,33.65384615384615,-0.004500000000000001,0.10621317160071433
1,0.0003,0.2,0.2,1,83,48.19277108433735,-0.00505,-0.09320403353999555
1,0.0005,0.2,0.2,1,83,45.78313253012048,-0.00765,-0.3353460400199294
1,0.0007,0.2,0.2,1,83,51.80722891566265,-0.0020500000000000023,0.25479004191985727
1,0.0003,0.2,0.2,2,83,33.734939759036145,-0.0038499999999999984,0.012299318359985947
1,0.0005,0.2,0.2,2,82,31.70731707317073,-0.006099999999999999,-0.18940364999000728
1,0.0007,0.2,0.2,2,82,35.36585365853659,-0.0006000000000000042,0.3959151842705011
1,0.0003,0.3,0.2,1,86,48.837209302325576,-0.004900000000000005,-0.05440856165991723
1,0.0005,0.3,0.2,1,86,47.674418604651166,-0.006299999999999998,-0.18670478827993572
1,0.0007,0.3,0.2,1,86,55.81395348837209,0.0026999999999999993,0.7227470651100427
1,0.0003,0.3,0.2,2,86,37.2093023255814,-0.0013000000000000008,0.2807064855699986
1,0.0005,0.3,0.2,2,85,37.64705882352941,0.0012500000000000011,0.4308686231800318
1,0.0007,0.3,0.2,2,84,40.476190476190474,0.0084,1.1337564843206405
