Open,High,Low,Close,Vol,MA_5,MA_21,SAR,BB_up,BB_mid,BB_low,OBV,macd,macdsignal,macdhist,fastk,fastd,RSI,MOM,TRIX,CCI,ADX,MA_9,resultado_binario
5219.0,5222.0,5217.0,5218.0,6235,5218.6,5221.238095238095,5246.5,5227.997892926129,5221.325,5214.652107073871,-33731.0,-0.4605850363159334,-0.060179798123512804,-0.4004052381924206,42.857142857142854,74.28571428571419,44.96356656296025,-2.5,0.0014948076294318824,-29.25809822360977,16.69533121019449,5219.0586263648565,0
5218.0,5221.5,5216.5,5221.0,3675,5218.8,5220.928571428572,5246.5,5227.358828726103,5220.7,5214.041171273897,-37797.0,-0.4014953184841943,-0.28289116390905067,-0.11860415457514362,87.5,60.41666666666657,53.851008990572424,2.5,0.0012587909984151935,73.09236947788318,15.326397364628875,5219.078016698806,0
5223.0,5224.0,5219.0,5219.0,5874,5219.6,5220.428571428572,5246.5,5225.527706696069,5220.1,5214.672293303932,-38832.0,-0.15947640536796825,-0.23053724806346146,0.0710608426954932,50.0,77.31481481481472,48.07693759219942,2.0,0.0011500577981271576,122.3443223443792,14.728119381998392,5219.609930687237,1
5216.0,5219.5,5216.0,5219.5,3491,5216.3,5218.023809523809,5246.5,5221.998417403046,5218.05,5214.101582596954,-43405.0,-0.8556158432602388,-0.7530798358878729,-0.1025360073723659,100.0,56.565656565656475,52.62705725988353,1.5,0.00047342844917697136,18.439716312041256,12.150127923767082,5217.32626693606,1
5227.5,5227.5,5223.5,5224.5,6662,5226.6,5221.5952380952385,5246.5,5230.849288590778,5221.625,5212.400711409222,-18377.0,2.0716034146189486,1.4774076412083335,0.5941957734106151,14.285714285714285,32.68213268213259,55.400617755704694,4.5,0.000995685404903135,32.6143226919929,28.50819046248986,5225.252326261043,1
5223.5,5226.5,5223.0,5226.0,4022,5224.0,5222.309523809524,5246.5,5231.293494664101,5222.65,5214.0065053358985,-11005.0,1.464368668316638,1.499253755590922,-0.03488508727428408,76.92307692307692,44.42327538302761,58.35403427654201,0.0,0.0013843002948599192,2.456140350903858,26.69562538746244,5224.631352836524,1
5226.0,5226.0,5221.5,5223.5,4242,5223.8,5222.690476190476,5246.5,5230.8948701073505,5223.1,5215.30512989265,-15247.0,1.2894112960893835,1.4572852636906144,-0.16787396760123086,45.45454545454545,52.557246674893634,51.636964553166244,-5.0,0.0014633597056779024,-63.137254901952154,25.89635350638985,5224.405082269219,1
5223.5,5226.0,5223.5,5225.5,2505,5224.5,5223.571428571428,5246.5,5230.186184731115,5223.95,5217.713815268885,-12742.0,1.1653145169739219,1.347748237914352,-0.1824337209404301,80.0,56.969696969696884,56.30369812210837,-1.5,0.0015982189548235937,-19.320594479779103,25.144297776927477,5224.4792526523,1
5228.5,5229.5,5226.0,5227.0,2897,5228.2,5226.166666666667,5246.5,5230.203337124876,5226.175,5222.146662875124,-6632.0,1.6423169897516345,1.54997276238202,0.09234422736961445,22.22222222222222,42.9629629629629,55.4058809560466,1.0,0.0021936520161691675,58.385093167705065,30.92760987500148,5227.103578565827,1
5227.5,5228.5,5227.0,5227.5,661,5227.8,5226.238095238095,5246.5,5230.060416114849,5226.125,5222.189583885151,-5971.0,1.5837154206938067,1.5567212940443773,0.02699412664942935,42.857142857142854,43.91534391534385,56.56183310239643,4.0,0.0022752352196730996,56.08562691131505,30.997749204364684,5227.182862852662,1
5227.5,5228.5,5225.5,5226.0,2381,5227.4,5226.119047619048,5246.5,5230.03192064754,5226.1,5222.168079352461,-8352.0,1.4000963518228673,1.5253963056000752,-0.12529995377720793,12.5,25.859788359788293,52.191003718472196,2.5,0.002342969057722577,12.043010752667396,30.141708875753796,5226.94629028213,1
5226.0,5230.0,5226.0,5229.0,3856,5227.7,5226.238095238095,5246.5,5230.315823126972,5226.2,5222.084176873028,-4496.0,1.4795959833136294,1.516236241142786,-0.0366402578291567,77.77777777777779,44.37830687830681,59.01286143493413,3.5,0.0024133569809681177,76.75070028006986,29.89785944092822,5227.357032225704,1
5238.0,5239.0,5234.0,5234.5,6025,5236.7,5231.190476190476,5246.5,5239.180070240591,5231.35,5223.51992975941,5096.0,3.0332498134657726,2.609043805257804,0.4242060082079684,21.428571428571427,58.25396825396819,59.60070841464977,6.5,0.0038053737307253144,61.35265700480665,32.49832206520283,5234.949648083978,1
5234.5,5236.0,5233.0,5235.0,4028,5236.6,5231.523809523809,5246.5,5239.499799031201,5231.725,5223.950200968799,9124.0,2.87984093592695,2.663203231391633,0.21663770453531672,28.57142857142857,41.11111111111104,60.65051539260469,5.0,0.003945827672247049,31.145431145431303,30.749475657341673,5234.959718467182,0
5235.0,5236.5,5233.5,5234.5,2445,5236.1,5231.857142857143,5246.5,5239.758865896701,5232.0,5224.241134103299,6679.0,2.6869440553946333,2.667951396192233,0.01899265920240012,21.428571428571427,23.80952380952374,58.999434920232396,3.5,0.004071780776726541,28.122513922012487,29.302708670437482,5234.867774773746,0
5233.5,5236.0,5233.5,5235.0,3600,5233.9,5233.333333333333,5246.5,5239.448304840516,5233.55,5227.651695159484,7418.0,1.761083426780715,2.205868361262454,-0.44478493448173895,66.66666666666667,40.74074074074067,59.4864471702879,-2.0,0.004447788888994886,-14.97326203210672,21.81868990213823,5234.276352437861,0
5235.0,5235.5,5233.5,5234.0,1004,5234.1,5233.880952380952,5246.5,5239.009012246775,5234.15,5229.290987753225,6414.0,1.5570854077623153,1.9955419441402458,-0.4384565363779305,42.857142857142854,61.50793650793644,55.43721325278752,-4.0,0.0045135977280175155,-44.87179487182595,20.175087440283143,5234.336865560231,0
5234.0,5235.5,5232.5,5234.5,2472,5234.4,5234.166666666667,5246.5,5238.430692098552,5234.475,5230.519307901449,8886.0,1.4654493260513846,1.8895234205224736,-0.424074094471089,57.14285714285714,58.33333333333326,57.01282226157859,0.0,0.004529902250749451,-48.50187265916928,18.88830755930215,5234.369492448184,0
5234.5,5234.5,5230.0,5230.0,4688,5233.7,5234.261904761905,5246.5,5238.430692098552,5234.475,5230.519307901449,4198.0,1.017980038944188,1.7152147442068164,-0.6972347052626284,0.0,33.33333333333326,42.461595338074666,-5.0,0.004513554489493643,-171.53153153156148,18.54643482070578,5233.495593958547,0
5226.0,5228.5,5226.0,5228.5,2252,5227.2,5230.714285714285,5246.5,5236.293692191843,5230.55,5224.806307808158,1620.0,-1.228630246877401,-0.7116928431504969,-0.5169374037269042,100.0,61.11111111111105,45.09110746092887,-1.0,0.0028558372627385253,-63.59084406293991,22.393856961992366,5228.235255223872,1
5228.5,5229.5,5226.5,5227.0,3149,5227.1,5230.380952380952,5246.5,5235.9131427428865,5230.2,5224.486857257113,-1529.0,-1.2759393443939189,-0.8245421433991813,-0.45139720099473757,50.0,61.11111111111105,41.01874228924136,-2.0,0.002655812262308821,-52.38095238091689,22.285133000057044,5227.988204179097,1
5227.0,5229.0,5227.0,5228.5,1041,5227.5,5230.119047619048,5246.5,5235.5828070571715,5229.975,5224.367192942829,-488.0,-1.178806137668289,-0.8953949422530029,-0.28341119541528614,80.0,76.6666666666666,46.246848782890574,-1.5,0.002462963174298949,-17.687074829933792,22.18417503540282,5228.090563343278,0
5233.5,5234.0,5229.0,5230.0,3481,5231.0,5229.642857142857,5246.5,5233.682640191188,5229.425,5225.167359808813,6413.0,-0.18476422498679312,-0.5982347430320881,0.413470518045295,40.0,67.86764705882347,49.51531275414144,2.5,0.0019048214422667797,75.66343042068222,19.33333552679989,5230.133094745406,0
5228.5,5229.0,5227.5,5229.0,1264,5228.4,5228.880952380952,5246.5,5232.43436282515,5228.825,5225.21563717485,3839.0,-0.5058684712157628,-0.49690065015619267,-0.008967821059570169,75.0,52.314814814814746,48.32094533050816,0.5,0.0012063594452271786,-26.65173572229492,16.750059028419997,5228.9322339889395,1
5229.0,5229.0,5227.0,5228.0,775,5228.2,5228.785714285715,5246.5,5232.309340941028,5228.725,5225.140659058973,3064.0,-0.5517360552166792,-0.50786773116829,-0.04386832404838925,50.0,56.48148148148141,45.641113863010304,-2.5,0.0010949243990143742,-57.01858442073355,16.60039975201273,5228.745787191152,1
5227.0,5229.0,5226.0,5228.5,2023,5227.3,5228.642857142857,5246.5,5232.229106033968,5228.65,5225.070893966032,3209.0,-0.6824238373792468,-0.6875263962219089,0.005102558842662086,85.71428571428571,59.52380952380944,49.48111639449418,-0.5,0.0003296003831865235,-3.7433155079674822,14.215767950388216,5227.78459490995,1
5229.5,5230.0,5228.5,5228.5,726,5229.4,5228.547619047619,5246.5,5231.024499953447,5228.525,5226.025500046552,7703.0,0.02699624544584367,-0.13535245946769775,0.16234870491354142,12.5,33.33333333333325,47.72315778513971,1.0,-8.002126727912895e-06,18.300653594803553,13.43241439970227,5229.174261022768,0
5228.5,5229.5,5228.0,5229.5,714,5229.1,5228.619047619048,5246.5,5231.041311118753,5228.6,5226.158688881248,7686.0,-0.011925188553504995,-0.09898148602977071,0.08705629747626571,75.0,29.166666666666583,51.82040080482145,1.0,-5.202096674539192e-05,7.355516637495222,12.509602671063288,5229.051527054571,0
5229.5,5229.5,5226.5,5227.0,3457,5228.5,5228.5952380952385,5246.5,5231.129897261824,5228.575,5226.020102738175,4229.0,-0.14101426173419895,-0.08712024654958403,-0.053894015184614924,14.285714285714285,54.761904761904674,42.785682182357206,-4.0,-8.936848819862675e-05,-110.97560975608056,12.41315758854587,5228.712977314925,1
5228.0,5229.5,5228.0,5229.0,798,5228.2,5228.666666666667,5246.5,5230.977154104476,5228.8,5226.622845895525,6497.0,-0.1541053461160118,-0.1347283219697649,-0.019377024146246896,87.5,69.90740740740732,50.74477916192915,-1.0,-0.00017331360793182427,-8.97435897432413,12.095468584047106,5228.607235508193,0
5229.0,5229.5,5227.5,5228.0,620,5228.4,5228.761904761905,5246.5,5230.952792283935,5228.825,5226.697207716064,5877.0,-0.19446872037497087,-0.1466764016508061,-0.047792318724164784,62.5,68.51851851851842,46.950536762298114,-1.5,-0.00019293137383247227,-53.846153846244256,12.105294719043156,5228.485788406555,0
5228.0,5230.0,5227.5,5229.5,1977,5228.4,5228.857142857143,5246.5,5230.922308292483,5228.95,5226.977691707517,5999.0,-0.15550217714371684,-0.1671753034899472,0.011673126346230356,85.71428571428571,60.51587301587292,52.97368441919813,1.5,-0.00023116565527336874,42.66666666665387,12.125247775985802,5228.530904580195,0
5230.0,5230.5,5227.0,5228.5,2892,5228.5,5228.928571428572,5246.5,5230.922308292483,5228.95,5226.977691707517,3107.0,-0.14868295304586354,-0.16347683340113045,0.014793880355266908,50.0,56.34920634920625,49.1888660368241,-1.0,-0.0002448692943080033,15.151515151524924,11.585362168267777,5228.524723664156,0
5228.5,5230.0,5228.5,5229.5,1142,5228.6,5228.976190476191,5246.5,5230.760107526016,5228.9,5227.039892473983,4249.0,-0.06187378370395891,-0.14315622346169615,0.08128243975773725,75.0,70.23809523809514,52.81910895078289,0.0,-0.0002519750860519032,103.875968992035,11.084039818243895,5228.719778931325,0
5229.5,5230.0,5227.0,5228.0,1259,5228.6,5228.857142857143,5246.5,5230.377882061441,5228.75,5227.122117938559,2990.0,-0.1128139070551697,-0.13708776018039087,0.02427385312522118,37.5,54.16666666666657,47.353880557781245,1.0,-0.00026122974078335304,-21.13821138230124,11.58581322398082,5228.57582314506,0
5223.0,5224.5,5222.5,5224.5,1762,5223.2,5225.4047619047615,5246.5,5228.381042501841,5225.275,5222.168957498158,-6013.0,-1.1839047108560408,-1.114754728185671,-0.06914998267036987,99.99999999999999,70.37037037037027,44.280443011731165,-0.5,-0.0012718341946937883,-43.410852713125955,33.14125813990351,5224.076190843391,0
5224.5,5224.5,5223.0,5224.0,588,5223.6,5225.214285714285,5246.5,5228.0765752106245,5225.1,5222.123424789376,-6601.0,-1.1250355133543053,-1.1168108852193979,-0.00822462813490743,85.71428571428571,80.42328042328033,42.115538550995325,-1.0,-0.0013386477018983989,-33.68544600933066,33.60225745675403,5224.060952674712,0
5223.0,5224.0,5222.0,5223.5,870,5223.1,5223.928571428572,5246.5,5225.952792283935,5223.825,5221.697207716064,-7455.0,-0.9934474653473444,-1.0808291768286873,0.08738171148134288,66.66666666666667,43.65079365079356,44.83065296409492,0.0,-0.0017452639211157361,-5.982905982707476,33.539604299187616,5223.280104302367,0
5223.5,5223.5,5222.0,5223.0,967,5223.0,5223.785714285715,5246.5,5225.709975125855,5223.7,5221.690024874145,-8422.0,-0.9560111529190181,-1.0558655720467534,0.0998544191277353,60.0,58.8888888888888,42.65638864024366,-0.5,-0.0017878719717701053,-37.83783783783598,32.613649446867704,5223.2240834418935,0
5217.5,5223.0,5217.0,5222.0,2273,5220.5,5222.380952380952,5246.5,5225.262260630676,5222.325,5219.387739369324,-12516.0,-1.2166020322874829,-1.1245730868561394,-0.09202894543134343,83.33333333333334,33.33333333333324,47.34329574389771,-1.0,-0.002183818122991621,-65.24122807016681,31.310717784001362,5221.110808424362,0
