data,open,high,low,close,vol
2022-12-01 10:54:00,111730.0,111870.0,111690.0,111860.0,35423
2022-12-01 10:55:00,111860.0,111945.0,111845.0,111935.0,36089
2022-12-01 10:56:00,111930.0,111980.0,111880.0,111970.0,28900
2022-12-01 10:57:00,111965.0,112000.0,111945.0,112000.0,20067
2022-12-01 10:58:00,111995.0,112040.0,111935.0,111940.0,29451
2022-12-01 10:59:00,111945.0,111945.0,111765.0,111910.0,62843
2022-12-01 11:00:00,111910.0,111935.0,111830.0,111865.0,26502
2022-12-01 11:01:00,111870.0,112010.0,111865.0,111955.0,39587
2022-12-01 11:02:00,111960.0,111965.0,111875.0,111910.0,25609
2022-12-01 11:03:00,111910.0,111975.0,111890.0,111945.0,15563
2022-12-01 11:04:00,111950.0,111975.0,111900.0,111915.0,14765
2022-12-01 11:05:00,111915.0,112040.0,111880.0,112035.0,30808
2022-12-01 11:06:00,112040.0,112050.0,111935.0,111950.0,30529
2022-12-01 11:07:00,111950.0,112035.0,111925.0,112030.0,18073
2022-12-01 11:08:00,112025.0,112070.0,111955.0,112055.0,31322
2022-12-01 11:09:00,112050.0,112175.0,112040.0,112160.0,50713
2022-12-01 11:10:00,112155.0,112190.0,112075.0,112105.0,35599
2022-12-01 11:11:00,112100.0,112130.0,112090.0,112110.0,9859
2022-12-01 11:12:00,112115.0,112140.0,112075.0,112090.0,16734
2022-12-01 11:13:00,112090.0,112095.0,112005.0,112050.0,27403
2022-12-01 11:14:00,112050.0,112120.0,112015.0,112085.0,21390
2022-12-01 11:15:00,112090.0,112120.0,112025.0,112065.0,23329
2022-12-01 11:16:00,112065.0,112075.0,111925.0,111940.0,35991
2022-12-01 11:17:00,111935.0,112000.0,111885.0,111980.0,38297
2022-12-01 11:18:00,111980.0,111990.0,111925.0,111950.0,17877
2022-12-01 11:19:00,111955.0,112025.0,111950.0,112010.0,24083
2022-12-01 11:20:00,112005.0,112140.0,112005.0,112125.0,40368
2022-12-01 11:21:00,112120.0,112150.0,112065.0,112070.0,26181
2022-12-01 11:22:00,112070.0,112095.0,111935.0,111965.0,37742
2022-12-01 11:23:00,111960.0,112000.0,111955.0,111985.0,17363
2022-12-01 11:24:00,111980.0,112160.0,111980.0,112125.0,41831
2022-12-01 11:25:00,112130.0,112150.0,112075.0,112140.0,27562
2022-12-01 11:26:00,112140.0,112235.0,112135.0,112190.0,44967
2022-12-01 11:27:00,112185.0,112220.0,112155.0,112195.0,25279
2022-12-01 11:28:00,112200.0,112255.0,112195.0,112215.0,22405
2022-12-01 11:29:00,112215.0,112225.0,112050.0,112070.0,40085
2022-12-01 11:30:00,112075.0,112220.0,112050.0,112215.0,59987
2022-12-01 11:31:00,112220.0,112315.0,112130.0,112175.0,78795
2022-12-01 11:32:00,112180.0,112300.0,112175.0,112200.0,45031
