Data,media
2023-01-05 09:02:19,107352.5
2023-01-05 09:02:20,107350.0
2023-01-05 09:02:21,107347.5
2023-01-05 09:02:22,107342.5
2023-01-05 09:02:23,107355.0
2023-01-05 09:02:24,107380.0
2023-01-05 09:02:25,107390.0
2023-01-05 09:02:26,107390.0
2023-01-05 09:02:27,107380.0
2023-01-05 09:02:28,107385.0
2023-01-05 09:02:29,107380.0
2023-01-05 09:02:30,107362.5
2023-01-05 09:02:31,107382.5
2023-01-05 09:02:32,107372.5
2023-01-05 09:02:33,107367.5
2023-01-05 09:02:34,107372.5
2023-01-05 09:02:35,107380.0
2023-01-05 09:02:36,107370.0
2023-01-05 09:02:37,107360.0
2023-01-05 09:02:38,107342.5
2023-01-05 09:02:39,107330.0
2023-01-05 09:02:40,107330.0
2023-01-05 09:02:41,107342.5
2023-01-05 09:02:42,107332.5
2023-01-05 09:02:43,107337.5
2023-01-05 09:02:44,107330.0
2023-01-05 09:02:45,107340.0
2023-01-05 09:02:46,107337.5
2023-01-05 09:02:47,107332.5
2023-01-05 09:02:48,107325.0
2023-01-05 09:02:49,107315.0
2023-01-05 09:02:50,107310.0
2023-01-05 09:02:51,107292.5
2023-01-05 09:02:52,107262.5
2023-01-05 09:02:53,107277.5
2023-01-05 09:02:54,107305.0
2023-01-05 09:02:55,107307.5
2023-01-05 09:02:56,107310.0
2023-01-05 09:02:57,107310.0
2023-01-05 09:02:58,107312.5
2023-01-05 09:02:59,107310.0
2023-01-05 09:03:00,107300.0
2023-01-05 09:03:01,107290.0
2023-01-05 09:03:02,107275.0
2023-01-05 09:03:03,107260.0
2023-01-05 09:03:04,107260.0
2023-01-05 09:03:05,107265.0
2023-01-05 09:03:06,107265.0
2023-01-05 09:03:07,107247.5
2023-01-05 09:03:08,107250.0
2023-01-05 09:03:09,107237.5
2023-01-05 09:03:10,107235.0
2023-01-05 09:03:11,107252.5
2023-01-05 09:03:12,107240.0
2023-01-05 09:03:13,107240.0
2023-01-05 09:03:14,107230.0
2023-01-05 09:03:15,107237.5
2023-01-05 09:03:16,107240.0
2023-01-05 09:03:17,107230.0
2023-01-05 09:03:18,107232.5
2023-01-05 09:03:19,107232.5
2023-01-05 09:03:20,107237.5
2023-01-05 09:03:21,107242.5
2023-01-05 09:03:22,107245.0
2023-01-05 09:03:23,107245.0
2023-01-05 09:03:24,107235.0
2023-01-05 09:03:25,107225.0
2023-01-05 09:03:26,107212.5
2023-01-05 09:03:27,107200.0
2023-01-05 09:03:28,107197.5
2023-01-05 09:03:29,107197.5
2023-01-05 09:03:30,107192.5
2023-01-05 09:03:31,107187.5
2023-01-05 09:03:32,107177.5
2023-01-05 09:03:33,107187.5
2023-01-05 09:03:34,107200.0
2023-01-05 09:03:35,107207.5
2023-01-05 09:03:36,107205.0
2023-01-05 09:03:37,107187.5
2023-01-05 09:03:38,107182.5
2023-01-05 09:03:39,107190.0
2023-01-05 09:03:40,107182.5
2023-01-05 09:03:41,107185.0
2023-01-05 09:03:42,107185.0
2023-01-05 09:03:43,107177.5
2023-01-05 09:03:44,107177.5
2023-01-05 09:03:45,107155.0
2023-01-05 09:03:46,107150.0
2023-01-05 09:03:47,107147.5
2023-01-05 09:03:48,107167.5
2023-01-05 09:03:49,107170.0
2023-01-05 09:03:50,107172.5
2023-01-05 09:03:51,107172.5
2023-01-05 09:03:52,107180.0
2023-01-05 09:03:53,107175.0
2023-01-05 09:03:54,107170.0
2023-01-05 09:03:55,107185.0
2023-01-05 09:03:56,107195.0
2023-01-05 09:03:57,107180.0
2023-01-05 09:03:58,107175.0
2023-01-05 09:03:59,107167.5
2023-01-05 09:04:00,107160.0
2023-01-05 09:04:01,107145.0
2023-01-05 09:04:02,107147.5
2023-01-05 09:04:03,107152.5
2023-01-05 09:04:04,107150.0
2023-01-05 09:04:05,107140.0
2023-01-05 09:04:06,107147.5
2023-01-05 09:04:07,107147.5
2023-01-05 09:04:08,107157.5
2023-01-05 09:04:09,107165.0
2023-01-05 09:04:10,107167.5
2023-01-05 09:04:11,107177.5
2023-01-05 09:04:12,107165.0
2023-01-05 09:04:13,107177.5
2023-01-05 09:04:14,107170.0
2023-01-05 09:04:15,107160.0
2023-01-05 09:04:16,107140.0
2023-01-05 09:04:17,107140.0
2023-01-05 09:04:18,107137.5
2023-01-05 09:04:19,107137.5
2023-01-05 09:04:20,107140.0
2023-01-05 09:04:21,107132.5
2023-01-05 09:04:22,107137.5
2023-01-05 09:04:23,107145.0
2023-01-05 09:04:24,107145.0
2023-01-05 09:04:25,107145.0
2023-01-05 09:04:26,107142.5
2023-01-05 09:04:27,107137.5
2023-01-05 09:04:28,107145.0
2023-01-05 09:04:29,107150.0
2023-01-05 09:04:30,107150.0
2023-01-05 09:04:31,107150.0
2023-01-05 09:04:32,107147.5
2023-01-05 09:04:33,107152.5
2023-01-05 09:04:34,107172.5
2023-01-05 09:04:35,107182.5
2023-01-05 09:04:36,107187.5
2023-01-05 09:04:37,107190.0
2023-01-05 09:04:38,107182.5
2023-01-05 09:04:39,107187.5
2023-01-05 09:04:40,107197.5
2023-01-05 09:04:41,107220.0
2023-01-05 09:04:42,107215.0
2023-01-05 09:04:43,107217.5
2023-01-05 09:04:44,107215.0
2023-01-05 09:04:45,107205.0
2023-01-05 09:04:46,107195.0
2023-01-05 09:04:47,107190.0
2023-01-05 09:04:48,107190.0
2023-01-05 09:04:49,107185.0
2023-01-05 09:04:50,107182.5
2023-01-05 09:04:51,107180.0
2023-01-05 09:04:52,107177.5
2023-01-05 09:04:53,107170.0
2023-01-05 09:04:54,107167.5
2023-01-05 09:04:55,107170.0
2023-01-05 09:04:56,107165.0
2023-01-05 09:04:57,107165.0
2023-01-05 09:04:58,107162.5
2023-01-05 09:04:59,107167.5
2023-01-05 09:05:00,107152.5
2023-01-05 09:05:01,107167.5
2023-01-05 09:05:02,107192.5
2023-01-05 09:05:03,107190.0
2023-01-05 09:05:04,107205.0
2023-01-05 09:05:05,107217.5
2023-01-05 09:05:06,107217.5
2023-01-05 09:05:07,107215.0
2023-01-05 09:05:08,107217.5
2023-01-05 09:05:09,107217.5
2023-01-05 09:05:10,107222.5
2023-01-05 09:05:11,107227.5
2023-01-05 09:05:12,107227.5
2023-01-05 09:05:13,107215.0
2023-01-05 09:05:14,107220.0
2023-01-05 09:05:15,107225.0
2023-01-05 09:05:16,107227.5
2023-01-05 09:05:17,107232.5
2023-01-05 09:05:18,107245.0
2023-01-05 09:05:19,107257.5
2023-01-05 09:05:20,107255.0
2023-01-05 09:05:21,107255.0
2023-01-05 09:05:22,107255.0
2023-01-05 09:05:23,107252.5
2023-01-05 09:05:24,107260.0
2023-01-05 09:05:25,107272.5
2023-01-05 09:05:26,107272.5
2023-01-05 09:05:27,107262.5
2023-01-05 09:05:28,107265.0
2023-01-05 09:05:29,107280.0
2023-01-05 09:05:30,107290.0
2023-01-05 09:05:31,107295.0
2023-01-05 09:05:32,107297.5
2023-01-05 09:05:33,107292.5
2023-01-05 09:05:34,107290.0
2023-01-05 09:05:35,107295.0
2023-01-05 09:05:36,107310.0
2023-01-05 09:05:37,107325.0
2023-01-05 09:05:38,107330.0
2023-01-05 09:05:39,107335.0
2023-01-05 09:05:40,107325.0
2023-01-05 09:05:41,107317.5
2023-01-05 09:05:42,107310.0
2023-01-05 09:05:43,107322.5
2023-01-05 09:05:44,107337.5
2023-01-05 09:05:45,107335.0
2023-01-05 09:05:46,107335.0
2023-01-05 09:05:47,107340.0
2023-01-05 09:05:48,107342.5
2023-01-05 09:05:49,107345.0
2023-01-05 09:05:50,107340.0
2023-01-05 09:05:51,107342.5
2023-01-05 09:05:52,107355.0
2023-01-05 09:05:53,107350.0
2023-01-05 09:05:54,107332.5
2023-01-05 09:05:55,107317.5
2023-01-05 09:05:56,107300.0
2023-01-05 09:05:57,107295.0
2023-01-05 09:05:58,107302.5
2023-01-05 09:05:59,107302.5
2023-01-05 09:06:00,107282.5
2023-01-05 09:06:01,107255.0
2023-01-05 09:06:02,107255.0
2023-01-05 09:06:03,107260.0
2023-01-05 09:06:04,107267.5
2023-01-05 09:06:05,107265.0
2023-01-05 09:06:06,107267.5
2023-01-05 09:06:07,107275.0
2023-01-05 09:06:08,107267.5
2023-01-05 09:06:09,107262.5
2023-01-05 09:06:10,107257.5
2023-01-05 09:06:11,107245.0
2023-01-05 09:06:12,107247.5
2023-01-05 09:06:13,107237.5
2023-01-05 09:06:14,107235.0
2023-01-05 09:06:15,107235.0
2023-01-05 09:06:16,107245.0
2023-01-05 09:06:17,107240.0
2023-01-05 09:06:18,107237.5
2023-01-05 09:06:19,107230.0
2023-01-05 09:06:20,107237.5
2023-01-05 09:06:21,107255.0
2023-01-05 09:06:22,107252.5
2023-01-05 09:06:23,107245.0
2023-01-05 09:06:24,107245.0
2023-01-05 09:06:25,107245.0
2023-01-05 09:06:26,107257.5
2023-01-05 09:06:27,107282.5
2023-01-05 09:06:28,107285.0
2023-01-05 09:06:29,107270.0
2023-01-05 09:06:30,107277.5
2023-01-05 09:06:31,107277.5
2023-01-05 09:06:32,107270.0
2023-01-05 09:06:33,107255.0
2023-01-05 09:06:34,107232.5
2023-01-05 09:06:35,107225.0
2023-01-05 09:06:36,107232.5
2023-01-05 09:06:37,107240.0
2023-01-05 09:06:38,107265.0
2023-01-05 09:06:39,107272.5
2023-01-05 09:06:40,107275.0
2023-01-05 09:06:41,107265.0
2023-01-05 09:06:42,107257.5
2023-01-05 09:06:43,107247.5
2023-01-05 09:06:44,107237.5
2023-01-05 09:06:45,107237.5
2023-01-05 09:06:46,107227.5
2023-01-05 09:06:47,107222.5
2023-01-05 09:06:48,107220.0
2023-01-05 09:06:49,107227.5
2023-01-05 09:06:50,107227.5
2023-01-05 09:06:51,107232.5
2023-01-05 09:06:52,107225.0
2023-01-05 09:06:53,107230.0
2023-01-05 09:06:54,107227.5
2023-01-05 09:06:55,107227.5
2023-01-05 09:06:56,107225.0
2023-01-05 09:06:57,107222.5
2023-01-05 09:06:58,107230.0
2023-01-05 09:06:59,107227.5
2023-01-05 09:07:00,107215.0
2023-01-05 09:07:01,107222.5
2023-01-05 09:07:02,107230.0
2023-01-05 09:07:03,107230.0
2023-01-05 09:07:04,107232.5
2023-01-05 09:07:05,107230.0
2023-01-05 09:07:06,107220.0
2023-01-05 09:07:07,107220.0
2023-01-05 09:07:08,107227.5
2023-01-05 09:07:09,107230.0
2023-01-05 09:07:10,107227.5
2023-01-05 09:07:11,107227.5
2023-01-05 09:07:12,107225.0
2023-01-05 09:07:13,107220.0
2023-01-05 09:07:14,107217.5
2023-01-05 09:07:15,107217.5
2023-01-05 09:07:16,107215.0
2023-01-05 09:07:17,107207.5
2023-01-05 09:07:18,107215.0
2023-01-05 09:07:19,107217.5
2023-01-05 09:07:20,107212.5
2023-01-05 09:07:21,107215.0
2023-01-05 09:07:22,107215.0
2023-01-05 09:07:23,107240.0
2023-01-05 09:07:24,107252.5
2023-01-05 09:07:25,107240.0
2023-01-05 09:07:26,107235.0
2023-01-05 09:07:27,107232.5
2023-01-05 09:07:28,107230.0
2023-01-05 09:07:29,107225.0
2023-01-05 09:07:30,107225.0
2023-01-05 09:07:31,107230.0
2023-01-05 09:07:32,107232.5
2023-01-05 09:07:33,107237.5
2023-01-05 09:07:34,107235.0
2023-01-05 09:07:35,107237.5
2023-01-05 09:07:36,107232.5
2023-01-05 09:07:37,107232.5
2023-01-05 09:07:38,107232.5
2023-01-05 09:07:39,107232.5
2023-01-05 09:07:40,107227.5
2023-01-05 09:07:41,107220.0
2023-01-05 09:07:42,107215.0
2023-01-05 09:07:43,107217.5
2023-01-05 09:07:44,107215.0
2023-01-05 09:07:45,107215.0
2023-01-05 09:07:46,107217.5
2023-01-05 09:07:47,107217.5
2023-01-05 09:07:48,107215.0
2023-01-05 09:07:49,107215.0
2023-01-05 09:07:50,107210.0
2023-01-05 09:07:51,107217.5
2023-01-05 09:07:52,107220.0
2023-01-05 09:07:53,107220.0
2023-01-05 09:07:54,107217.5
2023-01-05 09:07:55,107225.0
2023-01-05 09:07:56,107237.5
2023-01-05 09:07:57,107232.5
2023-01-05 09:07:58,107232.5
2023-01-05 09:07:59,107232.5
2023-01-05 09:08:00,107230.0
2023-01-05 09:08:01,107227.5
2023-01-05 09:08:02,107222.5
2023-01-05 09:08:03,107215.0
2023-01-05 09:08:04,107212.5
2023-01-05 09:08:05,107210.0
2023-01-05 09:08:06,107205.0
2023-01-05 09:08:07,107202.5
2023-01-05 09:08:08,107215.0
2023-01-05 09:08:09,107220.0
2023-01-05 09:08:10,107227.5
2023-01-05 09:08:11,107237.5
2023-01-05 09:08:12,107232.5
2023-01-05 09:08:13,107232.5
2023-01-05 09:08:14,107230.0
2023-01-05 09:08:15,107227.5
2023-01-05 09:08:16,107227.5
2023-01-05 09:08:17,107222.5
2023-01-05 09:08:18,107220.0
2023-01-05 09:08:19,107220.0
2023-01-05 09:08:20,107222.5
2023-01-05 09:08:21,107222.5
2023-01-05 09:08:22,107220.0
2023-01-05 09:08:23,107222.5
2023-01-05 09:08:24,107222.5
2023-01-05 09:08:25,107222.5
2023-01-05 09:08:26,107217.5
2023-01-05 09:08:27,107212.5
2023-01-05 09:08:28,107207.5
2023-01-05 09:08:29,107205.0
2023-01-05 09:08:30,107207.5
2023-01-05 09:08:31,107207.5
2023-01-05 09:08:32,107205.0
2023-01-05 09:08:33,107205.0
2023-01-05 09:08:34,107205.0
2023-01-05 09:08:35,107207.5
2023-01-05 09:08:36,107207.5
2023-01-05 09:08:37,107205.0
2023-01-05 09:08:38,107205.0
2023-01-05 09:08:39,107205.0
2023-01-05 09:08:40,107207.5
2023-01-05 09:08:41,107205.0
2023-01-05 09:08:42,107202.5
2023-01-05 09:08:43,107205.0
2023-01-05 09:08:44,107205.0
2023-01-05 09:08:45,107207.5
2023-01-05 09:08:46,107207.5
2023-01-05 09:08:47,107205.0
2023-01-05 09:08:48,107210.0
2023-01-05 09:08:49,107212.5
2023-01-05 09:08:50,107222.5
2023-01-05 09:08:51,107230.0
2023-01-05 09:08:52,107230.0
2023-01-05 09:08:53,107230.0
2023-01-05 09:08:54,107225.0
2023-01-05 09:08:55,107225.0
2023-01-05 09:08:56,107230.0
2023-01-05 09:08:57,107230.0
2023-01-05 09:08:58,107220.0
2023-01-05 09:08:59,107222.5
2023-01-05 09:09:00,107222.5
2023-01-05 09:09:01,107222.5
2023-01-05 09:09:02,107225.0
2023-01-05 09:09:03,107217.5
2023-01-05 09:09:04,107190.0
2023-01-05 09:09:05,107180.0
2023-01-05 09:09:06,107187.5
2023-01-05 09:09:07,107197.5
2023-01-05 09:09:08,107202.5
2023-01-05 09:09:09,107202.5
2023-01-05 09:09:10,107197.5
2023-01-05 09:09:11,107195.0
2023-01-05 09:09:12,107197.5
2023-01-05 09:09:13,107200.0
2023-01-05 09:09:14,107200.0
2023-01-05 09:09:15,107200.0
2023-01-05 09:09:16,107207.5
2023-01-05 09:09:17,107212.5
2023-01-05 09:09:18,107207.5
2023-01-05 09:09:19,107210.0
2023-01-05 09:09:20,107220.0
2023-01-05 09:09:21,107222.5
2023-01-05 09:09:22,107227.5
2023-01-05 09:09:23,107240.0
2023-01-05 09:09:24,107237.5
2023-01-05 09:09:25,107237.5
2023-01-05 09:09:26,107242.5
2023-01-05 09:09:27,107222.5
2023-01-05 09:09:28,107220.0
2023-01-05 09:09:29,107215.0
2023-01-05 09:09:30,107217.5
2023-01-05 09:09:31,107217.5
2023-01-05 09:09:32,107215.0
2023-01-05 09:09:33,107205.0
2023-01-05 09:09:34,107192.5
2023-01-05 09:09:35,107182.5
2023-01-05 09:09:36,107175.0
2023-01-05 09:09:37,107175.0
2023-01-05 09:09:38,107175.0
2023-01-05 09:09:39,107175.0
2023-01-05 09:09:40,107175.0
2023-01-05 09:09:41,107180.0
2023-01-05 09:09:42,107175.0
2023-01-05 09:09:43,107182.5
2023-01-05 09:09:44,107190.0
2023-01-05 09:09:45,107185.0
2023-01-05 09:09:46,107185.0
2023-01-05 09:09:47,107182.5
2023-01-05 09:09:48,107185.0
2023-01-05 09:09:49,107177.5
2023-01-05 09:09:50,107170.0
2023-01-05 09:09:51,107180.0
2023-01-05 09:09:52,107182.5
2023-01-05 09:09:53,107185.0
2023-01-05 09:09:54,107175.0
2023-01-05 09:09:55,107177.5
2023-01-05 09:09:56,107177.5
2023-01-05 09:09:57,107180.0
2023-01-05 09:09:58,107192.5
2023-01-05 09:09:59,107197.5
2023-01-05 09:10:00,107202.5
2023-01-05 09:10:01,107210.0
2023-01-05 09:10:02,107210.0
2023-01-05 09:10:03,107210.0
2023-01-05 09:10:04,107207.5
2023-01-05 09:10:05,107207.5
2023-01-05 09:10:06,107212.5
2023-01-05 09:10:07,107215.0
2023-01-05 09:10:08,107217.5
2023-01-05 09:10:09,107227.5
2023-01-05 09:10:10,107220.0
2023-01-05 09:10:11,107220.0
2023-01-05 09:10:12,107217.5
2023-01-05 09:10:13,107220.0
2023-01-05 09:10:14,107215.0
2023-01-05 09:10:15,107230.0
2023-01-05 09:10:16,107247.5
2023-01-05 09:10:17,107257.5
2023-01-05 09:10:18,107247.5
2023-01-05 09:10:19,107222.5
2023-01-05 09:10:20,107230.0
2023-01-05 09:10:21,107237.5
2023-01-05 09:10:22,107242.5
2023-01-05 09:10:23,107242.5
2023-01-05 09:10:24,107250.0
2023-01-05 09:10:25,107250.0
2023-01-05 09:10:26,107245.0
2023-01-05 09:10:27,107237.5
2023-01-05 09:10:28,107225.0
2023-01-05 09:10:29,107210.0
2023-01-05 09:10:30,107215.0
2023-01-05 09:10:31,107217.5
2023-01-05 09:10:32,107220.0
2023-01-05 09:10:33,107210.0
2023-01-05 09:10:34,107205.0
2023-01-05 09:10:35,107190.0
2023-01-05 09:10:36,107167.5
2023-01-05 09:10:37,107162.5
2023-01-05 09:10:38,107167.5
2023-01-05 09:10:39,107160.0
2023-01-05 09:10:40,107160.0
2023-01-05 09:10:41,107160.0
2023-01-05 09:10:42,107155.0
2023-01-05 09:10:43,107155.0
2023-01-05 09:10:44,107155.0
2023-01-05 09:10:45,107157.5
2023-01-05 09:10:46,107165.0
2023-01-05 09:10:47,107170.0
2023-01-05 09:10:48,107175.0
2023-01-05 09:10:49,107177.5
2023-01-05 09:10:50,107177.5
2023-01-05 09:10:51,107167.5
2023-01-05 09:10:52,107160.0
2023-01-05 09:10:53,107165.0
2023-01-05 09:10:54,107165.0
2023-01-05 09:10:55,107157.5
2023-01-05 09:10:56,107152.5
2023-01-05 09:10:57,107150.0
2023-01-05 09:10:58,107150.0
2023-01-05 09:10:59,107145.0
2023-01-05 09:11:00,107142.5
2023-01-05 09:11:01,107150.0
2023-01-05 09:11:02,107150.0
2023-01-05 09:11:03,107145.0
2023-01-05 09:11:04,107147.5
2023-01-05 09:11:05,107150.0
2023-01-05 09:11:06,107145.0
2023-01-05 09:11:07,107132.5
2023-01-05 09:11:08,107132.5
2023-01-05 09:11:09,107132.5
2023-01-05 09:11:10,107140.0
2023-01-05 09:11:11,107135.0
2023-01-05 09:11:12,107125.0
2023-01-05 09:11:13,107115.0
2023-01-05 09:11:14,107117.5
2023-01-05 09:11:15,107115.0
2023-01-05 09:11:16,107115.0
2023-01-05 09:11:17,107122.5
2023-01-05 09:11:18,107117.5
2023-01-05 09:11:19,107117.5
2023-01-05 09:11:20,107117.5
2023-01-05 09:11:21,107122.5
2023-01-05 09:11:22,107117.5
2023-01-05 09:11:23,107117.5
2023-01-05 09:11:24,107122.5
2023-01-05 09:11:25,107122.5
2023-01-05 09:11:26,107112.5
2023-01-05 09:11:27,107102.5
2023-01-05 09:11:28,107102.5
2023-01-05 09:11:29,107102.5
2023-01-05 09:11:30,107105.0
2023-01-05 09:11:31,107100.0
2023-01-05 09:11:32,107080.0
2023-01-05 09:11:33,107065.0
2023-01-05 09:11:34,107067.5
2023-01-05 09:11:35,107070.0
2023-01-05 09:11:36,107065.0
2023-01-05 09:11:37,107055.0
2023-01-05 09:11:38,107030.0
2023-01-05 09:11:39,107037.5
2023-01-05 09:11:40,107047.5
2023-01-05 09:11:41,107050.0
2023-01-05 09:11:42,107050.0
2023-01-05 09:11:43,107052.5
2023-01-05 09:11:44,107045.0
2023-01-05 09:11:45,107030.0
2023-01-05 09:11:46,107030.0
2023-01-05 09:11:47,107027.5
2023-01-05 09:11:48,107032.5
2023-01-05 09:11:49,107035.0
2023-01-05 09:11:50,107032.5
2023-01-05 09:11:51,107035.0
2023-01-05 09:11:52,107035.0
2023-01-05 09:11:53,107032.5
2023-01-05 09:11:54,107030.0
2023-01-05 09:11:55,107052.5
2023-01-05 09:11:56,107032.5
2023-01-05 09:11:57,107022.5
2023-01-05 09:11:58,107017.5
2023-01-05 09:11:59,107020.0
2023-01-05 09:12:00,107040.0
2023-01-05 09:12:01,107032.5
2023-01-05 09:12:02,107020.0
2023-01-05 09:12:03,107025.0
2023-01-05 09:12:04,107020.0
2023-01-05 09:12:05,107002.5
2023-01-05 09:12:06,106992.5
2023-01-05 09:12:07,107000.0
2023-01-05 09:12:08,107002.5
2023-01-05 09:12:09,107002.5
2023-01-05 09:12:10,107007.5
2023-01-05 09:12:11,107007.5
2023-01-05 09:12:12,107005.0
2023-01-05 09:12:13,107005.0
2023-01-05 09:12:14,107002.5
2023-01-05 09:12:15,107002.5
2023-01-05 09:12:16,107007.5
2023-01-05 09:12:17,107005.0
2023-01-05 09:12:18,107007.5
2023-01-05 09:12:19,107002.5
2023-01-05 09:12:20,107000.0
2023-01-05 09:12:21,106997.5
2023-01-05 09:12:22,106995.0
2023-01-05 09:12:23,107015.0
2023-01-05 09:12:24,107030.0
2023-01-05 09:12:25,107027.5
2023-01-05 09:12:26,107030.0
2023-01-05 09:12:27,107030.0
2023-01-05 09:12:28,107035.0
2023-01-05 09:12:29,107027.5
2023-01-05 09:12:30,107030.0
2023-01-05 09:12:31,107030.0
2023-01-05 09:12:32,107032.5
2023-01-05 09:12:33,107032.5
2023-01-05 09:12:34,107027.5
2023-01-05 09:12:35,107037.5
2023-01-05 09:12:36,107052.5
2023-01-05 09:12:37,107060.0
2023-01-05 09:12:38,107065.0
2023-01-05 09:12:39,107070.0
2023-01-05 09:12:40,107072.5
2023-01-05 09:12:41,107070.0
2023-01-05 09:12:42,107065.0
2023-01-05 09:12:43,107062.5
2023-01-05 09:12:44,107062.5
2023-01-05 09:12:45,107065.0
2023-01-05 09:12:46,107065.0
2023-01-05 09:12:47,107072.5
2023-01-05 09:12:48,107075.0
2023-01-05 09:12:49,107082.5
2023-01-05 09:12:50,107080.0
2023-01-05 09:12:51,107090.0
2023-01-05 09:12:52,107087.5
2023-01-05 09:12:53,107085.0
2023-01-05 09:12:54,107092.5
2023-01-05 09:12:55,107102.5
2023-01-05 09:12:56,107105.0
2023-01-05 09:12:57,107107.5
2023-01-05 09:12:58,107110.0
2023-01-05 09:12:59,107117.5
2023-01-05 09:13:00,107130.0
2023-01-05 09:13:01,107130.0
2023-01-05 09:13:02,107120.0
2023-01-05 09:13:03,107125.0
2023-01-05 09:13:04,107125.0
2023-01-05 09:13:05,107122.5
2023-01-05 09:13:06,107130.0
2023-01-05 09:13:07,107125.0
2023-01-05 09:13:08,107115.0
2023-01-05 09:13:09,107115.0
2023-01-05 09:13:10,107087.5
2023-01-05 09:13:11,107082.5
2023-01-05 09:13:12,107090.0
2023-01-05 09:13:13,107097.5
2023-01-05 09:13:14,107122.5
2023-01-05 09:13:15,107137.5
2023-01-05 09:13:16,107167.5
2023-01-05 09:13:17,107200.0
2023-01-05 09:13:18,107200.0
2023-01-05 09:13:19,107195.0
2023-01-05 09:13:20,107197.5
2023-01-05 09:13:21,107200.0
2023-01-05 09:13:22,107195.0
2023-01-05 09:13:23,107190.0
2023-01-05 09:13:24,107197.5
2023-01-05 09:13:25,107187.5
2023-01-05 09:13:26,107190.0
2023-01-05 09:13:27,107187.5
2023-01-05 09:13:28,107192.5
2023-01-05 09:13:29,107190.0
2023-01-05 09:13:30,107205.0
2023-01-05 09:13:31,107217.5
2023-01-05 09:13:32,107185.0
2023-01-05 09:13:33,107162.5
2023-01-05 09:13:34,107162.5
2023-01-05 09:13:35,107177.5
2023-01-05 09:13:36,107187.5
2023-01-05 09:13:37,107200.0
2023-01-05 09:13:38,107200.0
2023-01-05 09:13:39,107200.0
2023-01-05 09:13:40,107192.5
2023-01-05 09:13:41,107202.5
2023-01-05 09:13:42,107205.0
2023-01-05 09:13:43,107207.5
