2006-12-31 20:00	1.95805	1.95836	1.95788	1.95815	3379
2007-01-01 00:00	1.95815	1.95895	1.95807	1.95823	12597
2007-01-01 04:00	1.95838	1.95859	1.95804	1.95822	12717
2007-01-01 08:00	1.95830	1.95846	1.95798	1.95821	14315
2007-01-01 12:00	1.95823	1.95849	1.95802	1.95817	42096
2007-01-01 16:00	1.95820	1.95926	1.95766	1.95823	47284
2007-01-01 20:00	1.95815	1.96516	1.95765	1.96499	17875
2007-01-02 00:00	1.96489	1.96602	1.96381	1.96517	17349
2007-01-02 04:00	1.96534	1.97282	1.96040	1.97267	17514
2007-01-02 08:00	1.97277	1.97351	1.96863	1.97131	16433
2007-01-02 12:00	1.97135	1.97418	1.96991	1.97346	44783
2007-01-02 16:00	1.97347	1.97404	1.97235	1.97280	48607
2007-01-02 20:00	1.97275	1.97470	1.97214	1.97388	12069
2007-01-03 00:00	1.97390	1.97490	1.97180	1.97400	11878
2007-01-03 04:00	1.97407	1.97420	1.97040	1.97137	13705
2007-01-03 08:00	1.97125	1.97178	1.95944	1.96065	16098
2007-01-03 12:00	1.96069	1.96314	1.94842	1.94946	45403
2007-01-03 16:00	1.94963	1.95165	1.94814	1.94967	48418
2007-01-03 20:00	1.94946	1.95195	1.94931	1.95037	12337
2007-01-04 00:00	1.95046	1.95296	1.95046	1.95107	12946
2007-01-04 04:00	1.95119	1.95224	1.94000	1.94110	14058
2007-01-04 08:00	1.94124	1.94600	1.93980	1.94506	15273
2007-01-04 12:00	1.94509	1.94725	1.94225	1.94396	45813
2007-01-04 16:00	1.94395	1.94528	1.94251	1.94329	48070
2007-01-04 20:00	1.94322	1.94456	1.93992	1.93995	12756
2007-01-05 00:00	1.93989	1.94167	1.93510	1.93585	13956
2007-01-05 04:00	1.93595	1.94299	1.93593	1.94040	14096
2007-01-05 08:00	1.94043	1.94178	1.93851	1.93943	15313
2007-01-05 12:00	1.93940	1.93998	1.92633	1.93024	44496
2007-01-05 16:00	1.93022	1.93120	1.92879	1.92968	47454
2007-01-05 20:00	1.92967	1.93019	1.92880	1.92900	3512
2007-01-07 20:00	1.93033	1.93057	1.92608	1.92785	9941
2007-01-08 00:00	1.92784	1.92948	1.92694	1.92900	12628
2007-01-08 04:00	1.92910	1.93458	1.92851	1.93369	14729
2007-01-08 08:00	1.93374	1.93451	1.93101	1.93327	15805
2007-01-08 12:00	1.93330	1.93838	1.92825	1.93805	45490
2007-01-08 16:00	1.93812	1.94023	1.93610	1.93752	46824
2007-01-08 20:00	1.93745	1.94313	1.93714	1.94313	12297
2007-01-09 00:00	1.94319	1.94360	1.94108	1.94238	12185
2007-01-09 04:00	1.94245	1.94527	1.94116	1.94172	14416
2007-01-09 08:00	1.94165	1.94342	1.94082	1.94142	15576
2007-01-09 12:00	1.94138	1.94331	1.93875	1.93964	44868
2007-01-09 16:00	1.93957	1.94061	1.93885	1.93904	47094
2007-01-09 20:00	1.93895	1.93996	1.93482	1.93562	13320
2007-01-10 00:00	1.93570	1.93699	1.93419	1.93620	13369
2007-01-10 04:00	1.93631	1.94205	1.93571	1.93923	14993
2007-01-10 08:00	1.93924	1.93979	1.93656	1.93746	15769
2007-01-10 12:00	1.93760	1.93824	1.93205	1.93315	44834
2007-01-10 16:00	1.93315	1.93386	1.93195	1.93265	47640
