Timeframe,pontos,zig_zag_percent,merge_percent,rate_tp,N_trades,Taxa_acerto,Pontos_total,Retorno
1,0.0003,0.1,0.1,1,102,83.33333333333334,0.015300000000000008,2.138169361349717
1,0.0005,0.1,0.1,1,102,82.35294117647058,0.0279,3.4968561732895824
1,0.0003,0.1,0.1,2,102,70.58823529411765,0.029100000000000008,3.603006615029842
1,0.0005,0.1,0.1,2,102,56.86274509803921,0.030900000000000004,3.7302890636996926
1,0.0003,0.1,0.1,3,102,56.86274509803921,0.0339,4.059217150089771
1,0.0005,0.1,0.1,3,102,42.15686274509804,0.029900000000000003,3.6031989968503564
1,0.0003,0.2,0.1,1,105,83.80952380952381,0.016049999999999995,2.229153343229726
1,0.0005,0.2,0.1,1,105,81.9047619047619,0.02825,3.5413702573696373
1,0.0003,0.2,0.1,2,105,68.57142857142857,0.028049999999999995,3.4959636919097306
1,0.0005,0.2,0.1,2,105,60.0,0.03675,4.323327068519682
1,0.0003,0.2,0.1,3,105,55.23809523809524,0.03285,3.9491753842896076
1,0.0005,0.2,0.1,3,105,42.857142857142854,0.03225000000000001,3.789264952390388
1,0.0003,0.3,0.1,1,98,81.63265306122449,0.013699999999999999,1.949771413629815
1,0.0005,0.3,0.1,1,98,86.73469387755102,0.031100000000000003,3.6745660170896652
1,0.0003,0.3,0.1,2,98,71.42857142857143,0.028699999999999996,3.4301922342298923
1,0.0005,0.3,0.1,2,98,60.204081632653065,0.034600000000000006,4.005590903379649
1,0.0003,0.3,0.1,3,98,56.12244897959183,0.031699999999999985,3.7313381649197783
1,0.0005,0.3,0.1,3,98,39.795918367346935,0.024099999999999983,2.924507323320478
1,0.0003,0.1,0.2,1,94,86.17021276595744,0.0157,2.1449028047096284
1,0.0005,0.1,0.2,1,94,84.04255319148936,0.0273,3.308787222169623
1,0.0003,0.1,0.2,2,94,71.27659574468085,0.027400000000000004,3.300493506989792
1,0.0005,0.1,0.2,2,94,59.57446808510638,0.0323,3.7326180212197304
1,0.0003,0.1,0.2,3,94,57.446808510638306,0.0319,3.6971062533896863
1,0.0005,0.1,0.2,3,94,39.361702127659576,0.022299999999999993,2.6852995336703063
1,0.0003,0.2,0.2,1,89,80.89887640449437,0.012049999999999991,1.7140430964897573
1,0.0005,0.2,0.2,1,89,84.26966292134831,0.02605,3.117640584689587
1,0.0003,0.2,0.2,2,89,66.29213483146067,0.021949999999999994,2.684829313089773
1,0.0005,0.2,0.2,2,89,64.04494382022472,0.03655,4.13946863836962
1,0.0003,0.2,0.2,3,89,55.0561797752809,0.027650000000000004,3.239335791239694
1,0.0005,0.2,0.2,3,89,43.82022471910113,0.029050000000000017,3.383540633730367
1,0.0003,0.3,0.2,1,77,83.11688311688312,0.011449999999999998,1.6053599443298725
1,0.0005,0.3,0.2,1,77,87.01298701298701,0.024650000000000002,2.91104004163973
1,0.0003,0.3,0.2,2,77,75.32467532467533,0.025249999999999998,2.9662501354398576
1,0.0005,0.3,0.2,2,77,67.53246753246754,0.03565000000000001,4.003304101419687
1,0.0003,0.3,0.2,3,77,62.33766233766234,0.030650000000000004,3.5099534645597044
1,0.0005,0.3,0.2,3,77,48.05194805194805,0.03164999999999999,3.5786628049603704
1,0.0003,0.1,0.3,1,87,85.0574712643678,0.01394999999999999,1.9278562926097957
1,0.0005,0.1,0.3,1,87,86.20689655172413,0.027149999999999987,3.2444309790596066
1,0.0003,0.1,0.3,2,87,70.11494252873564,0.024450000000000003,2.962521724009916
1,0.0005,0.1,0.3,2,87,62.06896551724138,0.03315,3.762714754969701
1,0.0003,0.1,0.3,3,87,54.02298850574713,0.025949999999999994,3.0572824549398123
1,0.0005,0.1,0.3,3,87,42.5287356321839,0.026149999999999982,3.008580623650372
1,0.0003,0.2,0.3,1,80,78.75,0.009799999999999996,1.4550482562399507
1,0.0005,0.2,0.3,1,80,85.0,0.024000000000000004,2.8614618995797336
1,0.0003,0.2,0.3,2,80,63.74999999999999,0.01789999999999999,2.245831328729898
1,0.0005,0.2,0.3,2,80,63.74999999999999,0.03249999999999999,3.692369524739757
1,0.0003,0.2,0.3,3,80,52.5,0.022399999999999993,2.691327367879912
1,0.0005,0.2,0.3,3,80,47.5,0.03199999999999999,3.628203964620337
1,0.0003,0.3,0.3,1,68,83.82352941176471,0.010399999999999998,1.4410075032498986
1,0.0005,0.3,0.3,1,68,80.88235294117648,0.017600000000000008,2.144854616329834
1,0.0003,0.3,0.3,2,68,72.05882352941177,0.0203,2.4120540877799392
1,0.0005,0.3,0.3,2,68,67.64705882352942,0.03160000000000001,3.5319325294797568
1,0.0003,0.3,0.3,3,68,64.70588235294117,0.028999999999999998,3.278654987909794
1,0.0005,0.3,0.3,3,68,48.529411764705884,0.0286,3.2266438783403038
