Timeframe,pontos,zig_zag_percent,merge_percent,rate_tp,N_trades,Taxa_acerto,Pontos_total,Retorno
1,0.0003,0.1,0.1,1,190,82.10526315789474,0.027099999999999992,3.8763200808394407
1,0.0005,0.1,0.1,1,190,84.21052631578947,0.05549999999999997,6.891604478099211
1,0.0003,0.1,0.1,2,190,70.52631578947368,0.0541,6.715187074199647
1,0.0005,0.1,0.1,2,189,61.37566137566137,0.07005000000000002,8.329486173789382
1,0.0003,0.1,0.1,3,189,57.67195767195767,0.06465,7.785386844919458
1,0.0005,0.1,0.1,3,188,43.61702127659575,0.060600000000000036,7.359006427250684
1,0.0003,0.2,0.1,1,179,83.24022346368714,0.026749999999999982,3.782185285569444
1,0.0005,0.2,0.1,1,179,83.24022346368714,0.05054999999999997,6.317550161079198
1,0.0003,0.2,0.1,2,179,69.83240223463687,0.04985,6.209350924669579
1,0.0005,0.2,0.1,2,178,64.04494382022472,0.0731,8.567707893439293
1,0.0003,0.2,0.1,3,178,60.67415730337079,0.06729999999999998,7.988140164319142
1,0.0005,0.2,0.1,3,177,44.632768361581924,0.06065000000000004,7.182086059470638
1,0.0003,0.3,0.1,1,183,80.32786885245902,0.024149999999999998,3.561588483269483
1,0.0005,0.3,0.1,1,183,83.60655737704919,0.05235,6.435689482959196
1,0.0003,0.3,0.1,2,183,68.85245901639344,0.04934999999999999,6.101764962419525
1,0.0005,0.3,0.1,2,182,61.53846153846154,0.0679,8.011458365249291
1,0.0003,0.3,0.1,3,182,58.24175824175825,0.06350000000000003,7.580454503879383
1,0.0005,0.3,0.1,3,181,44.19889502762431,0.06044999999999999,7.254403141300678
1,0.0003,0.1,0.2,1,165,83.03030303030303,0.02445,3.496752635909513
1,0.0005,0.1,0.2,1,165,83.03030303030303,0.046250000000000006,5.731655205069319
1,0.0003,0.1,0.2,2,165,69.0909090909091,0.04484999999999999,5.551947411319703
1,0.0005,0.1,0.2,2,165,62.42424242424243,0.06375,7.546742401629462
1,0.0003,0.1,0.2,3,165,58.18181818181818,0.05745000000000001,6.830980497729421
1,0.0005,0.1,0.2,3,163,44.785276073619634,0.05634999999999998,6.659850495100573
1,0.0003,0.2,0.2,1,148,83.1081081081081,0.021999999999999992,3.0926205286195128
1,0.0005,0.2,0.2,1,148,87.16216216216216,0.0476,5.7138174915992614
1,0.0003,0.2,0.2,2,148,71.62162162162163,0.043600000000000014,5.267303891569659
1,0.0005,0.2,0.2,2,148,68.91891891891892,0.07160000000000001,8.161320464989334
1,0.0003,0.2,0.2,3,148,61.48648648648649,0.05739999999999999,6.679417795629382
1,0.0005,0.2,0.2,3,147,47.61904761904761,0.05914999999999997,6.85135687231052
1,0.0003,0.3,0.2,1,148,82.43243243243244,0.021399999999999992,3.038720848429635
1,0.0005,0.3,0.2,1,148,83.1081081081081,0.041599999999999984,5.091131528039471
1,0.0003,0.3,0.2,2,148,70.27027027027027,0.041800000000000004,5.09552977457963
1,0.0005,0.3,0.2,2,148,66.8918918918919,0.06710000000000002,7.702987693929314
1,0.0003,0.3,0.2,3,148,60.810810810810814,0.056199999999999986,6.588518008839607
1,0.0005,0.3,0.2,3,147,47.61904761904761,0.05914999999999997,6.92633547572057
1,0.0003,0.1,0.3,1,150,84.66666666666667,0.023699999999999995,3.3159672187096025
1,0.0005,0.1,0.3,1,150,84.0,0.043500000000000004,5.332370778189361
1,0.0003,0.1,0.3,2,150,70.0,0.042,5.156040607909709
1,0.0005,0.1,0.3,2,150,64.0,0.061500000000000006,7.1929147614095355
1,0.0003,0.1,0.3,3,150,57.333333333333336,0.0507,6.029731579109669
1,0.0005,0.1,0.3,3,148,47.2972972972973,0.0586,6.787528495010614
1,0.0003,0.2,0.3,1,135,80.74074074074075,0.018150000000000006,2.64614782619974
1,0.0005,0.2,0.3,1,135,85.92592592592592,0.04175,5.051586036149472
1,0.0003,0.2,0.3,2,135,67.4074074074074,0.03465,4.305452452879757
1,0.0005,0.2,0.3,2,135,68.14814814814815,0.06374999999999999,7.289457065859615
1,0.0003,0.2,0.3,3,135,58.51851851851851,0.04754999999999998,5.623060300569668
1,0.0005,0.2,0.3,3,134,48.507462686567166,0.0563,6.5045794029405855
1,0.0003,0.3,0.3,1,124,82.25806451612904,0.0178,2.5252209422796965
1,0.0005,0.3,0.3,1,124,80.64516129032258,0.03180000000000001,3.9340763885895162
1,0.0003,0.3,0.3,2,124,66.93548387096774,0.031299999999999994,3.8810037520097493
1,0.0005,0.3,0.3,2,124,67.74193548387096,0.057800000000000004,6.569168645239428
1,0.0003,0.3,0.3,3,124,62.096774193548384,0.049,5.6819587826895415
1,0.0005,0.3,0.3,3,123,48.78048780487805,0.052349999999999994,5.912624142080471
