,Data,Open,High,Low,Close,Vol,MA_5,MA_21,SAR,BB_up,BB_mid,BB_low,OBV,macd,macdsignal,macdhist,fastk,fastd,RSI,MOM,TRIX,CCI,ADX,MA_9,MA_100,acao,resultado_valor,resultado_binario
12061,2019-04-25 09:15:00,95715.0,95970.0,95470.0,95490.0,240804,95711.0,95393.33333333333,69225.0,95965.37696385071,95396.5,94827.62303614929,-6529117.0,9.21818935412739,-57.411327915168584,66.62951726929597,3.7735849056603774,44.00295967443489,47.01118521718438,235.0,-0.014809955905681349,38.85049906766949,20.94855841452574,95618.625793136,95867.25,call,-470.0,0
12098,2019-04-26 09:30:00,96825.0,97465.0,96680.0,97310.0,347015,97068.0,96892.14285714286,69225.0,97337.0123419606,96901.5,96465.9876580394,-3901522.0,242.04603953228798,268.5197978825137,-26.47375835022575,80.2547770700637,43.26249578347828,67.34313652534776,415.0,0.020473248493213525,82.35294117647722,35.68296509941806,97040.87150582389,96205.4,sell,595.0,1
12104,2019-04-26 11:00:00,96720.0,97065.0,96500.0,97000.0,323840,96779.0,96945.71428571429,69225.0,97339.95696478423,96958.75,96577.54303521577,-4300134.0,108.86770485206216,175.2704088768463,-66.40270402478413,71.25748502994013,44.463186833878524,56.0242852635346,-225.0,0.022742999009039977,-55.798156234837315,26.281524722104272,96892.63038002269,96209.55,sell,-30.0,0
12115,2019-04-26 13:45:00,96735.0,96995.0,96735.0,96885.0,119021,96829.0,96898.57142857143,69225.0,97201.54759637534,96889.0,96576.45240362466,-5038665.0,29.271967588632833,62.16229220160555,-32.89032461297272,60.0,29.682357443550586,52.020952689161014,-95.0,0.020500391979760835,-0.49884197399692254,13.659650479494209,96855.04576263067,96215.3,sell,375.0,1
12125,2019-04-26 16:15:00,96490.0,96605.0,96415.0,96595.0,88501,96533.0,96745.0,69225.0,97078.970624204,96733.25,96387.529375796,-5174327.0,-77.61455040503643,-44.83757290092546,-32.77697750411097,74.50980392156863,60.34942182000916,45.56129404291831,-290.0,0.013629629661515708,-58.494623655916556,16.483112499552103,96589.12632428505,96199.45,sell,-200.0,0
12142,2019-04-29 11:30:00,97220.0,97645.0,97135.0,97515.0,271190,97401.0,97101.42857142857,69225.0,97918.73629635348,97132.0,96345.26370364652,-4630734.0,178.00010027302778,167.24533915294836,10.754761120079422,53.90070921985816,21.97692813594178,62.163733154862335,240.0,0.012932220462036348,27.563243049970904,26.694031298611588,97369.2121605322,96474.2,sell,645.0,1
12151,2019-04-29 13:45:00,96950.0,97285.0,96950.0,97170.0,169746,96968.0,97236.90476190476,69225.0,97817.23263552847,97255.75,96694.26736447153,-5010352.0,-4.565459725403343,41.710998413859556,-46.2764581392629,81.14754098360656,67.5659067316911,53.12769643993172,-50.0,0.012190694223068732,-6.466436894801512,18.194894993474684,97045.53429125661,96640.9,sell,320.0,1
12160,2019-04-29 16:00:00,96895.0,96965.0,96800.0,96935.0,116591,96897.0,97014.76190476191,69225.0,97397.28815939307,97005.0,96612.71184060693,-4904726.0,-48.69234273498296,-30.817955436046795,-17.874387298936163,63.38028169014085,54.8909141121228,47.662780361280745,-15.0,0.008108330605449687,-26.39651048262361,12.877501083861077,96927.63143999854,96755.0,sell,80.0,1
12168,2019-04-30 09:00:00,97105.0,97215.0,97030.0,97205.0,105221,96932.0,96944.04761904762,69225.0,97181.3358974221,96943.0,96704.6641025779,-5089823.0,-20.969743851135718,-35.894067917481365,14.924324066345648,97.53086419753087,38.160005579966985,58.225875714089945,280.0,0.00453159837678907,264.5669291338568,14.04481846556152,96953.47916557247,96883.95,sell,50.0,1
12192,2019-04-30 15:00:00,96740.0,96790.0,96585.0,96630.0,136488,96668.0,96747.61904761905,69225.0,97142.78600791433,96719.25,96295.71399208567,-5305179.0,-84.2278158684785,-96.2057846853287,11.977968816850193,54.464285714285715,75.41826477234777,45.60883648857182,-110.0,-0.0035581907500747967,18.7310812447043,14.891045510405435,96653.52121231187,96922.45,call,305.0,1
12204,2019-05-02 09:00:00,96355.0,96535.0,96290.0,96350.0,110813,96879.0,96760.23809523809,69225.0,97223.02953952672,96766.0,96308.97046047328,-4925589.0,9.839026224508416,17.972876819755996,-8.13385059524758,7.361963190184048,23.2087047111925,34.321614518211774,-375.0,-0.003438654854048817,-200.4071246819293,15.75101632790363,96835.43880331075,96912.2,call,-160.0,0
12213,2019-05-02 11:15:00,96380.0,96435.0,96095.0,96105.0,209273,96217.0,96593.09523809524,69225.0,97356.25813268306,96587.75,95819.24186731694,-5608511.0,-166.90597545698984,-126.92971046657945,-39.976264990410385,28.57142857142857,60.906398226971454,39.293156171014424,-900.0,-0.006944394777574914,-54.4631778702286,22.473155251855474,96299.54733806339,96851.05,call,-110.0,0
12229,2019-05-02 15:15:00,96305.0,96335.0,96170.0,96200.0,112746,96284.0,96172.38095238095,69225.0,96449.85409104233,96171.5,95893.14590895767,-4556364.0,-56.75325413614337,-97.2221241840439,40.46887004790054,13.636363636363635,53.030303030302086,46.04199683303223,145.0,-0.013294538273445067,45.63903281520017,18.403889610880295,96235.68814492357,96767.15,call,60.0,1
12235,2019-05-02 16:45:00,96260.0,96310.0,96160.0,96165.0,124183,96149.0,96153.33333333333,69225.0,96375.65181530868,96161.5,95947.34818469132,-4679209.0,-52.530970886640716,-69.60686539929328,17.075894512652567,58.57142857142857,66.82539682539586,46.46996997164084,-160.0,-0.013074267268631257,3.4825870646867148,19.424976683863513,96180.88215306283,96699.6,call,290.0,1
12260,2019-05-03 14:00:00,96825.0,96900.0,96790.0,96895.0,76030,96861.0,96754.76190476191,69225.0,97022.40539772583,96769.75,96517.09460227417,-4056178.0,132.09128618815157,138.60061194103287,-6.509325752881296,80.76923076923076,59.64612254934739,61.552150353589795,-5.0,0.002478195226074398,54.20875420876506,31.335498522997334,96843.13005037679,96589.35,sell,120.0,1
12269,2019-05-03 16:15:00,96800.0,96875.0,96785.0,96840.0,66377,96797.0,96847.14285714286,69225.0,96950.25866299482,96849.25,96748.24133700518,-4122625.0,63.69595324198599,90.23157486085721,-26.535621618871218,81.08108108108108,57.69369369369272,56.39862906881401,15.0,0.006756688294351498,-14.882772680957991,25.163960250044653,96820.3778887301,96576.9,sell,195.0,1
12293,2019-05-06 13:15:00,95485.0,95565.0,95345.0,95405.0,115327,95502.0,95556.19047619047,69225.0,96264.60012432927,95500.5,94736.39987567073,-4098813.0,-249.84854088595603,-298.07634804415903,48.22780715820301,37.80487804878049,58.25935270846863,38.7828933792678,45.0,-0.0162687188907662,32.61648745519378,36.80315691549991,95451.06471863718,96322.35,call,0.0,0
12308,2019-05-06 17:00:00,95535.0,95580.0,95490.0,95500.0,50264,95540.0,95468.57142857143,69225.0,95605.72626981165,95478.0,95350.27373018835,-3771266.0,-61.482652901497204,-107.1107045379937,45.628051636496494,7.692307692307692,48.06915306915207,45.49554651670772,95.0,-0.02129477913545008,56.634304207140225,20.11811930386238,95511.2381014826,96136.15,call,-190.0,0
12333,2019-05-07 14:15:00,94540.0,94595.0,94340.0,94375.0,186719,94632.0,94404.76190476191,69225.0,95269.97707030251,94370.5,93471.02292969749,-4988066.0,-141.08459252164175,-223.56553876082896,82.4809462391872,6.25,37.75584795321536,43.68724223725735,460.0,-0.03165281314574386,33.31990600872591,33.70124547922471,94495.0997495014,95733.65,call,-10.0,0
12365,2019-05-08 13:15:00,96480.0,96580.0,96410.0,96540.0,114472,96648.0,96121.42857142857,69225.0,97220.0479835401,96178.0,95135.9520164599,-2848443.0,446.08310380237526,459.5800000504264,-13.496896248051144,26.804123711340207,32.532386820606895,67.60877644636219,230.0,0.014648070177813999,15.09953739799407,47.42527649813025,96529.76059232707,95387.9,sell,155.0,1
12376,2019-05-08 16:00:00,96405.0,96530.0,96375.0,96475.0,113501,96429.0,96517.38095238095,69225.0,96812.03895694883,96527.25,96242.46104305117,-2950151.0,186.44991581025533,259.68012914100717,-73.23021333075184,81.0344827586207,68.6781609195392,60.64612305112313,-20.0,0.0276544210980445,-7.485380116964626,35.75762964393231,96436.52128084868,95368.35,sell,320.0,1
12415,2019-05-09 16:45:00,95455.0,95490.0,95235.0,95245.0,131907,95381.0,95060.47619047618,69225.0,95795.8942701165,95082.75,94369.6057298835,-3459875.0,34.70368399118888,-27.748176337624194,62.451860328813076,2.3255813953488373,31.723160675225273,49.40377817064643,90.0,-0.012266343814659741,17.844792923199112,26.93156118767436,95332.78920705544,95318.95,call,-520.0,0
12426,2019-05-10 10:30:00,95105.0,95215.0,94730.0,94785.0,451311,94941.0,95192.61904761905,69225.0,95691.25248261553,95187.75,94684.24751738447,-3820330.0,-90.66350572129886,-59.530939060197696,-31.132566661101166,14.851485148514852,61.29134717982976,40.90302691725515,-570.0,-0.011047140784292697,-59.856630824368935,22.664144333268712,94984.73448462969,95418.75,call,-1025.0,0
12445,2019-05-10 15:15:00,94890.0,94890.0,94655.0,94755.0,187142,94955.0,94466.90476190476,69225.0,95239.07711073005,94435.0,93630.92288926995,-3884766.0,23.92219502424996,-75.7443176584155,99.66651268266546,12.987012987012987,36.141244721718316,51.684135149471956,645.0,-0.01925987199590251,47.21654169506811,24.705758709851995,94758.86735738536,95388.25,call,25.0,1
12482,2019-05-13 15:30:00,92505.0,92555.0,92335.0,92380.0,149108,92409.0,92553.33333333333,69225.0,92914.49742929742,92525.5,92136.50257070258,-3105005.0,-318.21843402678496,-385.19338082168804,66.97494679490308,32.25806451612903,44.59107201042584,35.06601376274867,-75.0,-0.0453472593001103,5.058275058251201,34.02787505487724,92427.62710434516,94250.7,call,-235.0,0
12499,2019-05-14 10:45:00,92660.0,92715.0,92270.0,92320.0,343806,92618.0,92335.47619047618,69225.0,93100.09897736812,92331.25,91562.40102263188,-3584434.0,-40.82055780230439,-125.10271577730842,84.28215797500403,8.196721311475411,39.74978429680658,46.66443521958877,230.0,-0.042236699391817734,23.29559748427905,25.13394676259881,92475.89355881124,93799.05,call,-85.0,0
12509,2019-05-14 13:15:00,92590.0,92615.0,92415.0,92450.0,164911,92562.0,92361.90476190476,69225.0,93166.54930314109,92375.5,91584.45069685891,-3672728.0,0.5448909052065574,-43.65610194284857,44.20099284805513,38.793103448275865,67.46510508622167,50.00997354318826,130.0,-0.03272631742049503,14.784430092508314,20.106197023217238,92464.74096991478,93528.1,call,320.0,1
12516,2019-05-14 15:00:00,92640.0,92665.0,92235.0,92350.0,296685,92637.0,92491.66666666667,69225.0,92907.33518536246,92481.75,92056.16481463754,-3915648.0,38.00698380409449,24.540485799059127,13.466498005035362,16.31205673758865,39.63411281811878,45.93932301127671,-235.0,-0.024371411712076352,-56.56565656564929,14.987246017945905,92562.61460545387,93331.6,call,255.0,1
12523,2019-05-14 16:45:00,92580.0,92680.0,92430.0,92440.0,159567,92546.0,92533.57142857143,69225.0,92803.35537968868,92554.5,92305.64462031132,-4092026.0,18.801213933053077,26.20691828765242,-7.405704354599344,27.160493827160494,52.932718528433746,47.391425909232424,-270.0,-0.017321755904431413,-42.810069856321974,15.283178379841695,92542.45398650567,93158.5,call,-510.0,0
12545,2019-05-15 13:15:00,91775.0,91780.0,91495.0,91620.0,171304,91800.0,91598.09523809524,69225.0,92465.57913940417,91548.25,90630.92086059583,-4414800.0,-102.46611111708626,-173.93666317424385,71.47055205715759,24.50980392156863,37.53391931485136,45.69499844923585,610.0,-0.023051796496342813,31.158284895963217,25.628685094690365,91701.12131686552,92532.0,call,130.0,1
12555,2019-05-15 15:45:00,91880.0,91935.0,91750.0,91770.0,125088,91936.0,91716.19047619047,69225.0,92104.85676022965,91751.5,91398.14323977035,-4510956.0,0.8040992432652274,-46.17734168497006,46.98144092823529,7.228915662650602,40.28842643300375,49.28259860992088,150.0,-0.020161827664533227,26.017796676895802,17.54693930882537,91813.96044144164,92232.2,call,80.0,1
12561,2019-05-15 17:15:00,91850.0,91920.0,91620.0,91675.0,96057,91736.0,91762.85714285714,69225.0,92067.94724420717,91752.25,91436.55275579283,-4776446.0,-17.1648694658943,-20.71630019438559,3.5514307284912903,37.974683544303794,43.6838688737413,47.382994391478974,-425.0,-0.01694236375138214,-23.992224268472203,12.49511169913033,91749.80588596128,92168.6,call,60.0,1
12574,2019-05-16 11:30:00,91375.0,91410.0,91180.0,91300.0,238413,91195.0,91547.85714285714,69225.0,92103.79584969241,91531.25,90958.70415030759,-5979304.0,-150.42110143983155,-117.55543638300247,-32.86566505682907,77.6,65.17874396135169,45.148903941945115,-505.0,-0.014505000213682617,-37.68618944323739,15.57779214647476,91315.25286845429,92008.6,call,150.0,1
12583,2019-05-16 13:45:00,91540.0,91620.0,91410.0,91430.0,134092,91472.0,91420.47619047618,69225.0,91880.87913539555,91414.25,90947.62086460445,-5723618.0,-45.39070440150681,-76.75180250930302,31.36109810779621,33.333333333333336,62.46381152041432,48.218745765183215,50.0,-0.014165561311574315,84.34774364808744,10.588526465071704,91442.55965078942,91922.45,call,-60.0,0
12617,2019-05-17 13:15:00,91210.0,91245.0,91065.0,91135.0,132980,91233.0,90719.28571428571,69225.0,91833.97709219372,90746.75,89659.52290780628,-6210517.0,129.43427946511656,54.03789731637532,75.39638214874124,13.043478260869565,19.323671497583586,54.61484849795227,355.0,-0.019486013562863835,26.910388473709254,27.64933536466591,91139.53415689248,91381.0,call,-200.0,0
12639,2019-05-20 09:45:00,90690.0,90785.0,90365.0,90465.0,217444,90696.0,90559.28571428571,69225.0,91266.53503640654,90528.0,89789.46496359346,-7225105.0,-51.19699745751859,-94.83053140075955,43.63353394324096,42.2360248447205,66.6666666666657,46.04181026106187,570.0,-0.013653598754981289,44.93778742675644,28.895139458642884,90576.54680146698,91104.9,call,950.0,1
12665,2019-05-20 16:15:00,91920.0,92045.0,91805.0,92005.0,175595,92034.0,91762.14285714286,69225.0,92338.69136863927,91773.75,91208.80863136073,-5541584.0,275.19005309759814,290.6506831941852,-15.460630096587067,45.45454545454545,41.65753924789972,60.69647009864298,280.0,0.015145526936621856,17.23237597911657,30.187716835239996,91958.00027955597,91058.45,sell,-520.0,0
12677,2019-05-21 10:15:00,92555.0,92800.0,92475.0,92670.0,286490,92665.0,92313.57142857143,69225.0,92942.93020946575,92334.0,91725.06979053425,-5418856.0,313.436154621013,321.6330843674762,-8.19692974646324,46.774193548387096,45.430107526880754,61.94313580500249,555.0,0.028667361254797186,55.35723139470967,41.865459082668984,92581.00317539604,91207.25,sell,-780.0,0
12703,2019-05-21 16:45:00,94550.0,94650.0,94445.0,94645.0,208905,94703.0,94452.38095238095,69225.0,95051.25081985074,94479.5,93907.74918014926,-3642746.0,423.46691208609263,499.834673962388,-76.36776187629539,40.0,27.674418604650256,63.744166088256335,150.0,0.06127015580559281,-33.03773770814416,49.09624076769775,94638.01133596407,92086.95,sell,-15.0,0
12710,2019-05-22 09:30:00,94515.0,94900.0,94480.0,94805.0,216164,94759.0,94688.09523809524,69225.0,94962.60475443763,94706.0,94449.39524556237,-3421435.0,289.5585393393558,371.467584495294,-81.9090451559382,69.0909090909091,38.99209486165919,60.78095906538666,-40.0,0.061883538996676535,10.802469135802616,36.99969272493526,94723.05053092397,92366.5,sell,255.0,1
12717,2019-05-22 11:15:00,94395.0,94980.0,94385.0,94910.0,346064,94621.0,94734.76190476191,69225.0,95098.60934752345,94738.75,94378.89065247655,-3825103.0,163.7363556141936,241.6864415948422,-77.9500859806486,80.10752688172042,45.33887259693623,58.00262727008294,-45.0,0.05771163111392141,9.884332281806198,27.481660778049953,94703.97119870283,92608.0,sell,45.0,1
12723,2019-05-22 12:45:00,94865.0,95435.0,94860.0,95420.0,233067,95094.0,94835.0,69225.0,95333.9476478644,94844.5,94355.0523521356,-4118744.0,206.75790223528747,202.65596031068486,4.101941924602613,98.0392156862745,68.12916491264154,63.29614634228172,675.0,0.05259929391256968,133.74384236452747,21.328154622737294,94986.57958591275,92847.25,sell,490.0,1
12741,2019-05-22 17:15:00,94780.0,94995.0,94765.0,94915.0,88263,94737.0,94941.19047619047,69225.0,95354.8209029973,94942.25,94529.6790970027,-5370304.0,-3.1809604057780234,33.91533449575851,-37.09629490153653,83.83838383838383,61.156102393214894,52.506786657744485,-25.0,0.03426910895851787,37.366255144042505,12.707581059026593,94812.76648427027,93655.55,sell,835.0,1
12754,2019-05-23 11:30:00,93870.0,94390.0,93815.0,94295.0,388546,93903.0,94402.38095238095,69225.0,95208.84051232834,94375.0,93541.15948767166,-5269625.0,-231.1942508011125,-197.9721281797795,-33.222122621333,89.14285714285714,52.4975953396997,48.00168186303709,230.0,0.012732867700049333,-7.592105998772577,29.35337771614771,94075.84776808994,94013.55,sell,-365.0,0
12774,2019-05-23 16:30:00,94195.0,94240.0,93945.0,94050.0,176264,93992.0,94318.80952380953,69225.0,94934.46724892381,94320.0,93705.53275107619,-5858143.0,-128.83885749222827,-107.94199635031393,-20.896861141914343,65.45454545454545,72.38774297597739,43.859163628431666,-435.0,-0.0026196844111980866,-33.884803921569834,22.589455515461747,94080.19947401591,94436.05,call,350.0,1
12804,2019-05-24 15:00:00,94205.0,94220.0,94000.0,94040.0,158742,94073.0,94281.42857142857,69225.0,94777.97858430295,94241.0,93704.02141569705,-6630181.0,-100.84613335154427,-90.48976759460673,-10.356365756937535,21.428571428571427,49.76452119309175,44.098403381640445,-175.0,-0.003492484647571459,-16.156547917705872,15.532944719290882,94098.99706424719,94520.0,call,-95.0,0
12816,2019-05-27 09:00:00,94235.0,94550.0,94195.0,94470.0,145753,93904.0,93989.28571428571,69225.0,94316.99215237431,93982.5,93648.00784762569,-7134226.0,-81.44257146929158,-110.42726046859318,28.984688999301596,91.16022099447513,38.72007366482417,61.556416492225786,490.0,-0.008118987864424998,231.94105415422882,22.33332117007051,93966.88098877539,94423.25,sell,-305.0,0
12836,2019-05-27 14:00:00,95355.0,95455.0,95315.0,95420.0,64070,95396.0,95118.09523809524,69225.0,95957.73540556643,95150.5,94343.26459443357,-5206930.0,299.9881885666837,314.76489688535673,-14.776708318673059,41.1764705882353,23.35511982570722,62.57247643824713,-105.0,0.012728286284846568,11.884703527964973,39.84438466338899,95373.25024863776,94452.45,sell,195.0,1
12847,2019-05-27 16:45:00,95030.0,95300.0,95005.0,95215.0,106074,95070.0,95332.85714285714,69225.0,95686.39226629994,95314.0,94941.60773370006,-5495833.0,67.18956099711068,138.99277638716958,-71.80321539005891,83.0,63.41421568627366,54.67123574940758,-230.0,0.01941793717610274,-27.8980278980278,26.963699722855495,95153.39183525606,94524.7,sell,330.0,1
12854,2019-05-28 09:30:00,95115.0,95460.0,95085.0,95380.0,295941,95181.0,95221.90476190476,69225.0,95542.364771691,95217.75,94893.135228309,-5199604.0,45.99065792969486,68.01250251635557,-22.021844586660706,86.88524590163935,46.983025229623614,57.677583038477906,385.0,0.018410480488140202,110.65134099617059,20.29989733185658,95187.69832740907,94609.55,sell,215.0,1
12861,2019-05-28 11:15:00,95005.0,95470.0,94990.0,95420.0,352248,95325.0,95214.04761904762,69225.0,95595.94084509896,95213.5,94831.05915490104,-5308504.0,59.74766601790907,70.59278567433176,-10.845119656422696,57.14285714285714,25.47619047618962,54.861930037155325,170.0,0.017201713675918384,7.790549169863231,16.643809741504526,95293.90936827226,94661.15,sell,-1010.0,0
12884,2019-05-28 17:00:00,96385.0,96710.0,96380.0,96565.0,145266,96405.0,96530.47619047618,69225.0,96798.06295562332,96528.0,96257.93704437668,-4292096.0,170.58076968116802,233.04127413505734,-62.460504453889314,72.64150943396227,45.14820687095085,58.9914577881842,-80.0,0.03157879954385212,16.12797910546073,27.2866701816125,96444.92996492908,95151.6,sell,500.0,1
12892,2019-05-29 10:00:00,95980.0,96340.0,95955.0,96285.0,236118,96096.0,96431.66666666667,69225.0,96887.85041436445,96417.25,95946.64958563555,-4114702.0,21.98439214170503,102.89022970638344,-80.90583756467841,89.0,45.262021331479424,50.49000420907866,60.0,0.029271840502342883,-55.19287833827655,24.632887059656895,96262.26686766488,95297.35,sell,-825.0,0
12902,2019-05-29 12:30:00,96725.0,96895.0,96705.0,96820.0,175313,96920.0,96515.23809523809,69225.0,97247.35347685892,96529.75,95812.14652314108,-4220041.0,169.64232139312662,133.5014776804282,36.14084371269843,26.0,42.10714060628896,56.64625810752181,535.0,0.025165716500619162,51.06389735772659,17.320463758409797,96754.41983314212,95562.25,sell,-105.0,0
12920,2019-05-29 17:00:00,96655.0,96775.0,96615.0,96750.0,93928,96592.0,96787.85714285714,69225.0,97153.04155264529,96780.0,96406.95844735471,-3541812.0,8.640042951650685,48.49376936346096,-39.85372641181028,94.84536082474227,73.81370183519695,52.00906123934783,-395.0,0.020398953102107598,-18.5659698808739,12.82703365715113,96677.15156223455,96046.85,sell,140.0,1
12927,2019-05-30 09:45:00,96565.0,96880.0,96515.0,96780.0,202138,96593.0,96719.52380952382,69225.0,97099.11247575267,96709.25,96319.38752424733,-3593774.0,-11.736976463740575,-1.263467864746774,-10.473508598993801,80.76923076923076,62.60935143288001,54.014142016784916,195.0,0.015760677657761235,105.4070382117638,12.156918658018833,96639.21729530433,96151.75,sell,-725.0,0
12955,2019-05-30 16:45:00,97585.0,97780.0,97540.0,97770.0,143451,97547.0,97754.04761904762,69225.0,98100.08379882704,97749.5,97398.91620117296,-3288520.0,80.6958283567219,134.21799603875618,-53.52216768203428,97.77777777777777,65.48038137146969,58.949863153767915,-50.0,0.024263909409483198,1.466992665038562,25.99567834808507,97626.22693334093,96816.35,sell,785.0,1
12965,2019-05-31 10:15:00,97150.0,97580.0,97055.0,97415.0,331784,97191.0,97515.71428571429,69225.0,98031.49811675749,97500.5,96969.50188324251,-3236282.0,-69.6233474820474,-13.998984922056431,-55.62436255999096,76.08695652173913,55.81276929102938,49.31767084124828,-355.0,0.018509562622526232,-20.912726417313173,23.43320376202882,97330.72766442035,96982.75,sell,-665.0,0
13005,2019-06-03 11:15:00,97345.0,97580.0,97325.0,97530.0,169480,97498.0,97314.28571428571,69225.0,97756.38418639547,97315.0,96873.61581360453,-3088889.0,5.663371678034309,-24.822806837212813,30.486178515247122,46.666666666666664,28.34417114315254,53.062838762503716,435.0,3.248220854512596e-05,34.743005855558174,18.56396660879924,97462.1154528065,97377.65,sell,10.0,1
13012,2019-06-03 13:00:00,97485.0,97560.0,97340.0,97345.0,117321,97467.0,97412.85714285714,69225.0,97775.58137957985,97427.25,97078.91862042015,-3111560.0,2.2045366164384177,0.5876224756884249,1.616914140749993,8.641975308641976,42.039234487993156,46.356714598535,-230.0,-0.0005337820898954071,-58.75357347055093,13.454426125560733,97448.84511460841,97413.95,call,10.0,1
13018,2019-06-03 14:30:00,97355.0,97365.0,97015.0,97185.0,266052,97236.0,97422.14285714286,69225.0,97751.76574175742,97418.25,97084.73425824258,-3280733.0,-55.7861603130732,-32.32003945351901,-23.466120859554188,35.714285714285715,36.3340697103576,43.97703571747517,-380.0,-0.0015934525850136438,-107.196562835655,11.586045267386012,97287.84221372391,97452.0,call,-480.0,0
13037,2019-06-04 10:15:00,97600.0,97725.0,97340.0,97360.0,285031,97653.0,97270.0,69225.0,97958.02360920377,97265.75,96573.47639079623,-3579969.0,87.22581092713517,32.32318013789404,54.90263078924113,2.8776978417266186,29.41167040901662,49.987761169064584,370.0,-0.004236516059341611,32.39884211188545,15.130159583877855,97493.21389528929,97482.4,call,-475.0,0
13047,2019-06-04 12:45:00,97270.0,97365.0,96940.0,96985.0,209582,97152.0,97346.19047619047,69225.0,97918.87476064423,97364.0,96809.12523935577,-2612401.0,-44.906791432717,-3.214936336674013,-41.691855096042985,32.41379310344828,51.708656307136486,42.456132441131736,-375.0,-0.0022698560253164857,-89.16509514829028,14.698662692116782,97210.169886563,97422.25,call,10.0,1
13090,2019-06-05 14:30:00,96610.0,96670.0,96275.0,96425.0,240348,96473.0,96791.66666666667,69225.0,97734.12764061951,96743.0,95751.87235938049,-3661436.0,-235.86081419719267,-241.22303777819306,5.362223581000393,41.1764705882353,71.3491165697041,39.51979573091156,-195.0,-0.009007181942932707,-3.278896062793745,30.89255795529549,96491.3687669765,97202.75,call,0.0,0
13110,2019-06-06 10:30:00,97015.0,97195.0,96620.0,96630.0,463930,96944.0,96503.33333333333,69225.0,97171.13609715825,96507.25,95843.36390284175,-3223542.0,67.8090317218448,-13.959953474201996,81.7689851960468,1.5151515151515151,45.26425318219223,49.470787773486066,215.0,-0.01566792294478425,50.040188310945524,22.85316569454889,96766.04808721312,97024.0,call,-210.0,0
13118,2019-06-06 12:30:00,96660.0,96705.0,96520.0,96520.0,125171,96535.0,96560.95238095238,69225.0,97128.51568242995,96586.5,96044.48431757005,-3623879.0,-14.91093247977551,-12.005892670791601,-2.9050398089839096,55.03875968992248,74.45396436828433,48.25981013857631,-535.0,-0.01247511020191494,-33.07367241993607,16.82793642158808,96556.92494705561,96960.45,call,15.0,1
13124,2019-06-06 14:00:00,96535.0,96560.0,96415.0,96460.0,100263,96507.0,96623.80952380953,69225.0,97091.66771169117,96626.5,96161.33228830883,-3761922.0,-25.21044343887479,-19.557865873972982,-5.652577564901808,40.0,52.70315091210542,46.22245589582943,-15.0,-0.010585065040102926,-16.006097560981857,12.616118365989688,96516.49565332095,96924.2,call,570.0,1
13140,2019-06-07 09:00:00,97400.0,97750.0,97315.0,97715.0,119487,97258.0,96995.71428571429,69225.0,97785.86014221194,97019.75,96253.63985778806,-2872994.0,186.24089786461263,168.67142198891702,17.569475875695616,95.90643274853801,31.968810916178636,65.32428148696961,150.0,0.0022247029477950875,148.72001612577992,23.26480606428857,97248.38881517197,96889.4,sell,325.0,1
13146,2019-06-07 10:30:00,97390.0,97725.0,97215.0,97445.0,357887,97524.0,97289.76190476191,69225.0,97824.09599078578,97324.0,96823.90400921422,-3066732.0,197.96893261325022,199.40732612464845,-1.4383935113982318,34.32835820895522,34.75485411856119,55.930532916817874,165.0,0.008032473598684753,22.25312934631347,20.35546844886157,97444.17955756444,96911.1,sell,-685.0,0
13162,2019-06-07 14:30:00,97925.0,98050.0,97915.0,98035.0,120493,98031.0,97880.47619047618,69225.0,98462.15248485378,97900.75,97339.34751514622,-1956877.0,210.54385942545196,247.9947870112143,-37.450927585762344,53.03030303030303,29.345175896899324,59.70902349813304,15.0,0.021812452187663922,-37.43556701031735,26.1013079510416,98023.6392840316,97045.2,sell,250.0,1
13171,2019-06-07 16:45:00,97870.0,98050.0,97825.0,98005.0,134049,97908.0,98037.38095238095,69225.0,98252.53341611687,98032.75,97812.96658388313,-2069424.0,88.09378596939496,135.89945219899215,-47.80566622959719,85.48387096774194,56.05017921146882,55.697583882948386,75.0,0.02319974459168428,-27.150671307823938,18.471315738064487,97954.04292171428,97073.25,sell,605.0,1
13188,2019-06-10 12:00:00,97140.0,97325.0,97085.0,97240.0,186027,97121.0,97521.66666666667,69225.0,98208.18824713238,97499.75,96791.31175286762,-1943780.0,-183.03388743457617,-142.70309069921376,-40.33079673536241,83.65384615384615,52.56189999398759,43.12443712551017,65.0,0.00920503409422846,-34.36530660939374,22.155045366351235,97236.78538447713,97193.85,sell,55.0,1
13210,2019-06-10 17:30:00,97450.0,97660.0,97450.0,97550.0,76341,97476.0,97421.66666666667,69225.0,97838.24568441111,97425.5,97012.75431558889,-1523985.0,27.113696078507928,16.605322586847496,10.508373491660432,63.9344262295082,33.77959800454022,53.2849809277112,90.0,-0.0017547265620421193,18.69782971618667,14.495094129288034,97506.98350854896,97392.95,sell,-530.0,0
13221,2019-06-11 11:15:00,98055.0,98490.0,98010.0,98470.0,303261,98250.0,97854.76190476191,69225.0,98576.4302616015,97859.5,97142.5697383985,-785385.0,225.73218062701926,171.51769898616277,54.21448164085649,96.72131147540985,63.47166838970043,64.72172516283857,1245.0,0.004354685447038875,86.8490422353701,18.61448646258497,98153.42558019258,97569.55,sell,290.0,1
