,ativo,var_bb,rate_tp,rate_stop,pontos,qtd_operacoes,taxa_acerto,pontos_bruto,pontos_liquido
0,EURUSD15,2.5,2.5,1,0.0002,292,0.4726027397260274,0.038200000000000005,0.023600000000000003
0,EURUSD15,2.5,3.0,1,0.0002,292,0.4349315068493151,0.0432,0.0286
0,EURUSD15,2.5,1.5,1,0.0003,292,0.523972602739726,0.027149999999999997,0.012549999999999997
0,EURUSD15,2.5,2.0,1,0.0003,292,0.4657534246575342,0.0348,0.020199999999999996
0,EURUSD15,2.5,2.5,1,0.0003,292,0.3801369863013699,0.028949999999999997,0.014349999999999996
0,EURUSD15,2.5,3.0,1,0.0003,292,0.3356164383561644,0.03,0.015399999999999999
0,EURUSD15,3.0,1.5,1,0.0001,126,0.8333333333333334,0.01365,0.007350000000000001
0,EURUSD15,3.0,2.0,1,0.0001,126,0.7936507936507936,0.017400000000000002,0.011100000000000002
0,EURUSD15,3.0,2.5,1,0.0001,126,0.746031746031746,0.020300000000000002,0.014000000000000002
0,EURUSD15,3.0,3.0,1,0.0001,126,0.7142857142857143,0.0234,0.0171
0,EURUSD15,3.0,1.5,1,0.0002,126,0.7142857142857143,0.0198,0.013500000000000002
0,EURUSD15,3.0,2.0,1,0.0002,126,0.6428571428571429,0.0234,0.0171
0,EURUSD15,3.0,2.5,1,0.0002,126,0.5873015873015873,0.026600000000000002,0.020300000000000002
0,EURUSD15,3.0,3.0,1,0.0002,126,0.5476190476190477,0.030000000000000002,0.023700000000000002
0,EURUSD15,3.0,1.5,1,0.0003,126,0.6190476190476191,0.0207,0.0144
0,EURUSD15,3.0,2.0,1,0.0003,126,0.5555555555555556,0.025199999999999997,0.018899999999999997
0,EURUSD15,3.0,2.5,1,0.0003,126,0.38095238095238093,0.012599999999999998,0.006299999999999998
0,EURUSD15,3.0,3.0,1,0.0003,126,0.3333333333333333,0.012599999999999998,0.006299999999999998
