Data,resultado_valor,Open,High,Low,Close,Vol,MA_5,MA_21,SAR,BB_up,BB_mid,BB_low,OBV,macd,macdsignal,macdhist,fastk,fastd,RSI,MOM,TRIX,CCI,ADX,MA_9,MA_100,acao,resultado_binario
2022-03-30 13:03:00,85.0,120745.0,120765.0,120730.0,120750.0,6553,120756.0,120710.71428571429,120095.0,120827.42577392918,120718.0,120608.57422607082,31433.0,34.302225859151804,36.11057831844499,-1.8083524592931894,40.0,35.60606060606057,56.93709943556302,10.0,0.000851598218232219,-6.5420560748043455,25.53528894664709,120748.20994116885,120672.1,call,1
2022-03-30 13:11:00,45.0,120640.0,120695.0,120615.0,120685.0,19589,120665.0,120723.33333333333,120095.0,120808.7264460592,120722.5,120636.2735539408,-28675.0,-1.9520592453627614,10.969562382939095,-12.921621628301857,77.77777777777777,48.58387799564267,49.04495496667095,-60.0,0.001211621440000421,-72.3646723646739,19.96593186123682,120683.07371956338,120665.6,call,1
2022-03-30 13:29:00,25.0,120580.0,120665.0,120575.0,120665.0,30172,120594.0,120626.90476190476,120095.0,120718.15637023243,120624.75,120531.34362976757,-118409.0,-22.17372783884639,-23.223964779450146,1.0502369406037566,100.0,76.98412698412696,54.25344248548952,-25.0,-9.731898449327758e-05,36.83241252300144,30.764092366898733,120605.2964153289,120642.95,call,1
2022-03-30 13:44:00,-55.0,120645.0,120680.0,120635.0,120670.0,10894,120671.0,120635.71428571429,120095.0,120713.28937294363,120640.25,120567.21062705637,-107168.0,7.473100728879217,2.97705954490025,4.496041183978967,33.33333333333333,33.126293995859186,53.3406961753921,30.0,-0.0003561853239575363,16.811594202971087,16.238122130844662,120661.5698828213,120645.7,call,0
2022-03-30 13:51:00,45.0,120655.0,120685.0,120650.0,120665.0,11695,120662.0,120660.47619047618,120095.0,120702.78516483156,120661.0,120619.21483516844,-81532.0,5.346721373833134,6.406779119617197,-1.0600577457840634,50.0,38.88888888888887,51.40959889691374,-10.0,-0.00012721373686686022,-1.1637572733952484,13.135520574468638,120662.96839628986,120648.15,call,1
2022-03-30 15:14:00,-40.0,120690.0,120715.0,120685.0,120705.0,7047,120704.0,120622.38095238095,120095.0,120871.83417957397,120629.75,120387.66582042603,-115953.0,58.515059922705404,58.122794858948524,0.39226506375688075,50.0,37.037037037037,59.3673455518264,-65.0,0.0007238520399965864,5.268268997325822,32.7592071442206,120692.31787069101,120572.35,call,0
2022-03-30 15:21:00,-25.0,120715.0,120775.0,120680.0,120755.0,18955,120743.0,120708.80952380953,120095.0,120826.54203996633,120717.25,120607.95796003367,-91882.0,51.33527815810521,53.56857006815193,-2.2332919100467166,54.83870967741935,60.37701493109458,58.010742886980374,45.0,0.002097777190335215,78.92156862752192,31.794578840877982,120729.23047671553,120577.0,call,0
2022-03-30 15:55:00,135.0,120765.0,120845.0,120760.0,120815.0,36146,120771.0,120832.14285714286,120095.0,120994.27829595005,120827.5,120660.72170404995,-17211.0,-11.431244743827847,-3.892878949725522,-7.538365794102325,77.77777777777777,62.30936819172104,52.3805242970255,20.0,0.003788413518579503,91.89627228522599,25.229536419617038,120781.40981641317,120646.7,call,1
2022-03-30 16:52:00,-95.0,120640.0,120720.0,120630.0,120715.0,23372,120695.0,120670.23809523809,120095.0,120775.27191120938,120674.0,120572.72808879062,-179886.0,27.735825794850825,27.268932632034144,0.4668931628166817,70.83333333333334,39.23015873015868,56.56907434781674,35.0,-0.0007633667683970558,34.875444839829015,12.701968961138869,120686.11088768017,120693.8,call,0
2022-03-30 17:03:00,-25.0,120725.0,120765.0,120715.0,120755.0,16115,120770.0,120724.52380952382,120095.0,120835.64707850319,120731.25,120626.85292149681,-184942.0,33.73076069561648,37.49731193520737,-3.766551239590889,27.027027027027025,10.810810810810748,54.394123513835204,15.0,0.0010090073984558856,-3.1924882628988263,11.960157587303545,120754.79517297952,120697.5,call,0
2022-03-30 17:15:00,-20.0,120750.0,120840.0,120735.0,120810.0,20648,120800.0,120781.90476190476,120095.0,120868.66843969807,120782.5,120696.33156030193,-188247.0,26.971235050354153,30.920379942378737,-3.9491448920245844,45.45454545454546,25.70869990224824,55.444744578645036,50.0,0.002148364326015617,28.23779193205027,10.782920323843,120792.95080555657,120690.8,call,0
2022-03-30 17:27:00,-55.0,120750.0,120785.0,120735.0,120780.0,7946,120759.0,120791.90476190476,120095.0,120863.54135460286,120794.0,120724.45864539714,-170882.0,3.291931735657272,12.067594443648643,-8.775662707991371,76.47058823529412,38.84220354808585,51.24576694871743,-5.0,0.002318675013590621,-57.723577235778116,9.017451256198,120771.77785967491,120680.85,call,0
2022-03-30 17:36:00,15.0,120795.0,120835.0,120780.0,120815.0,8439,120812.0,120795.47619047618,120095.0,120853.09513573779,120794.25,120735.40486426221,-138264.0,11.720116533877444,11.798302995962596,-0.07818646208515112,43.75,21.249999999999947,53.87316131192753,70.0,0.0020897264558117357,37.85310734463208,13.558939248545226,120806.05390348626,120684.7,call,1
2022-03-31 09:05:00,-140.0,120695.0,120785.0,120690.0,120740.0,38690,120642.0,120811.66666666667,120095.0,121070.46454258039,120812.25,120554.03545741961,-135278.0,-38.275508585371426,-14.198391283789165,-24.077117301582263,84.48275862068965,55.707379196781204,46.849712591285474,-215.0,0.0014825020255182508,-35.08684863523393,29.036999194469733,120725.26406594561,120735.05,call,0
2022-03-31 09:17:00,25.0,120825.0,120925.0,120815.0,120890.0,40970,120874.0,120823.57142857143,120095.0,121097.26166941441,120818.75,120540.23833058559,66037.0,20.7950574959832,18.39421480332523,2.400842692657971,60.714285714285715,26.514041514041413,53.20355403476853,120.0,0.0012729597727467734,14.788732394376341,21.16643421450689,120874.63036428865,120781.5,call,1
2022-03-31 09:26:00,-40.0,120845.0,120865.0,120830.0,120860.0,7165,120853.0,120874.04761904762,120095.0,120997.15847499222,120879.75,120762.34152500778,50769.0,5.690928424417507,9.835674376788,-4.144745952370494,66.66666666666667,42.77777777777768,51.094483609009615,40.0,0.0012681239107914521,-39.93993993993256,14.382828329382818,120854.86755953463,120798.4,call,0
2022-03-31 09:33:00,45.0,120830.0,120870.0,120810.0,120845.0,11550,120841.0,120850.95238095238,120095.0,120893.14773701379,120846.75,120800.35226298621,-22053.0,-0.8364795594388852,1.3588252515633434,-2.1953048110022286,39.024390243902445,43.50458398200991,50.137893209928684,-15.0,0.0010240581206799604,-5.097649784792907,14.453818847828126,120842.02156922131,120809.15,call,1
2022-03-31 10:10:00,40.0,120850.0,120945.0,120725.0,120935.0,101254,120909.0,120869.52380952382,120095.0,121015.94519519327,120870.0,120724.05480480673,191020.0,26.79721707662975,26.185400704718113,0.6118163719116367,68.85245901639345,26.94802442405276,57.062242023909405,100.0,0.000617544741654541,-38.4598745403542,24.350186463006825,120908.592539784,120835.65,call,1
2022-03-31 10:19:00,-135.0,120805.0,120890.0,120790.0,120855.0,39240,120823.0,120893.57142857143,120095.0,121035.7570070557,120897.5,120759.2429929443,275373.0,-6.9360346392932115,7.92012411959239,-14.856158758885602,72.09302325581396,52.259763053970936,48.944022099570965,5.0,0.0009848015328328685,-47.452080411414734,17.31612369540425,120851.01506444757,120841.4,call,0
2022-03-31 10:38:00,-10.0,120900.0,121075.0,120885.0,121075.0,71329,120948.0,120976.19047619047,120095.0,121171.97913768962,120984.75,120797.52086231038,296813.0,15.813002795810462,25.219073448059014,-9.406070652248552,100.00000000000001,49.26686217008787,58.29487888851155,-100.0,0.00221097313113372,-0.3281762775185552,16.438778301705067,120975.66096129149,120866.8,call,0
2022-03-31 10:55:00,230.0,121190.0,121240.0,121155.0,121230.0,38529,121238.0,121115.95238095238,120095.0,121373.57055447997,121125.5,120877.42944552003,391790.0,70.1729797662847,67.05416674040923,3.1188130258754683,42.857142857142854,29.817190033908208,57.82393648721671,105.0,0.0039371279362043765,30.278343516631576,20.40331126694159,121211.19085393005,120926.25,call,1
2022-03-31 14:00:00,-55.0,120545.0,120560.0,120515.0,120550.0,13950,120547.0,120534.76190476191,120095.0,120595.8354622474,120538.75,120481.6645377526,-272421.0,10.673336368752643,10.9199652101192,-0.24662884136655627,50.0,35.714285714285666,53.57463925325594,-20.0,-0.00031594344849228406,-26.736111111069075,16.304339375590864,120548.96480960402,120525.8,call,0
2022-03-31 14:17:00,35.0,120670.0,120705.0,120665.0,120685.0,11895,120694.0,120645.23809523809,120095.0,120756.21478290965,120649.75,120543.28521709035,-160469.0,36.071280563628534,37.04002778980601,-0.9687472261774772,30.769230769230766,41.025641025640965,60.772122184590046,10.0,0.0016553788862339047,40.073868882613546,24.238850043532434,120681.86253838752,120547.15,call,1
2022-03-31 14:27:00,-55.0,120630.0,120660.0,120620.0,120645.0,8717,120625.0,120664.28571428571,120095.0,120720.92298313015,120663.75,120606.57701686985,-223157.0,5.2095825317373965,15.171694561351819,-9.962112029614422,78.57142857142857,55.773809523809454,51.114736258826035,-40.0,0.002041667757146648,-48.92966360859895,19.079479203827226,120642.08611922455,120563.15,call,0
2022-03-31 14:37:00,20.0,120640.0,120665.0,120630.0,120660.0,13820,120652.0,120659.52380952382,120095.0,120717.43403500946,120658.25,120599.06596499054,-191782.0,5.463615448461496,10.068514272405448,-4.604898823943952,52.631578947368425,28.258145363408463,51.10212401020995,15.0,0.001921333075061149,-14.687252573277556,14.408496257944805,120659.85215227412,120583.3,call,1
2022-03-31 14:43:00,-30.0,120640.0,120660.0,120630.0,120660.0,7190,120655.0,120655.23809523809,120095.0,120712.80322571321,120657.0,120601.19677428679,-197960.0,1.3560746235307306,4.4305536912406485,-3.074479067709918,53.84615384615385,33.97435897435893,51.342157647086154,-10.0,0.0016754515892003496,-45.01960784309599,10.7550316153296,120654.77980260576,120590.65,call,0
2022-03-31 16:15:00,25.0,120775.0,120825.0,120775.0,120810.0,20779,120792.0,120790.47619047618,120095.0,120935.78845612134,120799.25,120662.71154387866,-149504.0,36.83171516304719,47.52734910322785,-10.695633940180656,68.42105263157895,44.95194508009149,57.19718583545931,-50.0,0.002220879157643907,-56.697819314653664,33.664259246073705,120805.70717243885,120682.9,call,1
2022-03-31 16:23:00,-35.0,120770.0,120800.0,120730.0,120795.0,21562,120786.0,120811.42857142857,120095.0,120881.3988636272,120811.0,120740.6011363728,-192547.0,15.501253061171155,25.518494357912342,-10.017241296741187,59.090909090909086,33.912655971479445,53.64104831328006,5.0,0.0026677139837616437,-90.04854368929868,23.597941714066103,120790.65518144755,120693.85,call,0
2022-03-31 16:36:00,360.0,120690.0,120790.0,120690.0,120790.0,39641,120712.0,120769.52380952382,120095.0,120859.10468737739,120769.5,120679.89531262261,-199550.0,-12.516045906377258,-4.335108415344894,-8.180937491032363,100.0,50.32679738562086,54.64972753340752,-25.0,0.002068266646992889,-0.580431177402127,20.116049741924687,120739.94532784756,120685.7,call,1
2022-04-01 09:30:00,30.0,121415.0,121555.0,121405.0,121500.0,44686,121440.0,121426.66666666667,120095.0,121598.49311912127,121435.0,121271.50688087873,95570.0,126.02514027061989,160.84670220788925,-34.821561937269365,73.17073170731707,33.30837255740967,66.24794658194774,15.0,0.014284094846206408,17.239915074313313,57.901902051334424,121456.94664882545,120707.05,call,1
2022-04-01 10:00:00,-140.0,121290.0,121435.0,121270.0,121410.0,76855,121317.0,121351.42857142857,120095.0,121476.8499622926,121344.25,121211.6500377074,-2510.0,-19.102588666049996,-20.06117141227953,0.9585827462295349,87.8048780487805,51.81731229076987,58.35817588247081,95.0,0.007402603589135026,144.3357783211378,22.670659902116533,121320.78579743499,121000.5,call,0
2022-04-01 10:17:00,180.0,121600.0,121715.0,121580.0,121670.0,54059,121679.0,121541.66666666667,120095.0,121833.10416588983,121553.75,121274.39583411017,110478.0,80.92703786409402,75.4372164741657,5.4898213899283235,42.857142857142854,23.17460317460306,62.47788964350247,60.0,0.006001753926954123,29.30288877354256,42.85824994793877,121649.0429780122,121187.15,call,1
2022-04-01 10:31:00,-105.0,121515.0,121570.0,121475.0,121560.0,33586,121522.0,121587.38095238095,120095.0,121736.47019715773,121580.25,121424.02980284227,67558.0,2.3104544977395562,13.399460053769172,-11.089005556029615,79.16666666666667,57.45614035087707,52.95622856751232,45.0,0.004920018692344819,-7.127545551993485,24.533790299515296,121535.18924516004,121345.3,call,0
2022-04-01 10:38:00,-130.0,121540.0,121630.0,121535.0,121595.0,31513,121554.0,121545.47619047618,120095.0,121610.38689821392,121542.75,121475.11310178608,46282.0,8.059161453304114,8.321335816365787,-0.2621743630616731,78.7878787878788,56.45743145743133,55.02615038547356,115.0,0.004017213299967182,107.5458871515475,24.060896969219378,121558.97978358658,121424.95,call,0
2022-04-01 10:58:00,-70.0,121550.0,121595.0,121535.0,121585.0,31321,121543.0,121625.47619047618,120095.0,121797.39366185396,121627.0,121456.60633814604,119623.0,-9.99799168224854,5.90463103613404,-15.90262271838258,93.54838709677419,70.43010752688159,48.85625000577477,-155.0,0.003030348779087255,-41.278295605849394,23.510218109573465,121576.86013899677,121514.45,call,0
2022-04-01 11:04:00,-85.0,121595.0,121620.0,121550.0,121605.0,20143,121617.0,121625.23809523809,120095.0,121777.41557193537,121622.0,121466.58442806463,119905.0,-0.014905910735251382,0.3684454711466462,-0.3833513818818976,46.875,47.446236559139635,50.473939920418246,105.0,0.0024077115322596043,26.748971193453965,18.477172770876702,121601.65018427717,121520.85,call,0
2022-04-01 11:23:00,-80.0,121750.0,121830.0,121750.0,121830.0,24817,121766.0,121737.61904761905,120095.0,121869.7889939179,121744.75,121619.7110060821,134089.0,39.085484471623204,41.2751775494147,-2.189693077791496,88.88888888888889,51.851851851851706,61.979551772692275,45.0,0.003020276767018437,62.15975011154934,17.42490510663006,121773.43617990932,121575.8,call,0
2022-04-01 11:29:00,60.0,121755.0,121805.0,121750.0,121800.0,13978,121804.0,121783.80952380953,120095.0,121863.80604225426,121788.5,121713.19395774574,196790.0,33.250272138931905,39.071416756559174,-5.821144617627269,32.35294117647059,27.45098039215671,54.48658820767193,20.0,0.0033619407714180483,-21.97599261314822,15.162543354821407,121794.24989394614,121602.1,call,1
2022-04-01 11:36:00,85.0,121760.0,121780.0,121725.0,121765.0,15031,121744.0,121780.0,120095.0,121864.18300900122,121780.25,121696.31699099878,140022.0,9.061046082701068,19.605801006973984,-10.544754924272915,75.0,63.553639846743145,51.33173105421876,-5.0,0.0032373723865886106,-54.88636363632478,11.794778020926575,121761.3997473589,121634.7,call,1
2022-04-01 11:43:00,0.0,121700.0,121790.0,121690.0,121760.0,31684,121708.0,121759.52380952382,120095.0,121856.2297361066,121756.0,121655.7702638934,125936.0,-7.774179500964237,-1.1280917818992677,-6.64608771906497,77.77777777777777,44.098765432098595,52.61625418689986,55.0,0.002571028772324624,30.921985815584794,10.664119337835706,121724.88874829732,121658.75,call,0
2022-04-01 11:49:00,-65.0,121755.0,121790.0,121740.0,121775.0,21572,121795.0,121753.57142857143,120095.0,121834.72903928532,121751.25,121667.77096071468,176091.0,10.681032674270682,6.061284131437974,4.619748542832708,31.818181818181817,46.02272727272709,52.260294198488445,95.0,0.002190714652794412,33.771929824527284,12.059841253402807,121772.96507603365,121673.3,call,0
2022-04-01 11:59:00,-65.0,121790.0,121840.0,121780.0,121835.0,16958,121820.0,121786.42857142857,120095.0,121884.17699822022,121791.75,121699.32300177978,216769.0,18.98133733382565,18.48249409774664,0.4988432360790114,68.42105263157895,28.488835725677635,57.06409896279244,60.0,0.0020687049571810334,9.523809523754796,16.974959478298278,121815.02960256686,121688.75,call,0
2022-04-01 12:20:00,-50.0,121740.0,121785.0,121740.0,121780.0,22038,121752.0,121838.33333333333,120095.0,121968.57061170481,121839.75,121710.92938829519,121774.0,-19.09095446698484,-4.272721237429422,-14.818233229555418,92.85714285714286,48.452380952380764,44.81433917031797,-100.0,0.0019134588415514742,-57.583180240857835,21.01772496007464,121779.97266180518,121751.1,call,0
2022-04-01 15:21:00,115.0,121660.0,121695.0,121630.0,121685.0,22692,121692.0,121621.90476190476,120095.0,121758.90765951244,121629.0,121499.09234048756,-76465.0,45.24165712254762,43.153055187241854,2.0886019353057677,46.15384615384615,29.622132253710998,61.925291437475174,100.0,0.001413404776373639,22.50247279921821,30.616383545658802,121675.38302909379,121543.6,call,1
2022-04-01 15:29:00,-90.0,121605.0,121645.0,121565.0,121635.0,17909,121595.0,121648.57142857143,120095.0,121756.07723882656,121651.25,121546.42276117344,-119615.0,8.407291868890752,22.14253504621857,-13.735243177327817,90.9090909090909,54.37510237510218,52.60694337772585,-40.0,0.0019703867185638657,-53.030303030330806,22.236602149154958,121622.4503224184,121546.25,call,0
2022-04-01 15:38:00,40.0,121660.0,121715.0,121650.0,121695.0,22167,121686.0,121666.42857142857,120095.0,121764.81216982544,121664.25,121563.68783017456,-61782.0,20.99236608715728,23.0731661285756,-2.080800041418321,54.16666666666667,29.783950617283768,55.854321807023766,90.0,0.0022739731400323038,39.733707077777446,21.61462903094665,121681.93053302787,121553.0,call,1
2022-04-01 15:47:00,-75.0,121655.0,121685.0,121625.0,121670.0,22576,121661.0,121674.04761904762,120095.0,121748.26772498782,121679.5,121610.73227501218,-31208.0,6.306370596663328,12.518831890126759,-6.212461293463431,50.0,40.035087719298055,51.31494752894776,15.0,0.0022230122732835866,-61.49870801031998,15.667241369379648,121668.77318535684,121564.0,call,0
2022-04-01 16:00:00,70.0,121710.0,121750.0,121705.0,121735.0,16136,121716.0,121696.66666666667,120095.0,121768.1523319243,121695.25,121622.3476680757,45821.0,15.887394920035149,16.225040785236814,-0.3376458652016652,70.96774193548387,41.93548387096754,56.941759767603465,45.0,0.002026538336874495,46.40753828033212,13.414672903095127,121716.47629764031,121596.8,call,1
2022-04-01 16:07:00,115.0,121685.0,121725.0,121680.0,121710.0,14160,121688.0,121706.19047619047,120095.0,121768.86049621881,121708.0,121647.13950378119,-9844.0,3.6523030204552924,8.987798460605266,-5.335495440149973,68.75,34.510869565217185,52.68422512167506,-10.0,0.0018482750624215782,-23.973727422037154,10.49602731102803,121698.8784340549,121615.15,call,1
2022-04-01 16:25:00,45.0,121580.0,121640.0,121575.0,121635.0,24428,121589.0,121624.04761904762,120095.0,121700.82892870007,121622.0,121543.17107129993,-86140.0,-22.853797871721326,-23.985772229237497,1.131974357516171,94.44444444444444,73.14814814814794,50.88188485857178,-5.0,-7.954996006365178e-06,53.164556962072,20.156954425707408,121601.59085255771,121627.35,call,1
2022-04-01 17:03:00,95.0,121965.0,122030.0,121965.0,122015.0,20300,122003.0,121895.23809523809,120095.0,122253.07278056996,121908.25,121563.42721943004,7419.0,97.03321814074297,102.57385458417511,-5.540636443432135,37.83783783783784,19.46477208105092,61.945459884846976,105.0,0.003614478182090153,-0.6320541760502109,37.94470165087798,122003.1306358302,121700.8,call,1
2022-04-01 17:12:00,10.0,121890.0,121965.0,121885.0,121935.0,28885,121905.0,121982.85714285714,120095.0,122155.16264363032,121986.0,121816.83735636968,-1737.0,27.285972621117253,51.46278687328496,-24.17681425216771,73.91304347826087,36.36991028295353,53.90124716002616,-35.0,0.0049013457088298296,-42.09575429089307,28.414688034518147,121925.39381370832,121726.65,call,1
2022-04-01 17:37:00,-50.0,121945.0,121980.0,121935.0,121975.0,6034,121958.0,121977.85714285714,120095.0,122038.80094338859,121980.5,121922.19905661141,4294.0,5.6159777487191604,11.291043517200498,-5.675065768481337,75.0,52.777777777777565,53.541492118790934,-10.0,0.003727217678650696,-33.110218652430184,20.484602366115194,121962.04312412732,121794.4,call,0
2022-04-01 17:44:00,-50.0,121965.0,122045.0,121965.0,122020.0,13039,121978.0,121975.71428571429,120095.0,122031.1847455814,121973.75,121916.3152544186,12503.0,8.400865880626952,7.87390359200085,0.5269622886261018,78.26086956521739,42.75362318840558,59.198555298964365,65.0,0.003085637568767119,164.14451261088124,20.121929751796102,121977.60812218499,121813.55,call,0
2022-04-01 17:51:00,-100.0,122000.0,122070.0,122000.0,122040.0,5202,122041.0,121993.33333333333,120095.0,122082.76123115282,121996.5,121910.23876884718,20503.0,22.59544253158674,19.18298142936104,3.412461102225702,62.96296296296296,60.30389363722674,55.51985834911014,70.0,0.0028230394112371826,58.12960807138101,19.61170142519392,122028.52929886566,121840.05,call,0
2022-04-04 12:04:00,20.0,121375.0,121410.0,121365.0,121400.0,9115,121396.0,121364.28571428571,120095.0,121462.7920993509,121368.5,121274.2079006491,-965188.0,7.783870450788527,5.0822029948204674,2.7016674559680594,52.94117647058824,31.045751633986658,53.2695443754292,10.0,-0.0004870912997501087,14.814814814794284,7.963366178518183,121388.94197721287,121371.45,call,1
2022-04-04 12:15:00,-40.0,121350.0,121400.0,121330.0,121400.0,14459,121354.0,121375.23809523809,120095.0,121432.17828762076,121376.0,121319.82171237924,-988014.0,-2.980513992573833,-2.047675234560222,-0.9328387580136113,100.0,68.19645732689186,54.41069222984076,25.0,-0.00028364647201017945,29.976851851860147,10.137529161681085,121365.43015302742,121363.9,call,0
2022-04-04 13:18:00,-30.0,121345.0,121370.0,121340.0,121370.0,16205,121367.0,121323.09523809524,120095.0,121391.74238309664,121322.0,121252.25761690336,-1094967.0,30.279665255409782,27.459451776474346,2.820213478935436,61.53846153846153,61.08299595141674,60.78149452805891,35.0,0.0002824291353897834,74.6438746439084,30.4299423728433,121350.28116118335,121296.4,call,0
2022-04-04 13:49:00,5.0,121380.0,121410.0,121370.0,121410.0,10702,121381.0,121418.09523809524,120095.0,121482.34535044499,121416.75,121351.15464955501,-1128668.0,-2.2091706374048954,4.352917453225028,-6.562088090629923,100.0,77.02020202020178,53.26729339189688,5.0,0.002246202714673018,-9.523809523816949,19.511931129073023,121392.82890840065,121312.75,call,1
2022-04-04 13:56:00,-50.0,121380.0,121405.0,121365.0,121395.0,7579,121389.0,121395.95238095238,120095.0,121434.86423575989,121393.5,121352.13576424011,-1125655.0,-3.079090436833212,-2.0885517906822395,-0.9905386461509726,76.92307692307692,69.71509971509944,50.29373015203444,30.0,0.0017368438487874727,36.29629629626964,14.878053565683617,121389.82968109104,121315.3,call,0
2022-04-04 14:09:00,30.0,121315.0,121345.0,121305.0,121340.0,19675,121318.0,121362.85714285714,120095.0,121447.84414691324,121360.5,121273.15585308676,-1128397.0,-21.276523876585998,-17.55481979390734,-3.7217040826786594,91.66666666666667,69.30199430199404,45.62213224920948,-60.0,0.0005826782270457187,-32.11097376735328,17.884882696682215,121330.43845666529,121318.45,call,1
2022-04-04 14:52:00,-45.0,121390.0,121420.0,121390.0,121405.0,12336,121398.0,121369.04761904762,120095.0,121434.60148204216,121370.5,121306.39851795784,-1004583.0,14.53228644230694,11.815568028203666,2.7167184141032745,63.63636363636363,63.333333333333094,58.92823367088511,35.0,6.675030594927023e-05,67.89441375074229,21.515448742787818,121393.9551313447,121376.1,call,0
2022-04-04 15:06:00,-45.0,121365.0,121420.0,121340.0,121385.0,32761,121376.0,121394.28571428571,120095.0,121435.08702940463,121393.75,121352.41297059537,-1015968.0,0.15338653115031775,4.737167524797142,-4.583780993646824,56.25,49.7685185185183,50.7485546697451,-45.0,0.0005444963170564421,-40.46461372230488,19.135859268244,121381.35250347803,121377.2,call,0
2022-04-04 15:26:00,-80.0,121345.0,121420.0,121345.0,121415.0,21791,121372.0,121355.0,120095.0,121419.76462102812,121353.5,121287.23537897188,-928288.0,1.5815310033940477,-4.526841385168324,6.108372388562372,94.73684210526316,57.372598162071625,56.97794282697165,85.0,-9.411243691026527e-05,141.61735700191025,20.599267180560684,121368.38571689348,121362.75,call,0
2022-04-04 15:41:00,-45.0,121520.0,121605.0,121485.0,121600.0,48981,121537.0,121505.47619047618,120095.0,121691.87908071023,121510.0,121328.12091928977,-851468.0,44.819212394038914,47.722343493589804,-2.9031310995508903,96.77419354838709,58.422939068100106,62.753554118650925,65.0,0.001940082318463432,10.889774236343074,31.058540892326764,121549.32470248351,121387.7,call,0
