,Data,Open,High,Low,Close,Vol,MA_5,MA_21,BB_up,BB_mid,BB_low,macd,macdsignal,macdhist,RSI,dist_bb,dist_bb_up,dist_bb_low,dist_media,dist_media_abs,dist_price_media_21,dist_price_media_5,dist_RSI_70,dist_RSI_30,tamanho_corpo,tamanho_full,media_vol_5,media_vol_3,media_vol_10,tamanho_corpo_5,tamanho_corpo_direcao,candle_direcao,candle_direcao_5,candle_direcao_3,candle_direcao_10,tamanho_pra_baixo,tamanho_abaixo,tamanho_pra_cima,tamanho_acima,proximo_candle,pos_BB_inicial,verifica_tamanho,acao,stop,tp,resultado_binario
89324,2022-11-28 10:00:00,109595.0,109830.0,109510.0,109815.0,89361,109594.0,109538.09523809524,109701.34205143967,109535.75,109370.15794856033,23.911055231204955,3.1869131393799153,20.72414209182504,64.30062581950371,367.9823365326156,-95.2588317336922,-463.2411682663078,55.90476190476329,55.90476190476329,-276.9047619047633,-221.0,-5.699374180496292,34.30062581950371,220.0,320.0,34010.4,40208.0,35498.3,88.0,220.0,1,0.6,0.6666666666666666,0.5,85.0,305.0,235.0,15.0,-160.0,1,0.9361698143958237,sell,109865.0,109715.0,1.0
89335,2022-11-28 10:11:00,109145.0,109190.0,109020.0,109040.0,68852,109271.0,109490.71428571429,109791.16761359358,109485.5,109179.83238640642,-81.43275626862305,-26.414191029866082,-55.01856523875697,33.655286058699055,679.2613635412999,785.13068177065,105.86931822935003,-219.71428571428987,219.71428571428987,450.7142857142899,231.0,-36.344713941300945,3.6552860586990548,105.0,170.0,62588.8,78143.0,56335.9,140.0,-105.0,0,0.2,0.0,0.3,125.0,20.0,45.0,150.0,5.0,-1,0.8399993280005376,call,108990.0,109140.0,1.0
89351,2022-11-28 10:27:00,109290.0,109555.0,109265.0,109480.0,83843,109283.0,109183.80952380953,109417.68683640317,109171.75,108925.81316359683,-25.71668210622738,-72.1998190124796,46.48313690625221,60.124609771688775,546.526303118153,-34.986848440923495,-581.5131515590765,99.19047619047342,99.19047619047342,-296.1904761904734,-197.0,-9.875390228311225,30.124609771688775,190.0,290.0,42973.6,47703.0,41894.1,62.0,190.0,1,0.8,1.0,0.7,25.0,215.0,265.0,75.0,-55.0,1,0.7169808615166561,sell,109530.0,109380.0,1.0
89373,2022-11-28 10:49:00,109275.0,109285.0,109080.0,109165.0,72575,109323.0,109351.66666666667,109534.23651320029,109351.75,109169.26348679971,-7.468249638550333,12.654725626268117,-20.12297526481845,43.05933493365309,405.52558488954674,389.51279244477337,-16.012792444773368,-28.666666666671517,28.666666666671517,186.66666666667152,158.0,-26.94066506634691,13.05933493365309,110.0,205.0,44556.2,44744.333333333336,36324.0,93.0,-110.0,0,0.2,0.0,0.3,195.0,85.0,10.0,120.0,-10.0,-1,0.5641022748193463,call,109115.0,109265.0,1.0
89408,2022-11-28 11:24:00,109415.0,109485.0,109385.0,109480.0,28367,109349.0,109288.09523809524,109439.12798948272,109278.25,109117.37201051728,11.045071756641846,-13.579016425367293,24.62408818200914,59.78669737189607,357.50664329490974,-22.996678352545132,-380.50332164745487,60.90476190476329,60.90476190476329,-191.9047619047633,-131.0,-10.213302628103932,29.786697371896068,65.0,100.0,33104.8,36005.666666666664,33442.6,65.0,65.0,1,1.0,1.0,0.7,30.0,95.0,70.0,5.0,-30.0,1,0.9285701020427113,sell,109530.0,109380.0,0.0
89419,2022-11-28 11:35:00,109885.0,109940.0,109810.0,109845.0,70825,109759.0,109440.0,109829.75811999221,109448.75,109067.74188000779,125.30777762185608,71.95475638034556,53.35302124151052,69.29948144912697,846.6847110938106,27.09235554690531,-819.5923555469053,319.0,319.0,-405.0,-86.0,-0.7005185508730278,39.29948144912697,40.0,130.0,67289.8,68542.33333333333,54264.6,92.0,-40.0,0,0.8,0.6666666666666666,0.7,75.0,35.0,55.0,95.0,-15.0,1,0.7272714049610819,sell,109895.0,109745.0,0.0
89446,2022-11-28 12:02:00,109870.0,109975.0,109805.0,109975.0,52575,109841.0,109663.80952380953,109946.75793617178,109676.0,109405.24206382822,89.85093750077067,68.69933259495099,21.15160490581968,67.64804565677706,601.6843026039423,1.842151301971171,-599.8421513019712,177.19047619047342,177.19047619047342,-311.1904761904734,-134.0,-2.3519543432229426,37.64804565677706,105.0,170.0,46892.8,54387.666666666664,37493.3,67.0,105.0,1,0.8,1.0,0.7,65.0,170.0,105.0,0.0,-160.0,1,0.9999990476199546,sell,110025.0,109875.0,1.0
89457,2022-11-28 12:13:00,109830.0,109960.0,109820.0,109940.0,33233,109786.0,109790.0,109928.03395137636,109792.75,109657.46604862364,47.80585729048471,51.27178190155051,-3.4659246110658017,62.259413582835776,300.6310030585737,3.0655015292868484,-297.56550152928685,-4.0,4.0,-150.0,-154.0,-7.740586417164224,32.259413582835776,110.0,140.0,20459.4,22747.666666666668,24201.9,61.0,110.0,1,0.8,1.0,0.6,10.0,120.0,130.0,20.0,60.0,1,0.8461531952667728,sell,109990.0,109840.0,0.0
89492,2022-11-28 12:48:00,109690.0,109690.0,109605.0,109625.0,26657,109710.0,109747.38095238095,109834.01835540679,109747.25,109660.48164459321,-29.628466470298008,-19.423539968822922,-10.204926501475086,37.794237746354256,192.81856757064816,218.65928378532408,25.840716214675922,-37.38095238094684,37.38095238094684,122.38095238094684,85.0,-32.205762253645744,7.794237746354256,65.0,85.0,16309.8,20447.666666666668,17900.9,33.0,-65.0,0,0.0,0.0,0.4,85.0,20.0,0.0,65.0,-30.0,-1,0.7647049827000203,call,109575.0,109725.0,0.0
89550,2022-11-28 13:46:00,109640.0,109665.0,109605.0,109605.0,10463,109654.0,109685.23809523809,109757.12847531053,109686.0,109614.87152468947,-28.045225628011394,-23.81037139099704,-4.234854237014353,40.21760779630692,158.06327846783097,160.03163923391548,1.9683607660845155,-31.238095238091773,31.238095238091773,80.23809523809177,49.0,-29.782392203693078,10.217607796306922,35.0,60.0,17500.8,13980.333333333334,14914.1,32.0,-35.0,0,0.4,0.3333333333333333,0.4,35.0,0.0,25.0,60.0,45.0,-1,0.999997142865306,call,109555.0,109705.0,1.0
89567,2022-11-28 14:03:00,109705.0,109715.0,109405.0,109505.0,80700,109660.0,109660.47619047618,109740.08259860045,109660.5,109580.91740139955,-14.861428363743471,-9.874164097083018,-4.987264266660453,32.24114603528377,176.85021911209333,243.92510955604666,67.07489044395334,-0.4761904761835467,0.4761904761835467,155.47619047618355,155.0,-37.75885396471623,2.2411460352837693,200.0,310.0,25745.2,35792.333333333336,18549.3,57.0,-200.0,0,0.6,0.3333333333333333,0.6,300.0,100.0,10.0,210.0,80.0,-1,0.6666664444445186,call,109455.0,109605.0,1.0
89590,2022-11-28 14:26:00,109580.0,109700.0,109570.0,109675.0,24553,109577.0,109552.85714285714,109652.18270134772,109551.75,109451.31729865228,-3.0869366585247917,-15.668234447984855,12.581297789460063,60.08570418049951,223.1837807726988,-11.658109613650595,-234.8418903863494,24.142857142855064,24.142857142855064,-122.14285714285506,-98.0,-9.914295819500488,30.085704180499512,95.0,130.0,15982.2,16417.333333333332,16780.2,40.0,95.0,1,0.4,0.6666666666666666,0.4,10.0,105.0,120.0,25.0,15.0,1,0.7916660069449942,sell,109725.0,109575.0,0.0
89601,2022-11-28 14:37:00,109755.0,109855.0,109755.0,109815.0,35610,109746.0,109663.09523809524,109812.4391251526,109667.5,109522.5608748474,46.03299074621464,32.69474111136231,13.338249634852325,66.88225341102864,322.086944783543,13.543472391771502,-308.5434723917715,82.90476190476329,82.90476190476329,-151.9047619047633,-69.0,-3.1177465889713574,36.88225341102864,60.0,100.0,17528.6,19926.333333333332,15580.7,33.0,60.0,1,0.4,0.6666666666666666,0.6,0.0,60.0,100.0,40.0,-35.0,1,0.5999994000005999,sell,109865.0,109715.0,1.0
89617,2022-11-28 14:53:00,109610.0,109675.0,109535.0,109545.0,31972,109609.0,109682.38095238095,109792.50709228942,109679.0,109565.49290771058,-18.23631795005349,-1.629643697987091,-16.606674252066398,37.07253125775309,252.23798286539386,260.11899143269693,7.88100856730307,-73.38095238094684,73.38095238094684,137.38095238094684,64.0,-32.92746874224691,7.072531257753091,65.0,140.0,15551.2,16697.666666666668,15020.9,28.0,-65.0,0,0.4,0.3333333333333333,0.5,75.0,10.0,65.0,130.0,-20.0,-1,0.8666655111126518,call,109495.0,109645.0,0.0
89649,2022-11-28 15:25:00,109740.0,109745.0,109615.0,109625.0,26313,109684.0,109709.52380952382,109786.1696108091,109710.5,109634.8303891909,10.17605168488808,19.737672797425255,-9.561621112537175,43.83365557096969,168.15469068687526,169.57734534343763,1.422654656562372,-25.523809523816453,25.523809523816453,84.52380952381645,59.0,-26.16634442903031,13.83365557096969,115.0,130.0,19838.4,16922.333333333332,18083.3,50.0,-115.0,0,0.6,0.6666666666666666,0.5,125.0,10.0,5.0,120.0,55.0,-1,0.9199992640005887,call,109575.0,109725.0,0.0
89667,2022-11-28 15:43:00,109585.0,109595.0,109490.0,109515.0,30087,109598.0,109613.80952380953,109699.77355464383,109608.75,109517.72644535617,-21.466412952868268,-17.113621874256506,-4.352791078611762,38.925035107336406,202.2745658752101,194.88728293760505,-7.38728293760505,-15.809523809526581,15.809523809526581,98.80952380952658,83.0,-31.074964892663594,8.925035107336406,70.0,105.0,16828.2,20446.666666666668,15348.2,41.0,-70.0,0,0.4,0.0,0.5,95.0,25.0,10.0,80.0,-30.0,-1,0.7368413296407056,call,109465.0,109615.0,0.0
89680,2022-11-28 15:56:00,109475.0,109480.0,109345.0,109385.0,54293,109470.0,109531.66666666667,109662.18463163999,109527.5,109392.81536836001,-41.32748128133244,-36.2091383963669,-5.118342884965536,35.66233259652094,299.2991814221896,292.1495907110948,-7.149590711094788,-61.66666666667152,61.66666666667152,146.66666666667152,85.0,-34.33766740347906,5.66233259652094,90.0,135.0,32367.4,33473.0,26153.9,46.0,-90.0,0,0.4,0.3333333333333333,0.6,130.0,40.0,5.0,95.0,-40.0,-1,0.6923071597637233,call,109335.0,109485.0,0.0
89697,2022-11-28 16:13:00,109480.0,109575.0,109475.0,109545.0,24677,109463.0,109453.33333333333,109536.5535713536,109451.5,109366.4464286464,-11.151105530167115,-22.4921092171667,11.341003686999585,56.775204950026556,189.0079363413097,1.0039681706548436,-188.00396817065484,9.666666666671517,9.666666666671517,-91.66666666667152,-82.0,-13.224795049973444,26.775204950026556,65.0,100.0,18846.6,20971.666666666668,16902.9,39.0,65.0,1,0.8,1.0,0.5,5.0,70.0,95.0,30.0,-75.0,1,0.684209806094941,sell,109595.0,109445.0,1.0
89733,2022-11-28 16:49:00,109360.0,109360.0,109280.0,109300.0,20526,109349.0,109379.76190476191,109451.46999387506,109378.0,109304.53000612494,-19.293949604587397,-13.296461487579638,-5.997488117007759,40.73013146098625,163.2666530556744,159.6333265278372,-3.6333265278371982,-30.761904761908227,30.761904761908227,79.76190476190823,49.0,-29.26986853901375,10.73013146098625,60.0,80.0,15615.4,17939.333333333332,14455.5,34.0,-60.0,0,0.2,0.3333333333333333,0.3,80.0,20.0,0.0,60.0,-40.0,-1,0.7499990625011719,call,109250.0,109400.0,0.0
89747,2022-11-28 17:03:00,109385.0,109455.0,109380.0,109450.0,23335,109395.0,109340.95238095238,109441.92564649787,109338.0,109234.07435350213,5.299633360598818,-12.527366486864116,17.826999847462936,59.92153170840039,230.94588110636687,3.4729405531834345,-227.47294055318343,54.047619047618355,54.047619047618355,-109.04761904761835,-55.0,-10.078468291599613,29.921531708400387,65.0,75.0,16688.4,16286.666666666666,17514.5,29.0,65.0,1,0.6,0.6666666666666666,0.7,5.0,70.0,70.0,5.0,-30.0,1,0.9285701020427113,sell,109500.0,109350.0,0.0
89762,2022-11-28 17:18:00,109355.0,109400.0,109330.0,109330.0,25177,109389.0,109413.33333333333,109488.60897034213,109414.75,109340.89102965787,3.066232049750397,13.592612073124869,-10.526380023374472,43.10479417003614,164.1310452047328,166.8155226023664,2.6844773976336,-24.333333333328483,24.333333333328483,83.33333333332848,59.0,-26.895205829963857,13.104794170036143,25.0,70.0,17432.8,22418.333333333332,16953.3,36.0,-25.0,0,0.4,0.3333333333333333,0.5,25.0,0.0,45.0,70.0,40.0,-1,0.999996000016,call,109280.0,109430.0,0.0
89779,2022-11-28 17:35:00,109375.0,109440.0,109370.0,109435.0,19793,109373.0,109362.85714285714,109422.14981527066,109361.25,109300.35018472934,-0.33827503815700766,-6.58395809965906,6.245683061502052,56.869905754530116,135.33292282366892,-6.083538588165538,-141.41646141183446,10.142857142855064,10.142857142855064,-72.14285714285506,-62.0,-13.130094245469884,26.869905754530116,60.0,70.0,11787.0,12314.0,13975.3,33.0,60.0,1,0.6,0.6666666666666666,0.6,5.0,65.0,65.0,5.0,10.0,1,0.9230755029607647,sell,109485.0,109335.0,0.0
89790,2022-11-28 17:46:00,109555.0,109600.0,109540.0,109590.0,12013,109538.0,109427.38095238095,109571.62337465234,109433.0,109294.37662534766,47.04993644745264,27.285226565941713,19.764709881510925,66.43165869651355,308.0519436718314,-2.9740281640843023,-311.0259718359157,110.61904761905316,110.61904761905316,-162.61904761905316,-52.0,-3.5683413034864486,36.43165869651355,35.0,60.0,18466.8,25074.0,14610.6,48.0,35.0,1,0.4,0.6666666666666666,0.5,15.0,50.0,45.0,10.0,65.0,1,0.7777760493865569,sell,109640.0,109490.0,0.0
89806,2022-11-28 18:02:00,109485.0,109520.0,109415.0,109420.0,18302,109521.0,109560.0,109669.33894540055,109564.75,109460.16105459945,13.179407695221016,36.31871766631298,-23.13930997109196,38.92485034470802,232.41987866788986,260.95993933394493,28.54006066605507,-39.0,39.0,140.0,101.0,-31.07514965529198,8.92485034470802,65.0,105.0,14287.0,16237.666666666666,12256.7,48.0,-65.0,0,0.2,0.0,0.4,70.0,5.0,35.0,100.0,-45.0,-1,0.9285701020427113,call,109370.0,109520.0,0.0
89826,2022-11-28 18:22:00,109375.0,109460.0,109370.0,109425.0,4535,109388.0,109355.23809523809,109413.85822499878,109352.0,109290.14177500122,-18.855853616740205,-31.190014464529337,12.334160847789132,54.03285509972085,137.46272221952677,-4.268638890236616,-141.73136110976338,32.76190476190823,32.76190476190823,-69.76190476190823,-37.0,-15.967144900279152,24.032855099720848,50.0,90.0,5181.2,3850.6666666666665,6213.0,27.0,50.0,1,0.6,0.6666666666666666,0.6,5.0,55.0,85.0,35.0,-5.0,1,0.5882346020769387,sell,109475.0,109325.0,
89865,2022-11-29 09:36:00,110260.0,110310.0,110205.0,110300.0,28297,110222.0,110209.76190476191,110295.11236204128,110213.0,110130.88763795872,31.516247218911303,36.80601922173003,-5.289772002818729,58.75809892721738,182.4719156473002,4.2359578236500965,-178.2359578236501,12.238095238091773,12.238095238091773,-90.23809523809177,-78.0,-11.241901072782618,28.758098927217382,40.0,105.0,24752.4,24497.666666666668,26991.4,55.0,40.0,1,0.6,1.0,0.5,55.0,95.0,50.0,10.0,15.0,1,0.7999984000032,sell,110350.0,110200.0,1.0
89880,2022-11-29 09:51:00,110180.0,110195.0,110070.0,110075.0,29367,110163.0,110195.95238095238,110298.9335894995,110193.75,110088.5664105005,-9.052737969788723,3.069434459638006,-12.12217242942673,42.29338514933259,233.74130999890622,235.6206549994531,1.8793450005468912,-32.952380952381645,32.952380952381645,120.95238095238165,88.0,-27.706614850667407,12.293385149332593,105.0,125.0,21913.4,20650.333333333332,23108.8,37.0,-105.0,0,0.4,0.0,0.5,110.0,5.0,15.0,120.0,15.0,-1,0.9545445867776483,call,110025.0,110175.0,0.0
89904,2022-11-29 10:15:00,109975.0,109980.0,109790.0,109820.0,88180,109953.0,110000.0,110115.22490115406,109998.25,109881.27509884594,-41.05817379133077,-31.58808156838591,-9.470092222944864,34.23322396856725,259.94422478677006,308.22211239338503,48.27788760661497,-47.0,47.0,180.0,133.0,-35.76677603143275,4.233223968567252,155.0,190.0,46625.6,47128.333333333336,46411.6,48.0,-155.0,0,0.4,0.3333333333333333,0.5,185.0,30.0,5.0,160.0,35.0,-1,0.8378373849527648,call,109770.0,109920.0,0.0
89918,2022-11-29 10:29:00,109915.0,110150.0,109875.0,110120.0,68239,109956.0,109931.90476190476,110063.20642187283,109921.5,109779.79357812717,-11.374215619114693,-33.52936213799843,22.15514651888374,62.60925824580242,314.9031597173889,-41.04842014130554,-355.95157985869446,24.09523809523671,24.09523809523671,-188.0952380952367,-164.0,-7.3907417541975775,32.60925824580242,205.0,275.0,39309.8,39952.666666666664,32806.2,79.0,205.0,1,0.8,1.0,0.8,40.0,245.0,235.0,30.0,65.0,1,0.8723400543233811,sell,110170.0,110020.0,0.0
89937,2022-11-29 10:48:00,110115.0,110125.0,109985.0,109995.0,40700,110081.0,110105.23809523809,110225.45580201143,110114.5,110003.54419798857,13.672637676616432,24.844331833241736,-11.171694156625303,45.210246964433686,246.56844891430228,242.78422445715114,-3.78422445715114,-24.238095238091773,24.238095238091773,110.23809523809177,86.0,-24.789753035566314,15.210246964433686,120.0,140.0,34347.6,34592.666666666664,32040.6,55.0,-120.0,0,0.6,0.3333333333333333,0.6,130.0,10.0,10.0,130.0,125.0,-1,0.9230762130182977,call,109945.0,110095.0,1.0
89956,2022-11-29 11:07:00,110310.0,110360.0,110305.0,110360.0,31060,110266.0,110151.19047619047,110345.56959728536,110153.25,109960.93040271464,56.53715912238113,38.25153385263485,18.285625269746276,63.6777272529344,427.3768828563334,6.938441428166698,-420.4384414281667,114.80952380952658,114.80952380952658,-208.80952380952658,-94.0,-6.322272747065597,33.6777272529344,50.0,55.0,31530.8,36498.666666666664,31184.8,48.0,50.0,1,1.0,1.0,0.8,5.0,55.0,50.0,0.0,15.0,1,0.999998000004,sell,110410.0,110260.0,1.0
89985,2022-11-29 11:36:00,111285.0,111480.0,111255.0,111480.0,75745,111235.0,111031.42857142857,111360.38025269576,111052.5,110744.61974730424,211.73857660227804,200.0682348683642,11.670341733913858,75.45332969475133,684.178339323902,-85.41083033804898,-769.589169661951,203.5714285714348,203.5714285714348,-448.5714285714348,-245.0,5.453329694751332,45.45332969475133,195.0,225.0,46673.0,57686.0,51498.6,87.0,195.0,1,0.8,1.0,0.6,30.0,225.0,195.0,0.0,50.0,1,0.9999994871797502,sell,111530.0,111380.0,0.0
90006,2022-11-29 11:57:00,111540.0,111795.0,111515.0,111785.0,77134,111563.0,111565.71428571429,111700.12880306151,111567.75,111435.37119693849,118.49005655095971,137.49162447866152,-19.001567927701814,71.63940645652018,294.1751179144776,-70.1624410427612,-364.3375589572388,-2.714285714289872,2.714285714289872,-219.28571428571013,-222.0,1.6394064565201774,41.63940645652018,245.0,280.0,29693.2,37495.666666666664,29156.9,74.0,245.0,1,0.6,0.6666666666666666,0.6,25.0,270.0,255.0,10.0,-50.0,1,0.9607839369474757,sell,111835.0,111685.0,1.0
90017,2022-11-29 12:08:00,111785.0,111975.0,111755.0,111970.0,87246,111757.0,111631.42857142857,111865.03850057632,111632.75,111400.46149942368,111.09107559427503,102.54785465731013,8.5432209369649,69.9008185359098,516.196667947399,-79.15166602630052,-595.3483339736995,125.57142857143481,125.57142857143481,-338.5714285714348,-213.0,-0.09918146409019357,39.900818535909806,185.0,220.0,42040.4,49917.666666666664,40345.1,83.0,185.0,1,1.0,1.0,0.6,30.0,215.0,190.0,5.0,50.0,1,0.9736836980612116,sell,112020.0,111870.0,0.0
90038,2022-11-29 12:29:00,111935.0,111975.0,111915.0,111975.0,23728,111872.0,111827.61904761905,111938.36797325962,111818.25,111698.13202674038,58.14245939148532,52.76780146775032,5.3746579237350005,67.92340608128201,266.92882946584723,-23.285585267076385,-290.2144147329236,44.38095238094684,44.38095238094684,-147.38095238094684,-103.0,-2.0765939187179896,37.92340608128201,40.0,60.0,24064.0,27733.333333333332,21355.5,43.0,40.0,1,1.0,1.0,0.6,20.0,60.0,40.0,0.0,-10.0,1,0.9999975000062499,sell,112025.0,111875.0,1.0
90060,2022-11-29 12:51:00,112265.0,112330.0,112195.0,112315.0,53859,112175.0,112038.09523809524,112254.60982718942,112046.0,111837.39017281058,88.20898973145813,68.94709023228219,19.26189949917594,71.81035613561542,463.577393754269,-37.2113031228655,-500.7886968771345,136.9047619047633,136.9047619047633,-276.9047619047633,-140.0,1.8103561356154216,41.81035613561542,50.0,135.0,37270.4,44921.333333333336,28787.7,68.0,50.0,1,1.0,1.0,0.7,70.0,120.0,65.0,15.0,-85.0,1,0.7692295858006372,sell,112365.0,112215.0,1.0
90095,2022-11-29 13:26:00,112255.0,112420.0,112250.0,112410.0,55952,112259.0,112275.71428571429,112384.07331703126,112270.25,112156.42668296874,6.5627538142871344,3.708431515534422,2.8543222987527126,63.30166549046727,252.94070451392327,-13.279647743038367,-266.22035225696163,-16.714285714289872,16.714285714289872,-134.28571428571013,-151.0,-6.698334509532728,33.30166549046727,155.0,170.0,26965.0,33056.333333333336,21500.4,56.0,155.0,1,0.8,0.6666666666666666,0.5,5.0,160.0,165.0,10.0,180.0,1,0.9393933700646242,sell,112460.0,112310.0,0.0
90142,2022-11-29 14:13:00,112445.0,112490.0,112370.0,112405.0,26386,112455.0,112505.95238095238,112587.00518056122,112504.0,112420.99481943878,-21.886302821614663,-9.988273480864937,-11.898029340749726,38.78668487718523,184.45595680270344,191.22797840135172,6.77202159864828,-50.952380952381645,50.952380952381645,100.95238095238165,50.0,-31.21331512281477,8.78668487718523,40.0,120.0,15967.4,19915.666666666668,17640.5,20.0,-40.0,0,0.4,0.3333333333333333,0.4,75.0,35.0,45.0,85.0,25.0,-1,0.5333326222231703,call,112355.0,112505.0,0.0
90162,2022-11-29 14:33:00,112475.0,112530.0,112455.0,112520.0,24702,112467.0,112407.85714285714,112506.27736260198,112408.0,112309.72263739802,-1.4778870279697003,-21.497495925319193,20.019608897349492,59.38339220704384,218.3941391154949,-2.8029304422525456,-221.19706955774745,59.142857142855064,59.142857142855064,-112.14285714285506,-53.0,-10.61660779295616,29.38339220704384,45.0,75.0,25932.6,25503.666666666668,23083.8,33.0,45.0,1,0.8,0.6666666666666666,0.7,20.0,65.0,55.0,10.0,-60.0,1,0.8181803305812171,sell,112570.0,112420.0,1.0
90187,2022-11-29 14:58:00,112380.0,112405.0,112355.0,112400.0,17699,112351.0,112323.80952380953,112395.8924506823,112316.75,112237.6075493177,-5.071369948025676,-18.99365576199419,13.922285813968514,55.62833938950801,175.8721126273158,4.6860563136579,-171.1860563136579,27.19047619047342,27.19047619047342,-76.19047619047342,-49.0,-14.371660610491993,25.628339389508007,20.0,50.0,17473.0,16680.666666666668,20505.6,29.0,20.0,1,0.8,1.0,0.7,25.0,45.0,25.0,5.0,-10.0,1,0.7999968000127999,sell,112450.0,112300.0,
90199,2022-11-29 15:10:00,112305.0,112325.0,112235.0,112250.0,28018,112320.0,112355.23809523809,112440.2865453517,112355.75,112271.2134546483,-12.016869212442543,-0.8955024006688597,-11.121366811773683,38.75687379429971,187.85898967043613,199.67949483521807,11.820505164781935,-35.23809523809177,35.23809523809177,105.23809523809177,70.0,-31.243126205700293,8.756873794299707,55.0,90.0,16646.0,16526.0,22708.9,28.0,-55.0,0,0.2,0.0,0.2,70.0,15.0,20.0,75.0,25.0,-1,0.7857131632669095,call,112200.0,112350.0,1.0
90230,2022-11-29 15:41:00,112230.0,112235.0,112195.0,112205.0,11679,112242.0,112267.14285714286,112321.35110120701,112268.0,112214.64889879299,-18.189182511749095,-15.295896347909686,-2.8932861638394094,39.73697247234868,118.5580026822281,122.27900134111405,3.7209986588859465,-25.142857142855064,25.142857142855064,62.142857142855064,37.0,-30.263027527651317,9.736972472348683,25.0,40.0,15878.6,12960.666666666666,14404.5,11.0,-25.0,0,0.2,0.3333333333333333,0.4,35.0,10.0,5.0,30.0,45.0,-1,0.7142836734752186,call,112155.0,112305.0,1.0
90244,2022-11-29 15:55:00,112405.0,112455.0,112385.0,112450.0,42056,112395.0,112304.76190476191,112433.40200963007,112309.0,112184.59799036993,36.22054886430851,19.73715401722611,16.4833948470824,66.30495307802097,276.4489102890366,-2.775544855481712,-279.2244551445183,90.23809523809177,90.23809523809177,-145.23809523809177,-55.0,-3.695046921979028,36.30495307802097,45.0,70.0,26314.6,26134.666666666668,23347.9,34.0,45.0,1,0.6,1.0,0.7,20.0,65.0,50.0,5.0,35.0,1,0.8999982000036,sell,112500.0,112350.0,0.0
90257,2022-11-29 16:08:00,112265.0,112270.0,112150.0,112180.0,54347,112266.0,112340.71428571429,112484.45819002426,112341.75,112199.04180997574,-17.971469759082538,-0.1146745693945963,-17.856795189687944,37.94332619418121,317.1293111650157,320.31465558250784,3.1853444174921606,-74.71428571428987,74.71428571428987,160.71428571428987,86.0,-32.05667380581879,7.9433261941812106,85.0,120.0,30465.4,33868.666666666664,30288.9,51.0,-85.0,0,0.6,0.3333333333333333,0.5,115.0,30.0,5.0,90.0,80.0,-1,0.7391297920610503,call,112130.0,112280.0,1.0
90268,2022-11-29 16:19:00,112185.0,112185.0,112115.0,112155.0,31378,112183.0,112249.76190476191,112328.39062449132,112242.0,112155.60937550868,-36.18244825043075,-26.319180632674303,-9.86326761775645,38.609039709973594,191.9791655362642,182.9895827681321,-8.989582768132095,-66.76190476190823,66.76190476190823,94.76190476190823,28.0,-31.390960290026406,8.609039709973594,30.0,70.0,19581.0,21395.333333333332,18409.1,27.0,-30.0,0,0.2,0.3333333333333333,0.4,70.0,40.0,0.0,30.0,-5.0,-1,0.42857081632740524,call,112105.0,112255.0,0.0
90287,2022-11-29 16:38:00,111715.0,111725.0,111635.0,111660.0,35960,111748.0,111927.38095238095,112162.10470512492,111914.5,111666.89529487508,-123.75982814042072,-108.06598969821007,-15.693838442210648,19.423587707303763,550.2326780553849,529.6163390276924,-20.616339027692447,-179.38095238094684,179.38095238094684,267.38095238094684,88.0,-50.57641229269623,-10.576412292696237,55.0,90.0,33093.4,32349.0,29724.5,44.0,-55.0,0,0.0,0.0,0.2,80.0,25.0,10.0,65.0,45.0,-1,0.6874991406260742,call,111610.0,111760.0,0.0
90303,2022-11-29 16:54:00,111585.0,111610.0,111530.0,111555.0,25545,111614.0,111666.66666666667,111752.6406853034,111657.5,111562.3593146966,-88.62994087750849,-97.16684516704156,8.53690428953307,31.04651317563645,211.42374511866365,208.21187255933182,-3.211872559331823,-52.66666666667152,52.66666666667152,111.66666666667152,59.0,-38.95348682436355,1.0465131756364485,30.0,80.0,24589.2,25253.666666666668,25295.9,30.0,-30.0,0,0.2,0.0,0.4,55.0,25.0,25.0,55.0,65.0,-1,0.5454535537208114,call,111505.0,111655.0,1.0
90314,2022-11-29 17:05:00,111810.0,111875.0,111780.0,111855.0,41424,111789.0,111660.71428571429,111806.48709787059,111661.75,111517.01290212941,3.2995522870478453,-35.91494077050428,39.214493057552126,64.17957802640554,321.6379952679854,-32.431002366007306,-354.0689976339927,128.28571428571013,128.28571428571013,-194.28571428571013,-66.0,-5.820421973594463,34.17957802640554,45.0,95.0,36581.4,32359.333333333332,27014.1,47.0,45.0,1,0.8,0.6666666666666666,0.8,30.0,75.0,65.0,20.0,-20.0,1,0.6923066272205735,sell,111905.0,111755.0,0.0
90335,2022-11-29 17:26:00,111735.0,111750.0,111605.0,111610.0,38945,111718.0,111759.76190476191,111840.02356812228,111756.0,111671.97643187772,-11.612725071128807,0.3581726074836693,-11.970897678612477,35.069348192049034,186.71904027173878,239.3595201358694,52.64047986413061,-41.76190476190823,41.76190476190823,149.76190476190823,108.0,-34.930651807950966,5.069348192049034,125.0,145.0,16232.6,20780.666666666668,15945.0,35.0,-125.0,0,0.4,0.3333333333333333,0.4,130.0,5.0,15.0,140.0,0.0,-1,0.9615377218940601,call,111560.0,111710.0,0.0
