,Data,Open,High,Low,Close,Vol,MA_5,MA_21,BB_up,BB_mid,BB_low,macd,macdsignal,macdhist,RSI,dist_bb,dist_bb_up,dist_bb_low,dist_media,dist_media_abs,dist_price_media_21,dist_price_media_5,dist_RSI_70,dist_RSI_30,tamanho_corpo,tamanho_full,media_vol_5,media_vol_3,media_vol_10,tamanho_corpo_5,tamanho_corpo_direcao,candle_direcao,candle_direcao_5,candle_direcao_3,candle_direcao_10,tamanho_pra_baixo,tamanho_abaixo,tamanho_pra_cima,tamanho_acima,proximo_candle,pos_BB_inicial,verifica_tamanho,acao,stop,tp,resultado_binario
82389,2022-11-08 16:44:00,117265.0,117395.0,117250.0,117345.0,23365,117231.0,117035.47619047618,117340.63744480281,117033.5,116726.36255519719,-38.43369036910008,-102.20799341304598,63.774303043945906,56.06062553874158,682.5276551173592,29.763827558679623,-652.7638275586796,195.52380952381645,195.52380952381645,-309.52380952381645,-114.0,-13.939374461258417,26.060625538741583,80.0,145.0,26608.2,31965.666666666668,33979.4,51.0,80.0,1,0.8,0.6666666666666666,0.7,15.0,95.0,130.0,50.0,-115.0,1,0.6153841420121985,sell,117395.0,117245.0,1.0
82427,2022-11-08 17:22:00,117565.0,117665.0,117535.0,117660.0,19901,117598.0,117501.66666666667,117648.75199497836,117499.0,117349.24800502164,59.23648799305374,50.65373455809458,8.582753434959166,62.8805314009295,332.78221106302226,5.39110553151113,-327.39110553151113,96.33333333332848,96.33333333332848,-158.33333333332848,-62.0,-7.119468599070501,32.8805314009295,95.0,130.0,16415.2,17060.0,19955.9,51.0,95.0,1,0.6,0.6666666666666666,0.6,30.0,125.0,100.0,5.0,25.0,1,0.94999905000095,sell,117710.0,117560.0,0.0
82448,2022-11-08 17:43:00,117615.0,117640.0,117545.0,117585.0,16836,117636.0,117750.47619047618,117912.91054087128,117754.0,117595.08945912872,8.420530132541899,44.16754073014464,-35.74701059760274,42.24371320484061,353.1345352694916,345.5672676347458,-7.567267634745804,-114.47619047618355,114.47619047618355,165.47619047618355,51.0,-27.75628679515939,12.24371320484061,30.0,95.0,17579.0,17854.666666666668,18353.9,38.0,-30.0,0,0.2,0.3333333333333333,0.3,70.0,40.0,25.0,55.0,5.0,-1,0.42857081632740524,call,117535.0,117685.0,1.0
82460,2022-11-08 17:55:00,117450.0,117455.0,117195.0,117355.0,44692,117439.0,117625.23809523809,117835.28326381979,117617.5,117399.71673618021,-61.07112127322762,-25.522207995693478,-35.54891327753414,37.3982259387902,483.9628084884316,504.4814042442158,20.51859575578419,-186.23809523809177,186.23809523809177,270.2380952380918,84.0,-32.6017740612098,7.398225938790198,95.0,260.0,30075.0,32653.333333333332,23168.0,130.0,-95.0,0,0.2,0.3333333333333333,0.3,255.0,160.0,5.0,100.0,-20.0,-1,0.3725488735102457,call,117305.0,117455.0,0.0
82480,2022-11-08 18:15:00,117335.0,117535.0,117330.0,117530.0,15920,117417.0,117343.33333333333,117495.63017366552,117342.75,117189.86982633448,-21.155792951001786,-45.97486507220716,24.819072121205373,56.05563275892278,339.73371925670654,-17.383140371646732,-357.11685962835327,73.66666666667152,73.66666666667152,-186.66666666667152,-113.0,-13.944367241077217,26.055632758922783,195.0,205.0,11653.8,14824.333333333334,10744.9,69.0,195.0,1,0.6,0.3333333333333333,0.6,5.0,200.0,200.0,5.0,15.0,1,0.9749995125002437,sell,117580.0,117430.0,0.0
82491,2022-11-09 09:01:00,116805.0,116810.0,116435.0,116540.0,76417,117310.0,117425.23809523809,117943.37187423703,117425.0,116906.62812576297,-70.79699773808534,5.496680258075859,-76.2936779961612,26.1810104629841,1151.9374983044981,1460.968749152249,309.0312508477509,-115.23809523809177,115.23809523809177,885.2380952380918,770.0,-43.818989537015895,-3.8189895370158986,265.0,375.0,22016.2,33805.0,14541.6,116.0,-265.0,0,0.6,0.3333333333333333,0.7,370.0,105.0,5.0,270.0,-155.0,-1,0.7162160226443183,call,116490.0,116640.0,0.0
82511,2022-11-09 09:21:00,116455.0,116485.0,116255.0,116270.0,62032,116436.0,116556.90476190476,116794.42561661481,116557.75,116321.07438338519,-197.16726092348108,-194.9136699238689,-2.253590999612186,30.12341090548335,525.9458146995748,550.7229073497874,24.77709265021258,-120.90476190476329,120.90476190476329,286.9047619047633,166.0,-39.876589094516646,0.12341090548335032,185.0,230.0,29317.8,32234.666666666668,34978.6,53.0,-185.0,0,0.2,0.0,0.3,200.0,15.0,30.0,215.0,-70.0,-1,0.9249995375002312,call,116220.0,116370.0,0.0
82534,2022-11-09 09:44:00,116450.0,116465.0,116355.0,116400.0,26660,116486.0,116506.42857142857,116638.98435686438,116520.25,116401.51564313562,-37.378280172808445,-38.61133199054749,1.233051817739046,40.434996223988264,263.85412636530236,252.17706318265118,-11.677063182651182,-20.428571428565192,20.428571428565192,106.42857142856519,86.0,-29.565003776011736,10.434996223988264,50.0,110.0,26225.2,28221.666666666668,23732.3,46.0,-50.0,0,0.2,0.0,0.2,95.0,45.0,15.0,65.0,-100.0,-1,0.5263152354576469,call,116350.0,116500.0,0.0
82555,2022-11-09 10:05:00,116555.0,116765.0,116290.0,116655.0,110576,116492.0,116478.09523809524,116636.6654268694,116487.0,116337.3345731306,7.514252962602768,-6.325464211842887,13.839717174445656,60.038405727721326,332.5898374875542,-1.7050812562229112,-334.2949187437771,13.90476190476329,13.90476190476329,-176.9047619047633,-163.0,-9.961594272278674,30.038405727721326,100.0,475.0,56919.2,58966.333333333336,51247.3,97.0,100.0,1,0.8,1.0,0.5,265.0,365.0,210.0,110.0,-210.0,1,0.47619024943321453,sell,116705.0,116555.0,1.0
82566,2022-11-09 10:16:00,116630.0,116880.0,116605.0,116865.0,65117,116617.0,116526.19047619047,116710.27553202193,116525.25,116340.22446797807,41.168449915290694,11.441179944441785,29.72726997084891,68.35228111335424,411.1678489376209,-134.16607553118956,-545.3339244688104,90.80952380952658,90.80952380952658,-338.8095238095266,-248.0,-1.6477188866457624,38.35228111335424,235.0,275.0,34729.6,43441.333333333336,32455.9,91.0,235.0,1,0.8,1.0,0.6,25.0,260.0,250.0,15.0,-170.0,1,0.9399996240001504,sell,116915.0,116765.0,1.0
82586,2022-11-09 10:36:00,116690.0,116745.0,116415.0,116535.0,56391,116680.0,116797.14285714286,117008.54429112525,116793.75,116578.95570887475,15.081247005189653,57.382051795224946,-42.30080479003529,42.28766184633592,477.3206469450088,497.4103234725044,20.089676527495612,-117.14285714285506,117.14285714285506,262.14285714285506,145.0,-27.712338153664078,12.287661846335922,155.0,330.0,48368.2,49130.333333333336,46541.2,135.0,-155.0,0,0.2,0.3333333333333333,0.3,275.0,120.0,55.0,210.0,-60.0,-1,0.5636361586777605,call,116485.0,116635.0,0.0
82622,2022-11-09 11:12:00,116890.0,117045.0,116870.0,117020.0,44251,116818.0,116744.76190476191,116947.49070065963,116747.75,116548.00929934037,37.55072817248583,16.039747966552458,21.510980205933375,63.278373828309185,443.86822368807043,-50.315888155964785,-494.1841118440352,73.23809523809177,73.23809523809177,-275.2380952380918,-202.0,-6.721626171690815,33.278373828309185,130.0,175.0,32090.6,37147.666666666664,31236.1,81.0,130.0,1,0.6,1.0,0.5,20.0,150.0,155.0,25.0,-60.0,1,0.8387091363166862,sell,117070.0,116920.0,0.0
82642,2022-11-09 11:32:00,116895.0,116905.0,116505.0,116510.0,105913,116771.0,116964.04761904762,117257.03216224107,116961.25,116665.46783775893,-34.410217734228354,16.889766334660713,-51.29998406888907,32.777461764790175,657.2936938690254,779.8968469345127,122.60315306548728,-193.04761904761835,193.04761904761835,454.04761904761835,261.0,-37.222538235209825,2.777461764790175,385.0,400.0,46757.8,64471.333333333336,45444.0,117.0,-385.0,0,0.4,0.3333333333333333,0.2,390.0,5.0,10.0,395.0,60.0,-1,0.9871792340566067,call,116460.0,116610.0,1.0
82670,2022-11-09 12:00:00,116890.0,117150.0,116865.0,117105.0,79527,116891.0,116895.23809523809,117070.81587141923,116892.5,116714.18412858077,13.898751600427204,-1.4180427202892756,15.316794320716479,60.106612844737874,396.2574920427287,-14.37125397863565,-410.62874602136435,-4.238095238091773,4.238095238091773,-209.76190476190823,-214.0,-9.893387155262126,30.106612844737874,215.0,285.0,36397.4,44203.0,33163.7,85.0,215.0,1,0.6,0.6666666666666666,0.5,25.0,240.0,260.0,45.0,-95.0,1,0.8269227588758621,sell,117155.0,117005.0,1.0
82703,2022-11-09 12:33:00,117175.0,117185.0,117000.0,117015.0,53328,117167.0,117205.95238095238,117335.91829513098,117205.0,117074.08170486902,12.740681197930826,41.81287087498022,-29.072189677049394,37.94459493897835,290.92954473549617,335.4647723677481,44.53522763225192,-38.952380952381645,38.952380952381645,190.95238095238165,152.0,-32.05540506102165,7.944594938978348,160.0,185.0,29362.6,33821.333333333336,25462.2,55.0,-160.0,0,0.2,0.3333333333333333,0.3,175.0,15.0,10.0,170.0,5.0,-1,0.9142851918370333,call,116965.0,117115.0,0.0
82718,2022-11-09 12:48:00,116850.0,116905.0,116685.0,116695.0,54169,116859.0,117026.19047619047,117256.05125231588,117013.5,116770.94874768412,-87.58181312780653,-56.39423117167269,-31.187581956133833,28.228407125231957,539.002782924159,588.0013914620795,48.99860853792052,-167.19047619047342,167.19047619047342,331.1904761904734,164.0,-41.77159287476805,-1.771592874768043,155.0,220.0,43820.2,43004.666666666664,36515.5,80.0,-155.0,0,0.2,0.0,0.2,165.0,10.0,55.0,210.0,80.0,-1,0.9393933700646242,call,116645.0,116795.0,1.0
82743,2022-11-09 13:13:00,116610.0,116680.0,116595.0,116665.0,13521,116632.0,116599.52380952382,116663.80530952661,116596.0,116528.19469047339,-52.70114375837147,-77.26813688987336,24.56699313150189,49.154765876814274,150.6784656147065,6.339232807353255,-144.33923280735326,32.47619047618355,32.47619047618355,-65.47619047618355,-33.0,-20.845234123185726,19.154765876814274,55.0,85.0,23540.4,15585.666666666666,23528.1,37.0,55.0,1,0.6,0.3333333333333333,0.5,15.0,70.0,70.0,15.0,20.0,1,0.7857131632669095,sell,116715.0,116565.0,0.0
82755,2022-11-09 13:25:00,116930.0,117035.0,116920.0,117020.0,33678,116926.0,116734.04761904762,116991.95590792764,116742.5,116493.04409207236,62.29321961230016,26.879126410659232,35.41409320164093,66.11337375147977,554.3464620613959,-0.32676896930206567,-554.6732310306979,191.95238095238165,191.95238095238165,-285.95238095238165,-94.0,-3.88662624852023,36.11337375147977,90.0,115.0,30845.8,25448.333333333332,26848.8,99.0,90.0,1,0.6,0.6666666666666666,0.6,10.0,100.0,105.0,15.0,20.0,1,0.857142040817104,sell,117070.0,116920.0,1.0
82779,2022-11-09 13:49:00,116890.0,116900.0,116750.0,116840.0,34308,116918.0,116935.23809523809,117018.97588582219,116933.25,116847.52411417781,14.790818852969096,30.82688595641708,-16.036067103447984,42.61436500775096,190.50196849377244,188.50098424688622,-2.000984246886219,-17.238095238091773,17.238095238091773,95.23809523809177,78.0,-27.385634992249038,12.614365007750962,50.0,150.0,20495.0,19420.0,20974.9,40.0,-50.0,0,0.2,0.3333333333333333,0.4,140.0,90.0,10.0,60.0,45.0,-1,0.3571426020409985,call,116790.0,116940.0,0.0
82801,2022-11-09 14:11:00,116760.0,116770.0,116670.0,116695.0,33490,116773.0,116803.33333333333,116875.63248298838,116800.5,116725.36751701162,-31.84130170426215,-26.430844956085014,-5.410456748177136,36.38908800093389,166.9610733075242,188.9805366537621,22.0194633462379,-30.333333333328483,30.333333333328483,108.33333333332848,78.0,-33.61091199906611,6.389088000933889,65.0,100.0,24429.8,24896.0,23386.0,40.0,-65.0,0,0.4,0.3333333333333333,0.3,90.0,25.0,10.0,75.0,-10.0,-1,0.722221419753978,call,116645.0,116795.0,0.0
82819,2022-11-09 14:29:00,116515.0,116560.0,116480.0,116495.0,14379,116538.0,116638.33333333333,116754.1809090876,116629.0,116503.8190909124,-65.20812804378511,-55.74268644730209,-9.465441596483018,28.039778200103093,278.17979797246517,273.0898989862326,-5.089898986232583,-100.33333333332848,100.33333333332848,143.33333333332848,43.0,-41.96022179989691,-1.9602217998969067,20.0,80.0,19315.8,15804.0,17660.4,23.0,-20.0,0,0.0,0.0,0.3,35.0,15.0,45.0,65.0,30.0,-1,0.5714269387801748,call,116445.0,116595.0,1.0
82831,2022-11-09 14:41:00,116340.0,116350.0,116275.0,116280.0,30094,116336.0,116514.04761904762,116711.63228485023,116505.25,116298.86771514977,-92.89298704861721,-73.51335958604179,-19.379627462575428,25.912072933720143,458.6272996671614,454.5636498335807,-4.063649833580712,-178.04761904761835,178.04761904761835,234.04761904761835,56.0,-44.08792706627986,-4.087927066279857,60.0,75.0,26402.8,21692.333333333332,26489.0,34.0,-60.0,0,0.0,0.0,0.3,65.0,5.0,10.0,70.0,35.0,-1,0.9230755029607647,call,116230.0,116380.0,0.0
82853,2022-11-09 15:03:00,115980.0,116005.0,115905.0,115955.0,43511,116063.0,116055.95238095238,116142.39805192752,116050.0,115957.60194807248,-85.46180657943478,-100.82054465907555,15.358738079640773,35.49212380067439,205.32900428338326,197.66450214169163,-7.664502141691628,7.047619047618355,7.047619047618355,100.95238095238165,108.0,-34.50787619932561,5.492123800674392,25.0,100.0,43162.4,53751.333333333336,30657.0,83.0,-25.0,0,0.4,0.3333333333333333,0.5,75.0,50.0,25.0,50.0,-15.0,-1,0.3333328888894815,call,115905.0,116055.0,0.0
82876,2022-11-09 15:26:00,115710.0,115740.0,115625.0,115640.0,25187,115697.0,115808.80952380953,115955.49608690721,115800.25,115645.00391309279,-92.11143003750476,-88.46737815711832,-3.644051880386442,32.571399776696076,344.99130423823954,332.74565211911977,-12.245652119119768,-111.80952380952658,111.80952380952658,168.80952380952658,57.0,-37.428600223303924,2.571399776696076,70.0,115.0,23286.2,27315.666666666668,23621.6,36.0,-70.0,0,0.2,0.3333333333333333,0.3,85.0,15.0,30.0,100.0,-50.0,-1,0.8235284429077142,call,115590.0,115740.0,0.0
82905,2022-11-09 15:55:00,115340.0,115355.0,115240.0,115250.0,36589,115344.0,115414.76190476191,115545.92669776086,115418.0,115290.07330223914,-70.41022515644727,-64.88474764171502,-5.525477514732245,31.32393052412434,284.28155057970434,310.1407752898522,25.859224710147828,-70.76190476190823,70.76190476190823,164.76190476190823,94.0,-38.676069475875664,1.3239305241243393,90.0,115.0,33015.6,34703.666666666664,28099.0,53.0,-90.0,0,0.0,0.0,0.2,100.0,10.0,15.0,105.0,10.0,-1,0.8999991000009,call,115200.0,115350.0,0.0
82924,2022-11-09 16:14:00,115320.0,115400.0,115320.0,115385.0,16504,115313.0,115288.33333333333,115375.98199819964,115286.0,115196.01800180036,-25.606192450708477,-43.32278999780027,17.716597547091794,53.64359830904925,199.9599959992047,0.9799979996023467,-198.97999799960235,24.666666666671517,24.666666666671517,-96.66666666667152,-72.0,-16.356401690950747,23.643598309049253,65.0,80.0,20803.4,19803.666666666668,19202.0,41.0,65.0,1,0.8,1.0,0.7,0.0,65.0,80.0,15.0,30.0,1,0.8124989843762696,sell,115435.0,115285.0,0.0
82940,2022-11-09 16:30:00,115215.0,115230.0,115025.0,115100.0,56939,115223.0,115286.66666666667,115411.43248190996,115285.5,115159.56751809004,-38.25290763784142,-26.322461190625614,-11.930446447215804,32.669069335982506,279.84995979990344,325.4249798999517,45.57502010004828,-63.66666666667152,63.66666666667152,186.66666666667152,123.0,-37.330930664017494,2.669069335982506,115.0,205.0,24093.0,30206.0,22294.5,42.0,-115.0,0,0.0,0.0,0.2,190.0,75.0,15.0,130.0,-40.0,-1,0.6052628393353477,call,115050.0,115200.0,0.0
82964,2022-11-09 16:54:00,114595.0,114710.0,114455.0,114480.0,60124,114586.0,114725.47619047618,114915.2634769884,114715.75,114516.2365230116,-136.5636062763224,-133.67448975799113,-2.8891165183312637,24.08089572952946,443.36328219642746,457.43164109821373,14.068358901786269,-139.47619047618355,139.47619047618355,245.47619047618355,106.0,-45.91910427047054,-5.919104270470541,115.0,255.0,31574.2,37697.333333333336,29411.0,46.0,-115.0,0,0.4,0.3333333333333333,0.5,140.0,25.0,115.0,230.0,-50.0,-1,0.8214279846942967,call,114430.0,114580.0,0.0
82992,2022-11-09 17:22:00,114830.0,114840.0,114680.0,114745.0,33084,114822.0,114902.14285714286,115048.13242329395,114909.25,114770.36757670605,7.222168527514441,26.90803984951678,-19.68587132200234,41.661047150309635,308.6276073198824,318.5638036599412,9.936196340058814,-80.14285714285506,80.14285714285506,157.14285714285506,77.0,-28.338952849690365,11.661047150309635,85.0,160.0,19732.6,20990.666666666668,18956.4,34.0,-85.0,0,0.2,0.3333333333333333,0.3,150.0,65.0,10.0,95.0,5.0,-1,0.5666662888891407,call,114695.0,114845.0,0.0
83010,2022-11-09 17:40:00,114745.0,114760.0,114625.0,114655.0,32136,114741.0,114813.33333333333,114965.14979727525,114811.0,114656.85020272475,-24.129799726593774,-1.8405396548979787,-22.289260071695796,37.800715714430865,342.5551050561189,327.27755252805946,-15.27755252805946,-72.33333333332848,72.33333333332848,158.33333333332848,86.0,-32.199284285569135,7.800715714430865,90.0,135.0,20825.4,23381.666666666668,23383.1,51.0,-90.0,0,0.2,0.3333333333333333,0.3,120.0,30.0,15.0,105.0,-125.0,-1,0.7499993750005208,call,114605.0,114755.0,0.0
83044,2022-11-09 18:14:00,114790.0,114970.0,114765.0,114875.0,27697,114763.0,114732.85714285714,114829.63997469468,114738.75,114647.86002530532,35.269105207320536,24.345271267947012,10.923833939373523,61.146738338729946,201.9777215437498,-35.2611392281251,-237.2388607718749,30.142857142855064,30.142857142855064,-142.14285714285506,-112.0,-8.853261661270054,31.146738338729946,85.0,205.0,17486.4,18263.666666666668,13254.6,68.0,85.0,1,0.8,1.0,0.7,25.0,110.0,180.0,95.0,55.0,1,0.47222195987668897,sell,114925.0,114775.0,0.0
83055,2022-11-10 09:00:00,114155.0,114155.0,113505.0,114005.0,40556,114717.0,114780.23809523809,115128.51051932084,114782.0,114435.48948067916,-21.29806344291137,34.62693997123769,-55.92500341414906,21.11159262189877,770.0233762685384,1162.0116881342692,391.9883118657308,-63.23809523809177,63.23809523809177,775.2380952380918,712.0,-48.888407378101235,-8.888407378101231,150.0,650.0,12711.4,19516.0,10096.8,49.0,-150.0,0,0.4,0.0,0.5,650.0,500.0,0.0,150.0,-605.0,-1,0.23076919526627765,call,113955.0,114105.0,0.0
83085,2022-11-10 09:30:00,112555.0,112630.0,112330.0,112365.0,72666,112734.0,112701.19047619047,112985.09538286565,112693.25,112401.40461713435,-202.02826947170252,-249.34050735571637,47.312237884013854,29.954802347888144,648.5452952570049,652.5226476285025,3.9773523714975454,32.80952380952658,32.80952380952658,336.1904761904734,369.0,-40.04519765211185,-0.045197652111856,190.0,300.0,39007.8,51252.333333333336,29987.6,132.0,-190.0,0,0.4,0.0,0.6,225.0,35.0,75.0,265.0,-105.0,-1,0.8444440691359693,call,112315.0,112465.0,0.0
83099,2022-11-10 09:44:00,112055.0,112065.0,111475.0,111660.0,135521,112170.0,112394.28571428571,112949.58219221933,112374.0,111798.41780778067,-229.60961292518186,-218.08478764810465,-11.524825277077213,26.51282392869775,1279.0715382651542,1353.5357691325771,74.46423086742288,-224.28571428571013,224.28571428571013,734.2857142857101,510.0,-43.48717607130225,-3.487176071302251,395.0,590.0,59665.4,76549.66666666667,45438.4,197.0,-395.0,0,0.4,0.0,0.6,580.0,185.0,10.0,405.0,205.0,-1,0.6810343653389026,call,111610.0,111760.0,1.0
83122,2022-11-10 10:07:00,111935.0,112115.0,111935.0,112090.0,24017,111988.0,111916.19047619047,112068.40648401523,111912.25,111756.09351598477,-54.00396536519111,-98.74144707629802,44.73748171110691,52.83844333815727,347.0144089227542,-4.242795538622886,-351.2572044613771,71.80952380952658,71.80952380952658,-173.80952380952658,-102.0,-17.16155666184273,22.83844333815727,155.0,180.0,26404.6,23805.0,28406.9,84.0,155.0,1,0.4,0.3333333333333333,0.3,0.0,155.0,180.0,25.0,-75.0,1,0.8611106327163152,sell,112140.0,111990.0,0.0
83139,2022-11-10 10:24:00,112290.0,112425.0,112140.0,112365.0,55234,112214.0,112122.85714285714,112359.25258637864,112127.75,111896.24741362136,48.27564851654461,26.865086189254885,21.41056232728972,58.77825695644117,514.450191952521,19.97509597626049,-494.4750959762605,91.14285714285506,91.14285714285506,-242.14285714285506,-151.0,-11.221743043558831,28.77825695644117,75.0,285.0,36081.6,44500.0,37416.1,135.0,75.0,1,0.8,0.6666666666666666,0.5,150.0,225.0,135.0,60.0,-100.0,1,0.5555551440332266,sell,112415.0,112265.0,0.0
83178,2022-11-10 11:04:00,113085.0,113285.0,113055.0,113205.0,41641,113071.0,113011.66666666667,113195.27454921181,113003.25,112811.22545078819,73.16646534593019,74.90353651098705,-1.7370711650568609,57.404073331277694,426.721220470703,11.610610235351487,-415.1106102353515,59.33333333332848,59.33333333332848,-193.33333333332848,-134.0,-12.595926668722306,27.404073331277694,120.0,230.0,37080.2,37132.333333333336,38586.7,101.0,120.0,1,0.6,0.6666666666666666,0.5,30.0,150.0,200.0,80.0,140.0,1,0.59999970000015,sell,113255.0,113105.0,0.0
83190,2022-11-10 11:16:00,112460.0,112550.0,112275.0,112310.0,58852,112518.0,112943.57142857143,113549.94975914026,112942.75,112335.55024085974,-130.96109203480592,-30.645352308530935,-100.31573972627498,36.40889440573806,1349.3327980894828,1307.4163990447414,-41.91639904474141,-425.5714285714348,425.5714285714348,633.5714285714348,208.0,-33.59110559426194,6.40889440573806,150.0,275.0,52299.2,49749.666666666664,55272.2,146.0,-150.0,0,0.2,0.0,0.1,185.0,35.0,90.0,240.0,-20.0,-1,0.8108103725349337,call,112260.0,112410.0,1.0
83207,2022-11-10 11:33:00,112040.0,112120.0,111885.0,111910.0,53741,112157.0,112299.04761904762,112597.93042021974,112282.5,111967.06957978026,-168.68271165671467,-149.81146501425184,-18.871246642462836,31.49996922533491,700.9564893771894,722.9782446885947,22.021755311405286,-142.04761904761835,142.04761904761835,389.04761904761835,247.0,-38.50003077466509,1.4999692253349117,130.0,235.0,47838.8,56817.333333333336,37197.3,98.0,-130.0,0,0.0,0.0,0.1,155.0,25.0,80.0,210.0,-35.0,-1,0.8387091363166862,call,111860.0,112010.0,0.0
83248,2022-11-10 12:14:00,111350.0,111420.0,111220.0,111225.0,29431,111461.0,111533.09523809524,111765.04191345753,111523.75,111282.45808654247,-52.502083096362185,-38.45678149594477,-14.045301600417417,40.16497221388246,536.204252127849,566.8521260639245,30.647873936075484,-72.09523809523671,72.09523809523671,308.0952380952367,236.0,-29.835027786117543,10.164972213882457,125.0,200.0,29771.4,30858.0,29077.3,130.0,-125.0,0,0.2,0.0,0.4,130.0,5.0,70.0,195.0,-75.0,-1,0.9615377218940601,call,111175.0,111325.0,0.0
83276,2022-11-10 12:42:00,111870.0,112035.0,111845.0,111980.0,42257,111783.0,111732.61904761905,111951.83810749017,111739.0,111526.16189250983,79.1269710346387,68.11526000085964,11.011711033779065,60.78684884428321,472.97357220039703,-4.513213899801485,-477.4867861001985,50.38095238094684,50.38095238094684,-247.38095238094684,-197.0,-9.213151155716787,30.786848844283213,110.0,190.0,29159.6,32828.0,26533.5,139.0,110.0,1,0.8,1.0,0.5,25.0,135.0,165.0,55.0,75.0,1,0.6666662626265075,sell,112030.0,111880.0,0.0
83310,2022-11-10 13:16:00,111920.0,111925.0,111835.0,111880.0,23308,112011.0,112031.42857142857,112174.77777608401,112029.0,111883.22222391599,8.18939905850857,33.26298299297191,-25.073583934463336,44.03203376582553,323.95061352002085,310.9753067600104,-12.975306760010426,-20.428571428565192,20.428571428565192,151.4285714285652,131.0,-25.96796623417447,14.032033765825531,40.0,90.0,22102.2,23872.333333333332,21875.5,91.0,-40.0,0,0.4,0.0,0.3,85.0,45.0,5.0,45.0,-80.0,-1,0.47058768166155096,call,111830.0,111980.0,0.0
83334,2022-11-10 13:40:00,112020.0,112115.0,112010.0,112090.0,24751,111972.0,111833.09523809524,112075.67422042268,111854.0,111632.32577957732,41.05873196039465,11.30974339391635,29.748988566478303,60.769586472650786,492.6093787170539,10.304689358526957,-482.30468935852696,138.9047619047633,138.9047619047633,-256.9047619047633,-118.0,-9.230413527349214,30.769586472650786,70.0,105.0,23775.2,22341.666666666668,21157.3,63.0,70.0,1,0.8,1.0,0.7,10.0,80.0,95.0,25.0,-135.0,1,0.7368413296407056,sell,112140.0,111990.0,1.0
83359,2022-11-10 14:05:00,111860.0,111865.0,111660.0,111725.0,42533,111874.0,111908.09523809524,112026.24590902329,111902.5,111778.75409097671,-7.345260360423708,8.850321117842775,-16.195581478266483,39.81938414925977,274.99090894064284,314.9954544703214,40.00454552967858,-34.09523809523671,34.09523809523671,183.0952380952367,149.0,-30.18061585074023,9.819384149259768,135.0,205.0,27072.2,26882.0,24259.3,93.0,-135.0,0,0.4,0.3333333333333333,0.4,200.0,65.0,5.0,140.0,-30.0,-1,0.6749996625001687,call,111675.0,111825.0,0.0
83370,2022-11-10 14:16:00,111540.0,111595.0,111470.0,111535.0,42694,111671.0,111833.80952380953,112076.84201834035,111830.5,111584.15798165965,-69.65692880525603,-36.55995457698178,-33.09697422827425,34.49327427684887,547.4267074230011,569.2133537115005,21.78664628849947,-162.80952380952658,162.80952380952658,298.8095238095266,136.0,-35.50672572315113,4.493274276848872,5.0,125.0,29650.0,39839.333333333336,25388.3,72.0,-5.0,0,0.2,0.3333333333333333,0.4,70.0,65.0,55.0,60.0,10.0,-1,0.07142846938790087,call,111485.0,111635.0,0.0
83385,2022-11-10 14:31:00,111085.0,111085.0,110895.0,110910.0,42280,111098.0,111375.47619047618,111778.59093309508,111354.25,110929.90906690492,-191.28352135923342,-166.0754104469519,-25.208110912281512,18.139407213127175,942.9798513223941,915.739925661197,-27.23992566119705,-277.47619047618355,277.47619047618355,465.47619047618355,188.0,-51.86059278687283,-11.860592786872825,175.0,190.0,29181.0,25311.666666666668,26129.0,57.0,-175.0,0,0.0,0.0,0.3,190.0,15.0,0.0,175.0,-120.0,-1,0.9210521468146595,call,110860.0,111010.0,0.0
83408,2022-11-10 14:54:00,110745.0,110785.0,110415.0,110500.0,65509,110765.0,110737.61904761905,110969.05225671128,110734.75,110500.44774328872,-99.66863570566056,-117.37213436767934,17.703498662018774,34.23991517218373,520.6716815806285,495.08584079031425,-25.58584079031425,27.380952380946837,27.380952380946837,237.61904761905316,265.0,-35.76008482781627,4.2399151721837285,245.0,370.0,31257.2,35346.666666666664,25243.2,92.0,-245.0,0,0.4,0.3333333333333333,0.5,330.0,85.0,40.0,285.0,160.0,-1,0.7424240174472675,call,110450.0,110600.0,1.0
83437,2022-11-10 15:23:00,110930.0,110940.0,110805.0,110860.0,24760,110974.0,111005.71428571429,111120.2934126165,111000.75,110881.2065873835,3.3149603950878372,19.669571428288616,-16.35461103320078,43.51958246786934,265.65202803668217,273.5760140183411,7.923985981658916,-31.714285714289872,31.714285714289872,145.71428571428987,114.0,-26.48041753213066,13.519582467869341,70.0,135.0,25076.8,20334.666666666668,22395.5,56.0,-70.0,0,0.2,0.0,0.4,125.0,55.0,10.0,80.0,60.0,-1,0.5599995520003583,call,110810.0,110960.0,1.0
83449,2022-11-10 15:35:00,110825.0,110830.0,110755.0,110780.0,22894,110837.0,110937.61904761905,111080.32807380856,110935.25,110790.17192619144,-37.272482604457764,-17.643627175999807,-19.628855428457957,39.57724985112314,322.39571957456064,316.4478597872803,-5.947859787280322,-100.61904761905316,100.61904761905316,157.61904761905316,57.0,-30.422750148876858,9.577249851123142,45.0,75.0,22590.2,25829.0,19263.5,40.0,-45.0,0,0.4,0.3333333333333333,0.3,70.0,25.0,5.0,50.0,-45.0,-1,0.6428562244911078,call,110730.0,110880.0,0.0
